Name,On,Off,On-Off,MinutesOn,MinutesOff,Team,Year,Season
Alex Poythress,0.363,0.331,0.033,305.0,3666.0,ATL,2019,2018-19
Trae Young,0.346,0.311,0.035,2503.0,1468.0,ATL,2019,2018-19
Deyonta Davis,0.361,0.333,0.028,118.0,3853.0,ATL,2019,2018-19
Alex Len,0.309,0.35,-0.041,1544.0,2427.0,ATL,2019,2018-19
Jaylen Adams,0.302,0.337,-0.035,428.0,3543.0,ATL,2019,2018-19
Miles Plumlee,0.309,0.334,-0.025,173.0,3798.0,ATL,2019,2018-19
Jeremy Lin,0.321,0.337,-0.017,1003.0,2968.0,ATL,2019,2018-19
Taurean Prince,0.338,0.331,0.007,1552.0,2419.0,ATL,2019,2018-19
Isaac Humphries,0.379,0.333,0.046,56.0,3915.0,ATL,2019,2018-19
Justin Anderson,0.334,0.333,0.001,463.0,3508.0,ATL,2019,2018-19
Kent Bazemore,0.333,0.333,0.0,1643.0,2328.0,ATL,2019,2018-19
John Collins,0.351,0.318,0.033,1829.0,2142.0,ATL,2019,2018-19
Vince Carter,0.317,0.342,-0.025,1330.0,2641.0,ATL,2019,2018-19
BJ Johnson,0.356,0.333,0.023,43.0,3928.0,ATL,2019,2018-19
Tyler Dorsey,0.332,0.334,-0.002,251.0,3720.0,ATL,2019,2018-19
Omari Spellman,0.337,0.332,0.005,805.0,3166.0,ATL,2019,2018-19
Tyler Zeller,0.357,0.333,0.024,11.0,3960.0,ATL,2019,2018-19
Dewayne Dedmon,0.335,0.333,0.002,1609.0,2362.0,ATL,2019,2018-19
Jordan Sibert,0.111,0.334,-0.223,4.0,3967.0,ATL,2019,2018-19
Daniel Hamilton,0.311,0.335,-0.024,204.0,3767.0,ATL,2019,2018-19
Kevin Huerter,0.338,0.329,0.009,2048.0,1923.0,ATL,2019,2018-19
DeAndre' Bembry,0.33,0.336,-0.006,1931.0,2040.0,ATL,2019,2018-19
Rodions Kurucs,0.331,0.309,0.021,1294.0,2702.0,BKN,2019,2018-19
Joe Harris,0.317,0.317,0.0,2293.0,1703.0,BKN,2019,2018-19
Theo Pinson,0.267,0.319,-0.052,211.0,3785.0,BKN,2019,2018-19
Rondae Hollis-Jefferson,0.317,0.316,0.0,1234.0,2762.0,BKN,2019,2018-19
Spencer Dinwiddie,0.319,0.314,0.005,1914.0,2082.0,BKN,2019,2018-19
Jarrett Allen,0.335,0.294,0.041,2096.0,1900.0,BKN,2019,2018-19
Ed Davis,0.287,0.333,-0.046,1446.0,2550.0,BKN,2019,2018-19
Allen Crabbe,0.311,0.319,-0.008,1133.0,2863.0,BKN,2019,2018-19
Alan Williams,0.358,0.316,0.042,26.0,3970.0,BKN,2019,2018-19
D'Angelo Russell,0.329,0.296,0.034,2448.0,1548.0,BKN,2019,2018-19
DeMarre Carroll,0.307,0.323,-0.016,1703.0,2293.0,BKN,2019,2018-19
Jared Dudley,0.318,0.316,0.002,1220.0,2776.0,BKN,2019,2018-19
Caris LeVert,0.325,0.314,0.011,1063.0,2933.0,BKN,2019,2018-19
Kenneth Faried,0.295,0.317,-0.023,118.0,3878.0,BKN,2019,2018-19
Shabazz Napier,0.294,0.324,-0.03,983.0,3013.0,BKN,2019,2018-19
Mitchell Creek,0.382,0.316,0.066,36.0,3960.0,BKN,2019,2018-19
Tahjere McCall,0.4,0.316,0.084,8.0,3988.0,BKN,2019,2018-19
Dzanan Musa,0.412,0.316,0.096,39.0,3957.0,BKN,2019,2018-19
Treveon Graham,0.294,0.322,-0.027,715.0,3281.0,BKN,2019,2018-19
Guerschon Yabusele,0.321,0.312,0.009,251.0,3705.0,BOS,2019,2018-19
Al Horford,0.316,0.31,0.007,1973.0,1983.0,BOS,2019,2018-19
Greg Monroe,0.364,0.313,0.051,5.0,3951.0,BOS,2019,2018-19
Kyrie Irving,0.31,0.316,-0.006,2214.0,1742.0,BOS,2019,2018-19
PJ Dozier,0.297,0.313,-0.016,51.0,3905.0,BOS,2019,2018-19
Marcus Smart,0.307,0.321,-0.014,2200.0,1756.0,BOS,2019,2018-19
Daniel Theis,0.29,0.32,-0.03,908.0,3048.0,BOS,2019,2018-19
Jaylen Brown,0.313,0.313,0.001,1913.0,2043.0,BOS,2019,2018-19
RJ Hunter,0.273,0.313,-0.041,26.0,3930.0,BOS,2019,2018-19
Jayson Tatum,0.31,0.317,-0.007,2455.0,1501.0,BOS,2019,2018-19
Brad Wanamaker,0.324,0.312,0.012,343.0,3613.0,BOS,2019,2018-19
Gordon Hayward,0.322,0.305,0.017,1863.0,2093.0,BOS,2019,2018-19
Robert Williams III,0.349,0.31,0.039,283.0,3673.0,BOS,2019,2018-19
Semi Ojeleye,0.328,0.31,0.018,594.0,3362.0,BOS,2019,2018-19
Terry Rozier,0.322,0.306,0.016,1791.0,2165.0,BOS,2019,2018-19
Aron Baynes,0.304,0.315,-0.012,821.0,3135.0,BOS,2019,2018-19
Marcus Morris,0.308,0.318,-0.01,2091.0,1865.0,BOS,2019,2018-19
