TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,round,year
New Orleans Pelicans,5,5,17.3,46,77,59.7,60.4,17.1,45,76,59.2,0.2,1,1,100,very_tight,2,2018
Philadelphia 76ers,5,5,15.7,35,66,53.0,53.8,15.2,34,64,53.1,0.5,1,2,50.0,very_tight,2,2018
Golden State Warriors,5,5,11.8,30,53,56.6,58.5,10.9,28,49,57.1,0.9,2,4,50.0,very_tight,2,2018
Utah Jazz,5,5,12.9,23,48,47.9,47.9,12.9,23,48,47.9,0.0,0,0,-,very_tight,2,2018
Houston Rockets,5,5,10.7,15,44,34.1,34.1,10.0,15,41,36.6,0.7,0,3,0.0,very_tight,2,2018
Toronto Raptors,4,4,13.9,23,43,53.5,53.5,13.9,23,43,53.5,0.0,0,0,-,very_tight,2,2018
Boston Celtics,5,5,10.6,21,42,50.0,50.0,10.3,21,41,51.2,0.3,0,1,0.0,very_tight,2,2018
Cleveland Cavaliers,4,4,10.2,23,33,69.7,69.7,9.8,23,32,71.9,0.3,0,1,0.0,very_tight,2,2018
Golden State Warriors,5,5,41.4,85,186,45.7,48.4,32.7,75,147,51.0,8.7,10,39,25.6,tight,2,2018
Houston Rockets,5,5,40.0,91,165,55.2,59.4,29.6,77,122,63.1,10.4,14,43,32.6,tight,2,2018
Boston Celtics,5,5,35.5,68,141,48.2,50.4,28.7,62,114,54.4,6.8,6,27,22.2,tight,2,2018
New Orleans Pelicans,5,5,30.4,69,135,51.1,52.2,28.4,66,126,52.4,2.0,3,9,33.3,tight,2,2018
Philadelphia 76ers,5,5,31.4,58,132,43.9,44.7,28.3,56,119,47.1,3.1,2,13,15.4,tight,2,2018
Utah Jazz,5,5,34.5,71,128,55.5,56.3,31.3,69,116,59.5,3.2,2,12,16.7,tight,2,2018
Toronto Raptors,4,4,38.8,70,120,58.3,61.3,33.7,63,104,60.6,5.2,7,16,43.8,tight,2,2018
Cleveland Cavaliers,4,4,35.1,65,114,57.0,57.9,30.8,63,100,63.0,4.3,2,14,14.3,tight,2,2018
Philadelphia 76ers,5,5,29.0,51,122,41.8,47.5,16.0,37,67,55.2,13.1,14,55,25.5,open,2,2018
Boston Celtics,5,5,29.5,57,117,48.7,60.3,12.8,30,51,58.8,16.6,27,66,40.9,open,2,2018
Golden State Warriors,5,5,25.2,57,113,50.4,57.5,14.7,41,66,62.1,10.5,16,47,34.0,open,2,2018
Houston Rockets,5,5,27.4,48,113,42.5,50.4,13.3,30,55,54.5,14.1,18,58,31.0,open,2,2018
Utah Jazz,5,5,29.1,49,108,45.4,54.2,14.3,30,53,56.6,14.8,19,55,34.5,open,2,2018
New Orleans Pelicans,5,5,23.0,38,102,37.3,41.2,15.1,30,67,44.8,7.9,8,35,22.9,open,2,2018
Cleveland Cavaliers,4,4,28.9,50,94,53.2,63.3,16.3,31,53,58.5,12.6,19,41,46.3,open,2,2018
Toronto Raptors,4,4,23.9,30,74,40.5,45.3,13.9,23,43,53.5,10.0,7,31,22.6,open,2,2018
New Orleans Pelicans,5,5,29.3,58,130,44.6,58.8,7.9,21,35,60.0,21.4,37,95,38.9,wide_open,2,2018
Philadelphia 76ers,5,5,23.8,47,100,47.0,59.5,8.6,22,36,61.1,15.2,25,64,39.1,wide_open,2,2018
Golden State Warriors,5,5,21.6,44,97,45.4,57.2,6.9,21,31,67.7,14.7,23,66,34.8,wide_open,2,2018
Boston Celtics,5,5,24.4,42,97,43.3,57.2,7.8,15,31,48.4,16.6,27,66,40.9,wide_open,2,2018
Houston Rockets,5,5,21.8,40,90,44.4,63.3,2.9,6,12,50.0,18.9,34,78,43.6,wide_open,2,2018
Utah Jazz,5,5,23.5,43,87,49.4,66.1,4.3,14,16,87.5,19.1,29,71,40.8,wide_open,2,2018
Cleveland Cavaliers,4,4,25.8,42,84,50.0,64.9,8.9,17,29,58.6,16.9,25,55,45.5,wide_open,2,2018
Toronto Raptors,4,4,23.3,31,72,43.1,59.7,4.5,7,14,50.0,18.8,24,58,41.4,wide_open,2,2018
