TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
San Antonio Spurs,16,16,19.6,141,259,54.4,54.8,19.1,139,253,54.9,0.5,2,6,33.3
Cleveland Cavaliers,18,18,14.6,109,208,52.4,53.8,13.3,103,190,54.2,1.3,6,18,33.3
Golden State Warriors,17,17,14.3,111,202,55.0,55.7,13.2,108,186,58.1,1.1,3,16,18.8
Boston Celtics,18,18,14.2,119,201,59.2,59.5,13.5,118,191,61.8,0.7,1,10,10.0
Washington Wizards,13,13,16.6,92,180,51.1,51.1,16.2,92,175,52.6,0.5,0,5,0.0
Houston Rockets,11,11,17.9,92,154,59.7,60.1,16.4,91,141,64.5,1.5,1,13,7.7
Utah Jazz,11,11,16.9,70,140,50.0,50.7,16.5,68,136,50.0,0.5,2,4,50.0
Toronto Raptors,10,10,14.8,56,110,50.9,50.9,14.1,56,105,53.3,0.7,0,5,0.0
Chicago Bulls,6,6,20.5,45,97,46.4,47.4,19.0,43,90,47.8,1.5,2,7,28.6
Atlanta Hawks,6,6,18.0,50,83,60.2,60.2,17.5,50,81,61.7,0.4,0,2,0.0
Milwaukee Bucks,6,6,18.1,39,80,48.8,49.4,17.5,38,77,49.4,0.7,1,3,33.3
Oklahoma City Thunder,5,5,18.2,39,75,52.0,52.0,17.7,39,73,53.4,0.5,0,2,0.0
Memphis Grizzlies,6,6,16.4,37,72,51.4,52.8,15.2,35,67,52.2,1.1,2,5,40.0
LA Clippers,7,7,13.0,37,67,55.2,56.0,12.4,36,64,56.3,0.6,1,3,33.3
Indiana Pacers,4,4,18.9,36,61,59.0,59.8,18.0,35,58,60.3,0.9,1,3,33.3
Portland Trail Blazers,4,4,15.8,25,50,50.0,51.0,14.2,24,45,53.3,1.6,1,5,20.0
