TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,year
Cleveland Cavaliers,18,18,31.5,220,450,48.9,59.6,14.5,124,207,59.9,17.0,96,243,39.5,open,2017
Boston Celtics,18,18,28.2,161,400,40.3,48.8,13.7,93,194,47.9,14.5,68,206,33.0,open,2017
Golden State Warriors,17,17,24.3,157,343,45.8,55.5,11.2,90,159,56.6,13.0,67,184,36.4,open,2017
Washington Wizards,13,13,31.3,155,339,45.7,51.6,17.9,115,194,59.3,13.4,40,145,27.6,open,2017
San Antonio Spurs,16,16,24.6,146,325,44.9,53.4,14.0,91,185,49.2,10.6,55,140,39.3,open,2017
Houston Rockets,11,11,27.5,93,236,39.4,50.0,10.3,43,88,48.9,17.2,50,148,33.8,open,2017
Utah Jazz,11,11,23.4,83,193,43.0,50.8,11.6,53,96,55.2,11.7,30,97,30.9,open,2017
Toronto Raptors,10,10,23.7,70,176,39.8,45.7,13.8,49,103,47.6,9.8,21,73,28.8,open,2017
LA Clippers,7,7,28.2,71,146,48.6,56.8,15.1,47,78,60.3,13.2,24,68,35.3,open,2017
Memphis Grizzlies,6,6,30.0,55,132,41.7,48.5,18.0,37,79,46.8,12.0,18,53,34.0,open,2017
Atlanta Hawks,6,6,27.3,56,126,44.4,52.0,13.6,37,63,58.7,13.6,19,63,30.2,open,2017
Oklahoma City Thunder,5,5,27.2,44,112,39.3,42.9,17.0,36,70,51.4,10.2,8,42,19.0,open,2017
Chicago Bulls,6,6,22.0,45,104,43.3,49.5,11.0,32,52,61.5,11.0,13,52,25.0,open,2017
Milwaukee Bucks,6,6,23.6,44,104,42.3,47.6,15.9,33,70,47.1,7.7,11,34,32.4,open,2017
Portland Trail Blazers,4,4,30.3,32,96,33.3,40.6,14.5,18,46,39.1,15.8,14,50,28.0,open,2017
Indiana Pacers,4,4,26.6,41,86,47.7,56.4,14.9,26,48,54.2,11.8,15,38,39.5,open,2017
Golden State Warriors,17,17,36.9,297,522,56.9,61.0,29.6,254,418,60.8,7.4,43,104,41.3,tight,2017
Cleveland Cavaliers,18,18,33.1,258,472,54.7,59.5,25.4,212,362,58.6,7.7,46,110,41.8,tight,2017
San Antonio Spurs,16,16,34.5,240,456,52.6,54.6,30.6,222,405,54.8,3.9,18,51,35.3,tight,2017
Boston Celtics,18,18,28.9,219,410,53.4,55.5,24.2,202,343,58.9,4.7,17,67,25.4,tight,2017
Washington Wizards,13,13,30.5,179,330,54.2,56.1,27.9,167,302,55.3,2.6,12,28,42.9,tight,2017
Utah Jazz,11,11,35.4,145,292,49.7,50.9,31.2,138,258,53.5,4.1,7,34,20.6,tight,2017
Toronto Raptors,10,10,38.4,151,286,52.8,53.5,34.9,147,260,56.5,3.5,4,26,15.4,tight,2017
Houston Rockets,11,11,31.8,148,273,54.2,59.0,22.1,122,190,64.2,9.7,26,83,31.3,tight,2017
LA Clippers,7,7,42.6,109,220,49.5,52.0,35.8,98,185,53.0,6.8,11,35,31.4,tight,2017
