PLAYER,TEAM,GP,W,L,MIN,FGM,FGA,FG%,3PM,3PA,3P%,eFG%,PTS,PLAYER_ID,TEAM_ID
AJ Green,MIL,5,1,4,135.0,5,13,38.5,5.0,10.0,50.0,57.699999999999996,15,1631260,1610612749
Aaron Gordon,DEN,14,7,7,522.0,15,33,45.5,5.0,16.0,31.3,53.0,35,203932,1610612743
Aaron Holiday,HOU,3,3,0,27.0,2,5,40.0,1.0,2.0,50.0,50.0,5,1628988,1610612745
Aaron Nesmith,IND,21,14,7,595.0,15,36,41.699999999999996,6.0,14.0,42.9,50.0,36,1630174,1610612754
Aaron Wiggins,OKC,20,14,6,272.0,4,15,26.700000000000003,3.0,8.0,37.5,36.7,11,1630598,1610612760
Ajay Mitchell,OKC,10,7,3,71.0,2,6,33.300000000000004,1.0,2.0,50.0,41.699999999999996,5,1642349,1610612760
Al Horford,BOS,11,6,5,348.0,0,3,0.0,0.0,2.0,0.0,0.0,0,201143,1610612738
Alec Burks,MIA,1,0,1,15.0,1,1,100.0,1.0,1.0,100.0,150.0,3,202692,1610612748
Alex Caruso,OKC,21,15,6,508.0,5,12,41.699999999999996,3.0,8.0,37.5,54.2,13,1627936,1610612760
Alex Len,LAL,2,0,2,4.0,0,0,,,,,,0,203458,1610612747
Alperen Sengun,HOU,7,3,4,256.0,6,22,27.3,1.0,2.0,50.0,29.5,13,1630578,1610612745
Amen Thompson,HOU,7,3,4,231.0,6,18,33.300000000000004,1.0,3.0,33.300000000000004,36.1,13,1641708,1610612745
Andre Jackson Jr.,MIL,2,0,2,5.0,0,0,,0.0,0.0,,,0,1641748,1610612749
Andrew Nembhard,IND,21,14,7,701.0,40,87,46.0,15.0,29.0,51.7,54.6,95,1629614,1610612754
Andrew Wiggins,MIA,4,0,4,122.0,4,17,23.5,2.0,7.0,28.599999999999998,29.4,10,203952,1610612748
Anthony Black,ORL,5,1,4,89.0,2,6,33.300000000000004,0.0,3.0,0.0,33.300000000000004,4,1641710,1610612753
Anthony Edwards,MIN,15,9,6,585.0,43,133,32.300000000000004,27.0,94.0,28.7,42.5,113,1630162,1610612750
Ariel Hukporti,NYK,3,1,2,5.0,0,0,,,,,,0,1630574,1610612752
Ausar Thompson,DET,6,2,4,135.0,0,3,0.0,0.0,1.0,0.0,0.0,0,1641709,1610612765
Austin Reaves,LAL,5,1,4,196.0,8,24,33.300000000000004,5.0,18.0,27.800000000000004,43.8,21,1630559,1610612747
Bam Adebayo,MIA,4,0,4,153.0,8,23,34.8,1.0,5.0,20.0,37.0,17,1628389,1610612748
Baylor Scheierman,BOS,4,3,1,22.0,0,5,0.0,0.0,2.0,0.0,0.0,0,1631248,1610612738
Ben Sheppard,IND,19,12,7,256.0,3,6,50.0,1.0,4.0,25.0,58.3,7,1641767,1610612754
Ben Simmons,LAC,5,2,3,42.0,0,0,,,,,,0,1627732,1610612746
