,Position,Player,Team,GP,% Time,Poss,Points,PPP,FGm,FGM,FGA,FG%,aFG%,%TO,%FT,%SF,%Score,year,playtype,And One Freq%,Percentile
43153,G,James Harden,Houston Rockets,81,26.8,576,583,1.012,272.0,179,451,39.7,46.8,7.8,16.5,13.7,44.6,2015,iso,,
43154,F,LeBron James,Cleveland Cavaliers,69,25.8,458,424,0.926,216.0,144,360,40.0,45.7,8.5,14.4,12.9,43.0,2015,iso,,
43155,G,Tyreke Evans,New Orleans Pelicans,79,20.6,316,253,0.801,162.0,103,265,38.9,40.8,7.9,10.1,8.9,40.5,2015,iso,,
43156,G,Louis Williams,Toronto Raptors,80,22.7,269,260,0.967,137.0,77,214,36.0,40.9,5.9,17.1,16.0,42.8,2015,iso,,
43157,G,Russell Westbrook,Oklahoma City Thunder,68,12.6,258,222,0.86,128.0,74,202,36.6,38.1,7.0,17.1,16.7,42.2,2015,iso,,
43158,GF,Rudy Gay,Sacramento Kings,68,17.5,256,238,0.93,109.0,86,195,44.1,47.2,11.3,12.9,10.9,45.3,2015,iso,,
43159,F,Andrew  Wiggins,Minnesota Timberwolves,82,16.3,247,211,0.854,113.0,70,183,38.3,39.1,8.5,19.0,17.4,44.1,2015,iso,,
43160,C,DeMarcus Cousins,Sacramento Kings,59,15.8,246,207,0.841,110.0,82,192,42.7,42.7,10.6,14.2,11.8,42.3,2015,iso,,
43161,G,Kyrie Irving,Cleveland Cavaliers,75,15.5,243,265,1.091,106.0,92,198,46.5,52.3,6.6,14.4,13.2,49.8,2015,iso,,
43162,F,Carmelo Anthony,New York Knicks,40,24.3,241,229,0.95,113.0,85,198,42.9,45.7,6.2,13.3,10.8,46.5,2015,iso,,
43163,G,Chris Paul,Los Angeles Clippers,82,15.2,228,210,0.921,121.0,82,203,40.4,47.3,6.6,4.4,3.1,39.9,2015,iso,,
43164,G,Damian Lillard,Portland Trail Blazers,82,13.0,227,225,0.991,104.0,73,177,41.2,46.3,8.8,17.6,15.4,45.4,2015,iso,,
43165,G,DeMar DeRozan,Toronto Raptors,60,16.1,211,179,0.848,110.0,57,167,34.1,34.4,4.7,19.0,18.0,42.7,2015,iso,,
43166,GF,Giannis Antetokounmpo,Milwaukee Bucks,81,18.7,207,154,0.744,102.0,61,163,37.4,37.7,12.6,12.1,11.1,37.2,2015,iso,,
43167,G,John Wall,Washington Wizards,79,12.3,200,172,0.86,93.0,62,155,40.0,42.6,11.5,15.0,14.0,41.5,2015,iso,,
43168,G,Dwyane Wade,Miami Heat,62,13.3,194,185,0.954,90.0,67,157,42.7,44.9,6.2,17.0,15.5,46.9,2015,iso,,
43169,G,Joe Johnson,Brooklyn Nets,80,15.6,194,159,0.82,95.0,68,163,41.7,43.3,9.8,7.2,6.7,40.2,2015,iso,,
43170,G,Jamal Crawford,Los Angeles Clippers,64,18.7,193,206,1.067,93.0,63,156,40.4,43.9,1.6,20.2,17.6,49.2,2015,iso,,
43171,G,Kobe Bryant,Los Angeles Lakers,35,20.5,192,160,0.833,101.0,54,155,34.8,38.7,8.9,12.5,10.4,38.5,2015,iso,,
43172,G,Ty Lawson,Denver Nuggets,75,15.0,191,169,0.885,81.0,63,144,43.8,45.5,10.5,16.8,12.6,44.5,2015,iso,,
43173,G,Jeff Teague,Atlanta Hawks,73,15.2,188,157,0.835,88.0,56,144,38.9,39.6,11.2,13.8,11.7,42.0,2015,iso,,
43174,G,Monta Ellis,Dallas Mavericks,80,10.6,179,168,0.939,90.0,68,158,43.0,47.2,5.0,6.7,6.7,44.1,2015,iso,,
43175,FC,Anthony Davis,New Orleans Pelicans,68,11.9,177,167,0.944,83.0,66,149,44.3,44.3,6.2,13.6,13.6,46.3,2015,iso,,
43176,G,Stephen Curry,Golden State Warriors,80,10.1,173,161,0.931,86.0,57,143,39.9,46.5,9.8,10.4,8.7,40.5,2015,iso,,
43177,G,Eric Bledsoe,Phoenix Suns,81,11.4,171,143,0.836,84.0,47,131,35.9,39.7,12.3,14.6,12.9,38.6,2015,iso,,
43178,GF,Gordon Hayward,Utah Jazz,76,11.2,167,159,0.952,65.0,50,115,43.5,44.8,10.8,21.6,17.4,49.1,2015,iso,,
43179,G,Michael CarterWilliams,Philadelphia 76ers,41,18.2,157,120,0.764,69.0,43,112,38.4,39.7,14.6,17.2,13.4,40.1,2015,iso,,
43180,CF,Chris Bosh,Miami Heat,44,16.6,156,153,0.981,69.0,56,125,44.8,44.8,4.5,16.7,14.7,50.0,2015,iso,,
43181,G,Dion Waiters,Oklahoma City Thunder,47,20.4,146,108,0.74,75.0,45,120,37.5,38.3,8.2,11.0,8.9,37.0,2015,iso,,
43182,G,Kyle Lowry,Toronto Raptors,70,10.2,138,122,0.884,66.0,49,115,42.6,43.9,7.2,13.0,11.6,43.5,2015,iso,,
43183,F,Wilson Chandler,Denver Nuggets,78,12.1,138,91,0.659,81.0,38,119,31.9,33.2,8.0,6.5,6.5,32.6,2015,iso,,
43184,F,Paul Millsap,Atlanta Hawks,73,10.8,135,121,0.896,52.0,43,95,45.3,45.8,14.1,19.3,17.0,45.9,2015,iso,,
43185,F,Zach Randolph,Memphis Grizzlies,71,10.7,131,97,0.74,73.0,38,111,34.2,34.2,4.6,12.2,11.5,38.2,2015,iso,,
43186,G,Brandon Knight,Milwaukee Bucks,52,13.1,130,114,0.877,62.0,37,99,37.4,43.4,13.1,13.1,8.5,39.2,2015,iso,,
43187,G,Klay Thompson,Golden State Warriors,77,8.3,130,128,0.985,54.0,47,101,46.5,49.0,11.5,13.1,13.1,46.9,2015,iso,,
43188,G,Derrick Rose,Chicago Bulls,52,11.7,126,132,1.048,51.0,53,104,51.0,53.8,10.3,11.9,10.3,49.2,2015,iso,,
43189,F,Danilo Gallinari,Denver Nuggets,59,17.4,123,119,0.967,52.0,36,88,40.9,44.9,9.8,19.5,16.3,48.0,2015,iso,,
43190,F,Markieff Morris,Phoenix Suns,82,8.9,122,111,0.91,61.0,50,111,45.0,45.5,3.3,5.7,5.7,45.9,2015,iso,,
43191,G,Kevin Martin,Minnesota Timberwolves,39,15.3,120,119,0.992,54.0,36,90,40.0,44.4,8.3,20.0,20.0,46.7,2015,iso,,
43192,G,Aaron Brooks,Chicago Bulls,82,11.4,119,81,0.681,72.0,28,100,28.0,32.0,6.7,9.2,8.4,31.9,2015,iso,,
43193,G,Kemba Walker,Charlotte Hornets,62,9.9,119,100,0.84,66.0,32,98,32.7,37.8,5.0,14.3,10.1,37.8,2015,iso,,
43194,G,Deron Williams,Brooklyn Nets,68,11.5,118,84,0.712,66.0,29,95,30.5,31.1,7.6,12.7,11.9,36.4,2015,iso,,
43195,G,Zach LaVine,Minnesota Timberwolves,77,12.6,118,73,0.619,69.0,28,97,28.9,29.9,10.2,7.6,7.6,30.5,2015,iso,,
43196,CF,LaMarcus Aldridge,Portland Trail Blazers,71,6.9,117,101,0.863,61.0,40,101,39.6,40.6,5.1,10.3,10.3,42.7,2015,iso,,
43197,F,James Johnson,Toronto Raptors,70,22.3,116,114,0.983,43.0,46,89,51.7,52.8,12.1,16.4,16.4,48.3,2015,iso,,
43198,G,Jeremy Lin,Los Angeles Lakers,74,12.1,115,85,0.739,53.0,28,81,34.6,37.0,14.8,14.8,12.2,37.4,2015,iso,,
43199,F,Marcus Morris,Phoenix Suns,81,13.0,115,105,0.913,58.0,47,105,44.8,46.7,5.2,5.2,3.5,44.3,2015,iso,,
43200,G,Jerryd Bayless,Milwaukee Bucks,77,15.9,112,94,0.839,52.0,39,91,42.9,42.9,12.5,8.0,8.0,41.1,2015,iso,,
43201,GF,Jimmy Butler,Chicago Bulls,65,9.1,111,90,0.811,56.0,27,83,32.5,34.9,9.9,18.0,17.1,38.7,2015,iso,,
43202,G,Isaiah  Thomas,Phoenix Suns,46,15.8,110,99,0.9,49.0,32,81,39.5,43.8,11.8,14.5,10.9,42.7,2015,iso,,
43203,G,Victor Oladipo,Orlando Magic,72,7.6,110,101,0.918,51.0,43,94,45.7,48.9,10.0,7.3,6.4,42.7,2015,iso,,
43204,F,Thaddeus Young,Minnesota Timberwolves,48,13.8,107,83,0.776,55.0,35,90,38.9,39.4,7.5,8.4,7.5,40.2,2015,iso,,
43205,G,Jarrett Jack,Brooklyn Nets,80,9.6,106,115,1.085,37.0,43,80,53.8,54.4,10.4,15.1,10.4,54.7,2015,iso,,
43206,GF,Nick Young,Los Angeles Lakers,43,18.6,106,98,0.925,61.0,32,93,34.4,40.9,4.7,11.3,10.4,37.7,2015,iso,,
43207,F,Tobias Harris,Orlando Magic,68,9.0,105,70,0.667,65.0,27,92,29.3,29.9,4.8,8.6,8.6,33.3,2015,iso,,
43208,G,Dennis Schroder,Atlanta Hawks,77,11.3,101,77,0.762,50.0,31,81,38.3,38.9,10.9,8.9,6.9,39.6,2015,iso,,
43209,FG,Evan Turner,Boston Celtics,82,10.0,101,89,0.881,50.0,40,90,44.4,45.0,5.9,6.9,6.9,44.6,2015,iso,,
43210,G,Jordan  Clarkson,Los Angeles Lakers,59,13.2,101,80,0.792,52.0,30,82,36.6,39.0,10.9,10.9,7.9,37.6,2015,iso,,
43211,F,Blake Griffin,Los Angeles Clippers,67,6.7,99,99,1.0,43.0,43,86,50.0,51.2,5.1,9.1,8.1,50.5,2015,iso,,
43212,C,Jordan Hill,Los Angeles Lakers,70,10.3,99,72,0.727,57.0,32,89,36.0,36.0,6.1,6.1,6.1,36.4,2015,iso,,
43213,G,Lance Stephenson,Charlotte Hornets,61,13.8,99,72,0.727,52.0,31,83,37.3,38.6,10.1,10.1,9.1,36.4,2015,iso,,
43214,G,Gerald Henderson,Charlotte Hornets,80,9.3,98,82,0.837,48.0,31,79,39.2,39.9,8.2,12.2,11.2,42.9,2015,iso,,
43215,C,Marc Gasol,Memphis Grizzlies,81,6.8,98,96,0.98,44.0,36,80,45.0,45.0,6.1,15.3,13.3,49.0,2015,iso,,
43216,G,Reggie Jackson,Oklahoma City Thunder,50,13.7,98,99,1.01,47.0,40,87,46.0,48.9,3.1,10.2,10.2,46.9,2015,iso,,
43217,G,Elfrid Payton,Orlando Magic,82,9.7,97,75,0.773,46.0,30,76,39.5,39.5,10.3,14.4,11.3,41.2,2015,iso,,
43218,FG,Kawhi Leonard,San Antonio Spurs,64,9.3,96,89,0.927,43.0,32,75,42.7,44.7,10.4,13.5,10.4,44.8,2015,iso,,
43219,G,Rodney  Stuckey,Indiana Pacers,71,9.7,93,72,0.774,54.0,27,81,33.3,36.4,5.4,8.6,7.5,36.6,2015,iso,,
43220,F,Ryan Anderson,New Orleans Pelicans,61,10.9,93,73,0.785,53.0,26,79,32.9,36.1,5.4,10.8,10.8,37.6,2015,iso,,
43221,F,Brandon Bass,Boston Celtics,82,10.5,90,85,0.944,43.0,37,80,46.3,46.3,4.4,7.8,6.7,46.7,2015,iso,,
43222,FC,Pau Gasol,Chicago Bulls,78,6.1,90,61,0.678,44.0,16,60,26.7,26.7,13.3,21.1,17.8,36.7,2015,iso,,
43223,GF,Gerald Green,Phoenix Suns,74,9.5,88,86,0.977,40.0,33,73,45.2,52.1,11.4,9.1,8.0,43.2,2015,iso,,
43224,F,Kevin Durant,Oklahoma City Thunder,27,14.4,88,110,1.25,28.0,36,64,56.3,64.1,13.6,19.3,14.8,54.5,2015,iso,,
43225,GF,Arron Afflalo,Denver Nuggets,53,10.9,87,76,0.874,40.0,33,73,45.2,45.9,10.3,5.7,5.7,43.7,2015,iso,,
43226,G,Darren Collison,Sacramento Kings,45,11.5,85,74,0.871,43.0,26,69,37.7,41.3,5.9,12.9,9.4,42.4,2015,iso,,
43227,C,Nerlens Noel,Philadelphia 76ers,75,8.7,78,47,0.603,38.0,18,56,32.1,32.1,17.9,12.8,10.3,30.8,2015,iso,,
43228,G,Eric Gordon,New Orleans Pelicans,61,8.8,77,58,0.753,37.0,22,59,37.3,39.0,15.6,10.4,9.1,36.4,2015,iso,,
43229,F,Dirk Nowitzki,Dallas Mavericks,77,6.0,76,85,1.118,31.0,33,64,51.6,51.6,3.9,15.8,14.5,55.3,2015,iso,,
43230,G,Tony Parker,San Antonio Spurs,68,7.3,76,70,0.921,31.0,24,55,43.6,45.5,15.8,17.1,15.8,43.4,2015,iso,,
43231,G,Jrue Holiday,New Orleans Pelicans,40,11.4,75,68,0.907,36.0,30,66,45.5,48.5,8.0,4.0,5.3,42.7,2015,iso,,
