PLAYER,TEAM,GP,W,L,MIN,PassesMade,PassesReceived,AST,SecondaryAST,PotentialAST,AST PTSCreated,ASTAdj,AST ToPass%,AST ToPass% Adj,PLAYER_ID,TEAM_ID,FT_AST
Eric Mika,SAC,1,0,1,19.0,18,10,0,0,0,0,0,0.0,0.0,1628450,1610612758,0
Eric Paschall,GSW,60,14,46,1654.0,1983,2034,127,16,255,332,154,0.064,0.078,1629672,1610612744,11
Ersan Ilyasova,MIL,62,47,15,971.0,1152,798,49,8,96,132,63,0.043,0.055,101141,1610612749,7
Evan Fournier,ORL,66,28,38,2076.0,1659,2341,209,44,432,516,278,0.126,0.168,203095,1610612753,25
Evan Turner,MIN,19,3,16,251.0,394,392,38,3,83,105,49,0.096,0.124,202323,1610612750,8
Frank Jackson,NOP,58,26,32,776.0,831,963,60,9,116,158,75,0.072,0.09,1628402,1610612740,6
Frank Kaminsky,PHX,38,19,19,745.0,1149,956,71,7,133,187,84,0.062,0.073,1626163,1610612756,6
Frank Mason III,MIL,9,6,3,118.0,200,234,29,1,55,75,32,0.145,0.16,1628412,1610612749,2
Frank Ntilikina,NYK,57,19,38,1187.0,2290,2397,172,28,343,439,219,0.075,0.096,1628373,1610612752,20
Fred VanVleet,TOR,54,40,14,1928.0,3023,3535,357,46,663,926,435,0.118,0.144,1627832,1610612761,33
Furkan Korkmaz,PHI,72,42,30,1559.0,1078,1379,79,20,154,206,108,0.073,0.1,1627788,1610612755,10
Gabe Vincent,MIA,9,5,4,83.0,65,78,6,0,8,14,6,0.092,0.092,1629216,1610612748,1
Garrett Temple,BKN,62,30,32,1730.0,1694,1728,156,21,286,391,188,0.092,0.111,202066,1610612751,13
Garrison Mathews,WAS,18,8,10,227.0,98,145,10,3,10,25,14,0.102,0.143,1629726,1610612764,2
Gary Clark,ORL,42,23,19,566.0,624,333,17,4,54,46,22,0.027,0.035,1629109,1610612753,1
Gary Harris,DEN,56,37,19,1780.0,1114,1432,118,18,207,309,145,0.106,0.13,203914,1610612743,9
Gary Payton II,WAS,29,13,16,432.0,443,343,48,0,68,121,50,0.108,0.113,1627780,1610612764,2
Gary Trent Jr.,POR,60,28,32,1299.0,656,835,61,3,99,156,66,0.093,0.101,1629018,1610612757,3
George Hill,MIL,58,46,12,1247.0,2030,2089,178,23,316,456,214,0.088,0.105,201588,1610612749,16
Georges Niang,UTA,66,41,25,923.0,1068,817,44,2,82,118,52,0.041,0.049,1627777,1610612762,7
Giannis Antetokounmpo,MIL,62,50,12,1885.0,3153,3156,348,44,714,929,410,0.11,0.13,203507,1610612749,20
Glenn Robinson III,PHI,62,17,45,1786.0,1703,1627,96,20,179,250,123,0.056,0.072,203922,1610612755,7
Goga Bitadze,IND,54,32,22,471.0,647,458,23,2,34,56,25,0.036,0.039,1629048,1610612754,1
Goran Dragic,MIA,58,37,21,1632.0,2662,3262,294,54,583,779,391,0.11,0.147,201609,1610612748,47
Gordon Hayward,BOS,52,34,18,1740.0,2063,2050,212,21,406,550,257,0.103,0.125,202330,1610612738,24
Gorgui Dieng,MEM,63,20,43,1097.0,1713,1362,73,4,162,201,90,0.043,0.053,203476,1610612763,12
Grant Williams,BOS,69,47,22,1043.0,1010,817,68,5,110,175,79,0.067,0.078,1629684,1610612738,6
Grayson Allen,MEM,38,16,22,718.0,618,682,52,11,95,130,66,0.084,0.107,1628960,1610612763,3
Hamidou Diallo,OKC,46,25,21,896.0,665,636,36,7,58,91,43,0.054,0.065,1628977,1610612760,1
Harrison Barnes,SAC,71,31,40,2448.0,2175,1900,156,9,306,419,173,0.072,0.08,203084,1610612758,7
Harry Giles III,SAC,45,22,23,653.0,697,606,58,6,94,136,66,0.083,0.095,1628385,1610612758,2
Hassan Whiteside,POR,66,33,33,1973.0,2143,1397,78,10,145,207,95,0.036,0.044,202355,1610612757,7
Henry Ellenson,BKN,5,2,3,15.0,22,15,1,0,2,3,1,0.045,0.045,1627740,1610612751,0
Ian Mahinmi,WAS,38,15,23,808.0,1227,830,49,4,88,116,55,0.04,0.045,101133,1610612764,2
Ignas Brazdeikis,NYK,9,1,8,53.0,21,35,4,0,4,9,4,0.19,0.19,1629649,1610612752,0
Iman Shumpert,BKN,13,9,4,241.0,201,166,12,1,25,37,16,0.06,0.08,202697,1610612751,3
Isaac Bonga,WAS,66,22,44,1250.0,1120,1010,76,15,193,214,103,0.068,0.092,1629067,1610612764,12
Isaiah Hartenstein,HOU,23,16,7,266.0,351,231,18,1,29,43,19,0.051,0.054,1628392,1610612745,0
Isaiah Roby,OKC,3,2,1,11.0,3,2,0,0,1,0,0,0.0,0.0,1629676,1610612760,0
Isaiah Thomas,WAS,40,14,26,925.0,1542,1989,146,19,268,368,180,0.095,0.117,202738,1610612764,21
Ish Smith,WAS,68,23,45,1787.0,3206,3551,334,35,674,891,401,0.104,0.125,202397,1610612764,36
Ivica Zubac,LAC,72,49,23,1326.0,2019,1285,82,11,125,205,98,0.041,0.049,1627826,1610612746,4
J.J. Barea,DAL,29,15,14,450.0,837,943,112,9,203,286,130,0.134,0.155,200826,1610612742,9
J.P. Macura,CLE,1,1,0,1.0,1,1,0,0,0,0,0,0.0,0.0,1629122,1610612739,0
JJ Redick,NOP,60,26,34,1581.0,1248,1763,119,15,229,320,154,0.095,0.123,200755,1610612740,23
JR Smith,LAL,6,2,4,79.0,50,58,3,0,7,9,4,0.06,0.08,2747,1610612747,1
Ja Morant,MEM,67,33,34,2074.0,3567,4471,488,53,888,1244,585,0.137,0.164,1629630,1610612763,46
JaKarr Sampson,IND,34,21,13,471.0,383,301,21,1,27,47,21,0.055,0.055,203960,1610612754,0
JaMychal Green,LAC,63,43,20,1307.0,1466,909,49,12,95,134,65,0.033,0.044,203210,1610612746,4
JaVale McGee,LAL,68,51,17,1130.0,1113,713,37,8,85,89,49,0.033,0.044,201580,1610612747,4
Jabari Parker,SAC,38,9,29,918.0,1287,911,68,10,107,168,84,0.053,0.065,203953,1610612758,6
Jacob Evans,MIN,29,8,21,418.0,656,660,31,3,65,82,39,0.047,0.059,1628980,1610612750,6
Jae Crowder,MIA,64,29,35,1840.0,2319,1917,158,16,260,398,191,0.068,0.082,203109,1610612748,17
Jahlil Okafor,NOP,30,9,21,467.0,699,566,37,4,77,95,43,0.053,0.062,1626143,1610612740,2
Jake Layman,MIN,23,11,12,505.0,328,387,15,4,36,38,20,0.046,0.061,1627774,1610612750,1
Jakob Pöltl,SAS,65,29,36,1155.0,1845,1076,114,4,190,287,127,0.062,0.069,1627751,1610612759,10
Jalen Brunson,DAL,56,33,23,1007.0,1537,1722,184,24,345,502,222,0.12,0.144,1628973,1610612742,14
Jalen Lecque,PHX,5,2,3,32.0,15,24,2,1,1,4,3,0.133,0.2,1629665,1610612756,0
Jalen McDaniels,CHA,16,7,9,293.0,305,191,13,2,25,38,18,0.043,0.059,1629667,1610612766,3
Jamal Crawford,BKN,1,1,0,6.0,9,13,3,0,5,7,3,0.333,0.333,2037,1610612751,0
Jamal Murray,DEN,59,38,21,1904.0,3231,3859,284,63,522,702,367,0.088,0.114,1627750,1610612743,22
James Ennis III,ORL,69,42,27,1266.0,847,798,63,9,104,159,77,0.074,0.091,203516,1610612753,6
James Harden,HOU,68,43,25,2483.0,3364,4936,512,81,998,1299,638,0.152,0.19,201935,1610612745,47
James Johnson,MIN,32,14,18,620.0,768,755,74,10,153,202,92,0.096,0.12,201949,1610612750,10
Jared Dudley,LAL,45,30,15,364.0,488,311,28,3,47,70,34,0.057,0.07,201162,1610612747,3
Jared Harper,NYK,3,1,2,8.0,5,8,0,0,1,0,0,0.0,0.0,1629607,1610612752,0
Jaren Jackson Jr.,MEM,57,28,29,1622.0,1547,1727,78,15,143,195,97,0.05,0.063,1628991,1610612763,4
Jarred Vanderbilt,MIN,11,6,5,47.0,40,26,2,0,2,3,1,0.05,0.025,1629020,1610612750,0
Jarrell Brantley,UTA,9,3,6,96.0,116,115,11,1,16,28,12,0.095,0.103,1629714,1610612762,0
Jarrett Allen,BKN,70,33,37,1852.0,2096,1537,110,18,175,287,136,0.052,0.065,1628386,1610612751,7
Jarrett Culver,MIN,63,19,44,1506.0,1690,1816,110,20,246,301,153,0.065,0.091,1629633,1610612750,24
Jarrod Uthoff,WAS,7,4,3,53.0,58,54,0,0,4,1,1,0.0,0.017,1627784,1610612764,1
Javonte Green,BOS,48,33,15,468.0,411,341,26,2,45,65,31,0.063,0.075,1629750,1610612738,3
Jaxson Hayes,NOP,63,28,35,1076.0,1178,921,56,9,100,158,72,0.048,0.061,1629637,1610612740,7
Jaylen Brown,BOS,57,38,19,1934.0,1589,1898,118,16,232,299,146,0.074,0.092,1627759,1610612738,12
Jaylen Hoard,POR,13,7,6,103.0,90,59,4,1,8,12,8,0.044,0.089,1629658,1610612757,3
Jaylen Nowell,MIN,15,2,13,151.0,148,163,19,0,22,44,19,0.128,0.128,1629669,1610612750,0
Jayson Tatum,BOS,66,46,20,2265.0,2843,2725,200,24,363,521,241,0.07,0.085,1628369,1610612738,16
Jeff Green,HOU,48,28,20,960.0,806,840,50,5,83,138,60,0.062,0.074,201145,1610612745,5
Jeff Teague,ATL,59,22,37,1464.0,2419,2842,308,27,603,825,369,0.127,0.153,201952,1610612737,37
Jerami Grant,DEN,71,45,26,1892.0,1762,1650,88,10,147,227,101,0.05,0.057,203924,1610612743,5
Jeremiah Martin,BKN,9,6,3,99.0,137,182,18,5,28,50,24,0.131,0.175,1629725,1610612751,1
Jeremy Lamb,IND,46,27,19,1291.0,1388,1399,96,11,167,243,117,0.069,0.084,203087,1610612754,9
Jeremy Pargo,GSW,3,0,3,44.0,67,87,8,0,14,22,9,0.119,0.134,202951,1610612744,1
