PLAYER,TEAM,GP,W,L,MIN,FGM,FGA,FG%,3PM,3PA,3P%,eFG%,PTS,PLAYER_ID,TEAM_ID
Aaron Gordon,ORL,62,30,32,2017.0,61,217,28.1,20.0,68.0,29.4,32.7,142,203932,1610612753
Aaron Holiday,IND,66,42,24,1617.0,75,209,35.9,29.0,85.0,34.1,42.8,179,1628988,1610612754
Abdel Nader,OKC,55,37,18,867.0,13,32,40.6,2.0,7.0,28.599999999999998,43.8,28,1627846,1610612760
Adam Mokoka,CHI,11,3,8,112.0,0,0,,0.0,0.0,,,0,1629690,1610612741
Admiral Schofield,WAS,33,9,24,368.0,3,8,37.5,0.0,4.0,0.0,37.5,6,1629678,1610612764
Al Horford,PHI,67,39,28,2026.0,29,61,47.5,4.0,12.0,33.300000000000004,50.8,62,201143,1610612755
Al-Farouq Aminu,ORL,18,7,11,380.0,0,3,0.0,0.0,1.0,0.0,0.0,0,202329,1610612753
Alec Burks,PHI,66,21,45,1754.0,140,338,41.4,65.0,165.0,39.4,51.0,345,202692,1610612755
Alen Smailagic,GSW,14,1,13,139.0,1,2,50.0,0.0,0.0,,50.0,2,1629346,1610612744
Alex Caruso,LAL,64,48,16,1175.0,16,64,25.0,9.0,29.0,31.0,32.0,41,1627936,1610612747
Alex Len,SAC,55,18,37,971.0,1,4,25.0,0.0,2.0,0.0,25.0,2,203458,1610612758
Alfonzo McKinnie,CLE,40,11,29,593.0,6,22,27.3,1.0,7.0,14.299999999999999,29.5,13,1628035,1610612739
Alize Johnson,IND,17,10,7,118.0,0,3,0.0,0.0,0.0,,0.0,0,1628993,1610612754
Allen Crabbe,MIN,37,5,32,653.0,9,38,23.7,0.0,13.0,0.0,23.7,18,203459,1610612750
Allonzo Trier,NYK,24,2,22,291.0,25,52,48.1,8.0,26.0,30.8,55.800000000000004,58,1629019,1610612752
Amile Jefferson,ORL,18,5,13,74.0,1,2,50.0,,,,50.0,2,1628518,1610612753
Amir Coffey,LAC,18,11,7,159.0,5,14,35.699999999999996,1.0,5.0,20.0,39.300000000000004,11,1629599,1610612746
Andre Drummond,CLE,57,21,36,1878.0,4,22,18.2,1.0,4.0,25.0,20.5,9,203083,1610612739
Andre Iguodala,MIA,21,10,11,418.0,5,17,29.4,1.0,5.0,20.0,32.4,11,2738,1610612748
Andre Roberson,OKC,7,3,4,87.0,0,2,0.0,0.0,2.0,0.0,0.0,0,203460,1610612760
Andrew Wiggins,GSW,54,15,39,1859.0,104,323,32.2,41.0,128.0,32.0,38.5,249,203952,1610612744
Anfernee Simons,POR,70,32,38,1449.0,76,221,34.4,26.0,82.0,31.7,40.300000000000004,178,1629014,1610612757
Ante Zizic,CLE,22,4,18,221.0,0,0,,,,,,0,1627790,1610612739
Anthony Davis,LAL,62,46,16,2131.0,81,225,36.0,3.0,19.0,15.8,36.7,165,203076,1610612747
Anthony Tolliver,MEM,55,24,31,872.0,7,12,58.3,4.0,7.0,57.099999999999994,75.0,18,201229,1610612763
Antonius Cleveland,DAL,11,6,5,46.0,1,3,33.300000000000004,0.0,0.0,,33.300000000000004,2,1628499,1610612742
Anžejs Pasečņiks,WAS,27,9,18,437.0,1,1,100.0,0.0,0.0,,100.0,2,1628394,1610612764
Aron Baynes,PHX,42,19,23,934.0,4,10,40.0,1.0,1.0,100.0,45.0,9,203382,1610612756
Austin Rivers,HOU,68,43,25,1594.0,39,107,36.4,33.0,92.0,35.9,51.9,111,203085,1610612745
Avery Bradley,LAL,49,36,13,1186.0,47,106,44.3,8.0,22.0,36.4,48.1,102,202340,1610612747
BJ Johnson,ORL,10,5,5,83.0,3,14,21.4,1.0,1.0,100.0,25.0,7,1629168,1610612753
Bam Adebayo,MIA,72,44,28,2417.0,23,79,29.099999999999998,1.0,5.0,20.0,29.7,47,1628389,1610612748
Ben McLemore,HOU,71,44,27,1619.0,25,64,39.1,24.0,63.0,38.1,57.8,74,203463,1610612745
Ben Simmons,PHI,57,35,22,2017.0,9,40,22.5,0.0,3.0,0.0,22.5,18,1627732,1610612755
Bismack Biyombo,CHA,53,18,35,1029.0,1,4,25.0,,,,25.0,2,202687,1610612766
Blake Griffin,DET,18,8,10,512.0,18,74,24.3,17.0,58.0,29.299999999999997,35.8,53,201933,1610612765
Boban Marjanović,DAL,44,21,23,422.0,8,20,40.0,0.0,2.0,0.0,40.0,16,1626246,1610612742
Bobby Portis,NYK,66,21,45,1394.0,41,94,43.6,2.0,5.0,40.0,44.7,84,1626171,1610612752
Bogdan Bogdanović,SAC,61,29,32,1766.0,99,251,39.4,34.0,118.0,28.799999999999997,46.2,232,203992,1610612758
Bojan Bogdanović,UTA,63,41,22,2083.0,94,258,36.4,56.0,142.0,39.4,47.3,244,202711,1610612762
Bol Bol,DEN,7,2,5,87.0,1,4,25.0,0.0,1.0,0.0,25.0,2,1629626,1610612743
Brad Wanamaker,BOS,71,48,23,1369.0,38,116,32.800000000000004,9.0,44.0,20.5,36.6,85,202954,1610612738
Bradley Beal,WAS,57,20,37,2053.0,204,531,38.4,74.0,225.0,32.9,45.4,482,203078,1610612764
Brandon Clarke,MEM,58,29,29,1300.0,29,55,52.7,0.0,1.0,0.0,52.7,58,1629634,1610612763
Brandon Goodwin,ATL,34,13,21,430.0,23,57,40.400000000000006,14.0,29.0,48.3,52.6,60,1629164,1610612737
Brandon Ingram,NOP,62,25,37,2103.0,140,360,38.9,19.0,68.0,27.900000000000002,41.5,299,1627742,1610612740
Brandon Knight,DET,25,4,21,462.0,30,82,36.6,25.0,67.0,37.3,51.800000000000004,85,202688,1610612765
Brian Bowen II,IND,6,5,1,31.0,0,1,0.0,0.0,0.0,,0.0,0,1628968,1610612754
Brook Lopez,MIL,68,53,15,1817.0,31,68,45.6,4.0,10.0,40.0,48.5,66,201572,1610612749
Bruce Brown,DET,58,18,40,1634.0,5,29,17.2,1.0,6.0,16.7,19.0,11,1628971,1610612765
Bruno Caboclo,HOU,30,11,19,244.0,3,8,37.5,1.0,4.0,25.0,43.8,7,203998,1610612745
Bruno Fernando,ATL,56,18,38,713.0,5,14,35.699999999999996,0.0,6.0,0.0,35.699999999999996,10,1628981,1610612737
Bryn Forbes,SAS,63,27,36,1579.0,78,188,41.5,36.0,91.0,39.6,51.1,192,1627854,1610612759
Buddy Hield,SAC,72,31,41,2216.0,216,547,39.5,117.0,313.0,37.4,50.2,549,1627741,1610612758
CJ McCollum,POR,70,34,36,2557.0,293,686,42.699999999999996,81.0,263.0,30.8,48.6,667,203468,1610612757
CJ Miles,WAS,10,4,6,161.0,3,12,25.0,2.0,6.0,33.300000000000004,33.300000000000004,8,101139,1610612764
Caleb Martin,CHA,18,6,12,317.0,2,13,15.4,1.0,7.0,14.299999999999999,19.2,5,1628997,1610612766
Caleb Swanigan,POR,27,12,15,288.0,0,3,0.0,0.0,0.0,,0.0,0,1628403,1610612757
Cam Reddish,ATL,58,17,41,1551.0,48,142,33.800000000000004,13.0,49.0,26.5,38.4,109,1629629,1610612737
Cameron Johnson,PHX,57,28,29,1255.0,12,37,32.4,3.0,9.0,33.300000000000004,36.5,27,1629661,1610612756
Cameron Payne,PHX,8,8,0,183.0,10,22,45.5,4.0,5.0,80.0,54.50000000000001,24,1626166,1610612756
Caris LeVert,BKN,45,21,24,1330.0,121,303,39.900000000000006,55.0,142.0,38.7,49.0,297,1627747,1610612751
Carmelo Anthony,POR,58,28,30,1902.0,128,317,40.400000000000006,8.0,26.0,30.8,41.6,264,2546,1610612757
Carsen Edwards,BOS,37,25,12,351.0,21,56,37.5,11.0,34.0,32.4,47.3,53,1629035,1610612738
Cedi Osman,CLE,65,19,46,1910.0,45,125,36.0,25.0,68.0,36.8,46.0,115,1626224,1610612739
Chandler Hutchison,CHI,28,8,20,527.0,3,9,33.300000000000004,0.0,1.0,0.0,33.300000000000004,6,1628990,1610612741
Chandler Parsons,ATL,5,0,5,54.0,0,1,0.0,0.0,1.0,0.0,0.0,0,202718,1610612737
Charlie Brown Jr.,ATL,10,1,9,40.0,0,2,0.0,0.0,1.0,0.0,0.0,0,1629718,1610612737
Chasson Randle,GSW,3,2,1,40.0,0,1,0.0,0.0,0.0,,0.0,0,1626184,1610612744
Cheick Diallo,PHX,47,20,27,479.0,2,7,28.599999999999998,0.0,0.0,,28.599999999999998,4,1627767,1610612756
Chimezie Metu,SAS,18,8,10,105.0,2,7,28.599999999999998,0.0,0.0,,28.599999999999998,4,1629002,1610612759
Chris Boucher,TOR,62,45,17,819.0,1,8,12.5,0.0,4.0,0.0,12.5,2,1628449,1610612761
Chris Chiozza,BKN,28,14,14,401.0,10,47,21.3,5.0,30.0,16.7,26.6,25,1629185,1610612751
Chris Clemons,HOU,33,19,14,291.0,26,65,40.0,22.0,59.0,37.3,56.89999999999999,74,1629598,1610612745
Chris Paul,OKC,70,44,26,2208.0,315,658,47.9,86.0,240.0,35.8,54.400000000000006,716,101108,1610612760
Chris Silva,MIA,44,27,17,346.0,2,2,100.0,0.0,0.0,,100.0,4,1629735,1610612748
Christian Wood,DET,62,20,42,1325.0,13,39,33.300000000000004,6.0,20.0,30.0,41.0,32,1626174,1610612765
Clint Capela,ATL,39,22,17,1279.0,0,2,0.0,,,,0.0,0,203991,1610612737
Coby White,CHI,65,22,43,1674.0,83,258,32.2,43.0,131.0,32.800000000000004,40.5,209,1629632,1610612741
Cody Martin,CHA,48,16,32,903.0,8,23,34.8,4.0,10.0,40.0,43.5,20,1628998,1610612766
Cody Zeller,CHA,58,18,40,1341.0,8,16,50.0,2.0,4.0,50.0,56.3,18,203469,1610612766
Collin Sexton,CLE,65,19,46,2143.0,143,359,39.800000000000004,36.0,103.0,35.0,44.800000000000004,322,1629012,1610612739
Corey Brewer,SAC,5,2,3,33.0,1,1,100.0,0.0,0.0,,100.0,2,201147,1610612758
Cory Joseph,SAC,72,31,41,1759.0,48,148,32.4,8.0,33.0,24.2,35.099999999999994,104,202709,1610612758
Courtney Lee,DAL,24,15,9,345.0,14,24,58.3,8.0,11.0,72.7,75.0,36,201584,1610612742
Cristiano Felicio,CHI,22,6,16,386.0,0,1,0.0,0.0,0.0,,0.0,0,1626245,1610612741
D'Angelo Russell,MIN,45,11,34,1452.0,189,484,39.0,86.0,249.0,34.5,47.9,464,1626156,1610612750
D.J. Augustin,ORL,57,28,29,1420.0,79,208,38.0,33.0,112.0,29.5,45.9,191,201571,1610612753
D.J. Wilson,MIL,37,29,8,363.0,8,23,34.8,2.0,12.0,16.7,39.1,18,1628391,1610612749
DaQuan Jeffries,SAC,13,4,9,141.0,1,2,50.0,0.0,0.0,,50.0,2,1629610,1610612758
Damian Jones,ATL,55,15,40,887.0,0,1,0.0,0.0,0.0,,0.0,0,1627745,1610612737
Damian Lillard,POR,66,33,33,2474.0,267,664,40.2,199.0,493.0,40.400000000000006,55.2,733,203081,1610612757
Damion Lee,GSW,49,12,37,1423.0,56,135,41.5,8.0,34.0,23.5,44.4,120,1627814,1610612744
Damyean Dotson,NYK,48,14,34,836.0,43,118,36.4,16.0,53.0,30.2,43.2,102,1628422,1610612752
Daniel Gafford,CHI,43,15,28,609.0,0,0,,,,,,0,1629655,1610612741
Daniel Theis,BOS,65,42,23,1566.0,2,8,25.0,1.0,5.0,20.0,31.3,5,1628464,1610612738
