PLAYER,TEAM,GP,W,L,MIN,OREB,ContestedOREB,ContestedOREB%,OREBChances,OREBChance%,DeferredOREB Chances,AdjustedOREB Chance%,AVG OREBDistance
Aaron Gordon,ORL,61,30,31,1988,107,72,67.3,199,53.8,2,54.3,6.1
Aaron Holiday,IND,57,39,18,1472,22,7,31.8,61,36.1,0,36.1,15.7
Abdel Nader,OKC,43,26,17,741,14,5,35.7,25,56.0,3,63.6,16.1
Adam Mokoka,CHI,6,2,4,79,7,5,71.4,11,63.6,0,63.6,4.0
Admiral Schofield,WAS,20,5,15,291,7,3,42.9,27,25.9,1,26.9,10.2
Al Horford,PHI,67,39,28,2026,103,62,60.2,236,43.6,10,45.6,7.9
Al-Farouq Aminu,ORL,17,6,11,379,24,16,66.7,55,43.6,4,47.1,4.8
Alec Burks,PHI,64,20,44,1714,48,15,31.3,125,38.4,9,41.4,11.4
Alen Smailagic,GSW,11,1,10,116,10,6,60.0,24,41.7,1,43.5,6.8
Alex Caruso,LAL,47,36,11,909,17,7,41.2,51,33.3,4,36.2,10.4
Alex Len,SAC,53,18,35,952,97,74,76.3,234,41.5,9,43.1,4.5
Alfonzo McKinnie,CLE,35,8,27,567,37,20,54.1,62,59.7,1,60.7,7.9
Alize Johnson,IND,13,7,6,110,16,10,62.5,33,48.5,0,48.5,5.7
Allen Crabbe,MIN,35,4,31,625,11,2,18.2,24,45.8,1,47.8,12.8
Allonzo Trier,NYK,20,2,18,250,6,3,50.0,18,33.3,2,37.5,12.7
Amile Jefferson,ORL,11,4,7,59,10,9,90.0,13,76.9,0,76.9,3.1
Amir Coffey,LAC,8,5,3,131,4,3,75.0,9,44.4,0,44.4,3.9
Andre Drummond,CLE,56,21,35,1844,248,184,74.2,489,50.7,7,51.5,4.5
Andre Iguodala,MIA,19,9,10,381,14,5,35.7,31,45.2,2,48.3,11.5
Andre Roberson,OKC,7,3,4,87,7,5,71.4,13,53.8,1,58.3,7.9
Andrew Wiggins,GSW,53,15,38,1828,66,45,68.2,169,39.1,1,39.3,7.5
Anfernee Simons,POR,57,23,34,1256,25,7,28.0,73,34.2,2,35.2,14.9
Ante Zizic,CLE,18,3,15,203,18,13,72.2,44,40.9,0,40.9,5.2
Anthony Davis,LAL,62,46,16,2131,142,100,70.4,302,47.0,10,48.6,5.5
Anthony Tolliver,MEM,49,21,28,831,34,19,55.9,89,38.2,3,39.5,6.6
Antonius Cleveland,DAL,5,3,2,30,2,1,50.0,6,33.3,0,33.3,10.8
Anzejs Pasecniks,WAS,21,7,14,413,42,27,64.3,104,40.4,1,40.8,5.0
Aron Baynes,PHX,40,18,22,901,68,41,60.3,162,42.0,5,43.3,6.0
Austin Rivers,HOU,62,37,25,1511,27,9,33.3,72,37.5,3,39.1,14.1
Avery Bradley,LAL,43,30,13,1065,18,10,55.6,48,37.5,2,39.1,10.4
BJ Johnson,ORL,5,2,3,68,3,2,66.7,4,75.0,0,75.0,5.6
Bam Adebayo,MIA,71,44,27,2382,171,96,56.1,401,42.6,9,43.6,7.4
Ben McLemore,HOU,58,37,21,1399,21,5,23.8,75,28.0,5,30.0,15.5
Ben Simmons,PHI,57,35,22,2017,113,59,52.2,264,42.8,3,43.3,8.5
Bismack Biyombo,CHA,50,17,33,1004,118,89,75.4,268,44.0,3,44.5,5.1
Blake Griffin,DET,17,8,9,483,17,10,58.8,42,40.5,2,42.5,6.4
Boban Marjanovic,DAL,37,18,19,407,66,58,87.9,124,53.2,4,55.0,3.6
Bobby Portis,NYK,66,21,45,1393,80,47,58.8,228,35.1,11,36.9,6.6
Bogdan Bogdanovic,SAC,58,28,30,1678,26,17,65.4,75,34.7,1,35.1,10.4
Bojan Bogdanovic,UTA,62,40,22,2050,39,22,56.4,129,30.2,0,30.2,11.1
Bol Bol,DEN,5,0,5,83,5,5,100.0,8,62.5,0,62.5,3.8
Brad Wanamaker,BOS,61,43,18,1247,22,7,31.8,65,33.8,5,36.7,13.8
Bradley Beal,WAS,56,20,36,2025,52,21,40.4,128,40.6,2,41.3,11.3
Brandon Clarke,MEM,58,29,29,1300,92,61,66.3,201,45.8,4,46.7,5.5
Brandon Goodwin,ATL,25,9,16,364,11,8,72.7,39,28.2,0,28.2,9.6
Brandon Ingram,NOP,61,25,36,2062,50,29,58.0,151,33.1,7,34.7,8.6
Brandon Knight,DET,19,3,16,417,4,0,0.0,13,30.8,1,33.3,14.9
Brian Bowen II,IND,3,2,1,24,1,0,0.0,2,50.0,0,50.0,0.6
Brook Lopez,MIL,64,50,14,1711,58,30,51.7,124,46.8,4,48.3,8.9
Bruce Brown,DET,56,18,38,1598,59,29,49.2,156,37.8,8,39.9,6.7
Bruno Caboclo,HOU,21,8,13,208,23,16,69.6,47,48.9,1,50.0,5.9
Bruno Fernando,ATL,52,17,35,696,67,48,71.6,179,37.4,8,39.2,4.2
Bryn Forbes,SAS,54,24,30,1382,11,1,9.1,32,34.4,0,34.4,19.7
Buddy Hield,SAC,71,31,40,2192,56,22,39.3,158,35.4,7,37.1,11.2
CJ McCollum,POR,69,33,36,2518,46,22,47.8,135,34.1,2,34.6,10.2
CJ Miles,WAS,6,1,5,98,4,3,75.0,8,50.0,0,50.0,8.5
Caleb Martin,CHA,13,5,8,234,10,9,90.0,17,58.8,0,58.8,8.9
Caleb Swanigan,POR,23,10,13,270,27,20,74.1,71,38.0,2,39.1,4.4
Cam Reddish,ATL,55,16,39,1491,35,12,34.3,93,37.6,2,38.5,13.6
Cameron Johnson,PHX,51,26,25,1130,49,23,46.9,89,55.1,3,57.0,9.8
Cameron Payne,PHX,8,8,0,183,4,3,75.0,9,44.4,1,50.0,12.2
Caris LeVert,BKN,42,19,23,1271,49,24,49.0,131,37.4,10,40.5,8.3
Carmelo Anthony,POR,57,27,30,1869,71,49,69.0,162,43.8,2,44.4,7.2
Carsen Edwards,BOS,25,16,9,278,6,2,33.3,16,37.5,1,40.0,10.6
Cedi Osman,CLE,61,19,42,1811,39,19,48.7,101,38.6,3,39.8,11.0
Chandler Hutchison,CHI,25,7,18,507,18,9,50.0,57,31.6,3,33.3,9.7
Chandler Parsons,ATL,4,0,4,52,1,1,100.0,4,25.0,0,25.0,4.6
Charlie Brown Jr.,ATL,4,0,4,26,2,0,0.0,3,66.7,1,100.0,1.3
Chasson Randle,GSW,2,2,0,26,0,0,0.0,0,0.0,0,0.0,0.0
Cheick Diallo,PHX,37,17,20,456,30,20,66.7,90,33.3,2,34.1,5.9
Chimezie Metu,SAS,13,5,8,92,12,8,66.7,23,52.2,2,57.1,5.6
Chris Boucher,TOR,55,40,15,787,107,77,72.0,223,48.0,10,50.2,4.9
Chris Chiozza,BKN,24,13,11,387,9,2,22.2,23,39.1,2,42.9,14.4
Chris Clemons,HOU,16,6,10,201,4,1,25.0,7,57.1,0,57.1,16.0
Chris Paul,OKC,70,44,26,2208,26,7,26.9,71,36.6,2,37.7,11.7
Chris Silva,MIA,31,19,12,317,58,40,69.0,130,44.6,4,46.0,4.8
Christian Wood,DET,58,18,40,1296,103,71,68.9,217,47.5,9,49.5,5.2
Clint Capela,ATL,39,22,17,1279,168,128,76.2,346,48.6,8,49.7,5.7
Coby White,CHI,63,22,41,1623,28,9,32.1,95,29.5,4,30.8,15.3
Cody Martin,CHA,38,12,26,854,38,14,36.8,80,47.5,3,49.4,10.0
Cody Zeller,CHA,57,18,39,1320,160,119,74.4,386,41.5,11,42.7,4.8
Collin Sexton,CLE,64,19,45,2118,61,25,41.0,191,31.9,13,34.3,10.7
Corey Brewer,SAC,3,0,3,30,2,0,0.0,4,50.0,0,50.0,12.8
Cory Joseph,SAC,62,24,38,1569,44,16,36.4,99,44.4,4,46.3,12.6
Courtney Lee,DAL,14,8,6,228,6,1,16.7,12,50.0,0,50.0,17.8
Cristiano Felicio,CHI,19,5,14,367,55,37,67.3,100,55.0,5,57.9,5.6
D'Angelo Russell,MIN,42,11,31,1360,17,7,41.2,54,31.5,6,35.4,10.9
D.J. Augustin,ORL,49,27,22,1235,22,8,36.4,66,33.3,2,34.4,14.7
D.J. Wilson,MIL,27,22,5,337,12,6,50.0,32,37.5,1,38.7,8.3
DaQuan Jeffries,SAC,8,3,5,131,3,1,33.3,3,100.0,0,100.0,10.7
Damian Jones,ATL,51,13,38,865,74,54,73.0,202,36.6,2,37.0,5.2
Damian Lillard,POR,64,32,32,2400,32,13,40.6,131,24.4,7,25.8,9.5
Damion Lee,GSW,48,12,36,1401,32,9,28.1,79,40.5,3,42.1,11.5
Damyean Dotson,NYK,36,14,22,684,10,0,0.0,17,58.8,1,62.5,17.3
Daniel Gafford,CHI,34,11,23,550,52,37,71.2,138,37.7,4,38.8,3.9
