PLAYER,TEAM,GP,W,L,MIN,DREB,ContestedDREB,ContestedDREB%,DREBChances,DREBChance%,DeferredDREB Chances,AdjustedDREB Chance%,AVG DREBDistance
Aaron Gordon,ORL,61,30,31,1988,368,83,22.6,526,70.0,40,75.7,5.9
Aaron Holiday,IND,57,39,18,1472,134,13,9.7,237,56.5,19,61.5,9.8
Abdel Nader,OKC,43,26,17,741,86,14,16.3,142,60.6,11,65.6,6.5
Adam Mokoka,CHI,6,2,4,79,3,2,66.7,7,42.9,2,60.0,3.3
Admiral Schofield,WAS,20,5,15,291,40,11,27.5,64,62.5,6,69.0,5.0
Al Horford,PHI,67,39,28,2026,353,86,24.4,532,66.4,39,71.6,6.2
Al-Farouq Aminu,ORL,17,6,11,379,63,12,19.0,103,61.2,5,64.3,6.4
Alec Burks,PHI,64,20,44,1714,234,46,19.7,369,63.4,39,70.9,6.6
Alen Smailagic,GSW,11,1,10,116,17,5,29.4,29,58.6,2,63.0,3.2
Alex Caruso,LAL,47,36,11,909,106,22,20.8,173,61.3,16,67.5,9.4
Alex Len,SAC,53,18,35,952,217,64,29.5,372,58.3,44,66.2,4.2
Alfonzo McKinnie,CLE,35,8,27,567,76,16,21.1,129,58.9,9,63.3,5.1
Alize Johnson,IND,13,7,6,110,32,9,28.1,52,61.5,4,66.7,4.1
Allen Crabbe,MIN,35,4,31,625,66,2,3.0,116,56.9,8,61.1,7.6
Allonzo Trier,NYK,20,2,18,250,23,2,8.7,43,53.5,2,56.1,7.7
Amile Jefferson,ORL,11,4,7,59,13,6,46.2,21,61.9,2,68.4,4.1
Amir Coffey,LAC,8,5,3,131,12,1,8.3,14,85.7,0,85.7,9.3
Andre Drummond,CLE,56,21,35,1844,601,187,31.1,841,71.5,58,76.8,3.9
Andre Iguodala,MIA,19,9,10,381,58,13,22.4,87,66.7,6,71.6,7.4
Andre Roberson,OKC,7,3,4,87,20,7,35.0,28,71.4,2,76.9,5.4
Andrew Wiggins,GSW,53,15,38,1828,208,42,20.2,355,58.6,32,64.4,6.6
Anfernee Simons,POR,57,23,34,1256,127,21,16.5,204,62.3,16,67.6,7.9
Ante Zizic,CLE,18,3,15,203,48,18,37.5,79,60.8,6,65.8,4.4
Anthony Davis,LAL,62,46,16,2131,435,135,31.0,663,65.6,43,70.2,5.4
Anthony Tolliver,MEM,49,21,28,831,120,27,22.5,217,55.3,22,61.5,5.9
Antonius Cleveland,DAL,5,3,2,30,5,0,0.0,9,55.6,3,83.3,5.0
Anzejs Pasecniks,WAS,21,7,14,413,65,23,35.4,108,60.2,5,63.1,4.7
Aron Baynes,PHX,40,18,22,901,161,47,29.2,303,53.1,35,60.1,5.1
Austin Rivers,HOU,62,37,25,1511,148,30,20.3,272,54.4,30,61.2,8.2
