Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CTTouches,Time OfPoss,Avg Sec PerTouch,Avg Drib PerTouch,PTS PerTouch,ElbowTouches,PostUps,PaintTouches,PTS PerElbow Touch,PTS PerPost Touch,PTS PerPaint Touch,PLAYER_ID,TEAM_ID
Aaron Gordon,ORL,62,30,32,2017.0,894,3286,1824,158.0,2.88,1.91,0.272,110,198,267,0.391,0.551,0.981,203932,1610612753
Aaron Holiday,IND,66,42,24,1617.0,627,2732,1190,198.2,4.35,4.17,0.23,6,0,22,1.0,0.0,0.591,1628988,1610612754
Abdel Nader,OKC,55,37,18,867.0,345,859,610,29.3,2.05,1.41,0.402,13,2,20,0.769,0.0,0.9,1627846,1610612760
Adam Mokoka,CHI,11,3,8,112.0,32,112,78,2.7,1.47,0.83,0.286,2,0,9,0.0,0.0,0.222,1629690,1610612741
Admiral Schofield,WAS,33,9,24,368.0,99,517,273,12.1,1.4,0.51,0.191,5,6,19,0.8,1.333,0.632,1629678,1610612764
Al Horford,PHI,67,39,28,2026.0,798,3695,2408,111.4,1.81,0.63,0.216,348,288,249,0.167,0.563,0.715,201143,1610612755
Al-Farouq Aminu,ORL,18,7,11,380.0,78,653,294,20.7,1.91,0.88,0.119,12,18,34,0.833,0.111,0.559,202329,1610612753
Alec Burks,PHI,66,21,45,1754.0,993,3420,1874,202.5,3.55,2.92,0.29,45,27,66,0.778,1.0,1.091,202692,1610612755
Alen Smailagic,GSW,14,1,13,139.0,59,193,121,7.3,2.27,1.02,0.306,5,18,19,0.4,0.611,0.947,1629346,1610612744
Alex Caruso,LAL,64,48,16,1175.0,349,1994,865,114.8,3.45,2.85,0.175,26,1,51,0.769,0.0,0.51,1627936,1610612747
Alex Len,SAC,54,18,36,956.0,423,1686,918,42.7,1.52,0.52,0.251,125,41,291,0.536,0.585,0.955,203458,1610612758
Alfonzo McKinnie,CLE,40,11,29,593.0,182,686,373,20.3,1.77,0.91,0.265,10,2,58,0.9,0.0,0.897,1628035,1610612739
Alize Johnson,IND,17,10,7,118.0,34,162,78,5.0,1.84,0.71,0.21,5,1,21,0.4,0.0,0.619,1628993,1610612754
Allen Crabbe,MIN,37,5,32,653.0,172,706,501,16.8,1.43,0.57,0.244,8,0,13,0.875,0.0,0.846,203459,1610612750
Allonzo Trier,NYK,24,2,22,291.0,155,462,272,30.7,3.98,3.3,0.335,5,0,4,0.0,0.0,1.0,1629019,1610612752
Amile Jefferson,ORL,18,5,13,74.0,15,112,48,3.5,1.89,0.62,0.134,4,3,14,0.75,0.0,0.214,1628518,1610612753
Amir Coffey,LAC,18,11,7,159.0,58,200,116,12.0,3.6,2.88,0.29,1,0,5,2.0,0.0,0.4,1629599,1610612746
Andre Drummond,CLE,56,21,35,1844.0,987,3579,2043,139.2,2.33,1.32,0.276,306,261,657,0.484,0.69,0.919,203083,1610612739
Andre Iguodala,MIA,20,10,10,395.0,94,615,319,28.3,2.76,1.71,0.153,18,14,34,0.444,0.0,0.676,2738,1610612748
Andre Roberson,OKC,7,3,4,87.0,20,111,69,3.3,1.76,0.87,0.18,1,1,10,2.0,0.0,0.6,203460,1610612760
Andrew Wiggins,GSW,54,15,39,1859.0,1175,3546,2215,218.7,3.7,2.94,0.331,44,56,124,0.705,0.607,0.903,203952,1610612744
Anfernee Simons,POR,70,32,38,1449.0,579,2137,939,138.2,3.88,3.36,0.271,12,0,32,0.417,0.0,0.813,1629014,1610612757
Ante Zizic,CLE,22,4,18,221.0,96,303,169,8.2,1.63,0.48,0.317,38,26,82,0.579,0.769,0.976,1627790,1610612739
Anthony Davis,LAL,62,46,16,2131.0,1618,3976,2602,155.1,2.34,1.11,0.407,203,547,461,0.645,0.506,1.1,203076,1610612747
Anthony Tolliver,MEM,55,24,31,872.0,200,1043,580,24.2,1.39,0.31,0.192,30,5,50,0.133,0.0,0.52,201229,1610612763
Antonius Cleveland,DAL,11,6,5,46.0,11,47,26,1.9,2.4,1.74,0.234,1,0,4,0.0,0.0,0.0,1628499,1610612742
Anžejs Pasečņiks,WAS,27,9,18,437.0,156,767,437,18.5,1.45,0.4,0.203,47,11,107,0.66,0.818,0.935,1628394,1610612764
Aron Baynes,PHX,41,19,22,914.0,468,1473,960,35.5,1.44,0.33,0.318,111,48,213,0.505,0.813,0.948,203382,1610612756
Austin Rivers,HOU,68,43,25,1594.0,596,2159,1162,119.7,3.33,2.74,0.276,13,0,29,0.462,0.0,0.517,203085,1610612745
Avery Bradley,LAL,49,36,13,1186.0,423,1397,936,49.6,2.13,1.62,0.303,20,0,59,0.4,0.0,0.814,202340,1610612747
BJ Johnson,ORL,10,5,5,83.0,30,84,55,4.4,3.12,2.13,0.357,2,0,5,0.0,0.0,0.8,1629168,1610612753
Bam Adebayo,MIA,71,44,27,2382.0,1133,4655,2820,211.4,2.73,1.46,0.243,553,230,558,0.485,0.33,0.839,1628389,1610612748
Ben McLemore,HOU,71,44,27,1619.0,715,1864,1121,42.5,1.37,0.55,0.384,33,1,50,0.939,0.0,1.08,203463,1610612745
Ben Simmons,PHI,57,35,22,2017.0,937,5158,1709,400.6,4.66,3.75,0.182,167,206,325,0.449,0.374,0.855,1627732,1610612755
Bismack Biyombo,CHA,52,18,34,1021.0,393,1731,972,41.6,1.44,0.31,0.227,136,32,367,0.485,0.625,0.747,202687,1610612766
Blake Griffin,DET,17,8,9,483.0,269,1059,694,48.4,2.74,1.93,0.254,16,70,39,0.5,0.486,0.59,201933,1610612765
Boban Marjanović,DAL,44,21,23,422.0,289,760,466,20.2,1.6,0.45,0.38,58,97,189,0.517,0.608,1.132,1626246,1610612742
Bobby Portis,NYK,66,21,45,1393.0,668,2682,1549,77.7,1.74,0.73,0.249,85,199,173,0.6,0.568,0.746,1626171,1610612752
Bogdan Bogdanović,SAC,60,29,31,1736.0,915,2906,1847,158.4,3.27,2.37,0.315,18,20,45,0.778,0.5,1.0,203992,1610612758
Bojan Bogdanović,UTA,63,41,22,2083.0,1275,2797,2255,118.4,2.54,1.89,0.456,26,64,55,1.038,0.828,1.2,202711,1610612762
Bol Bol,DEN,7,2,5,87.0,40,99,63,3.2,1.93,1.03,0.404,1,3,14,0.0,1.333,0.857,1629626,1610612743
Brad Wanamaker,BOS,71,48,23,1369.0,487,2747,994,192.6,4.21,3.93,0.177,18,0,33,0.333,0.0,0.909,202954,1610612738
Bradley Beal,WAS,57,20,37,2053.0,1741,4504,3100,257.3,3.43,2.91,0.387,53,27,78,0.887,0.519,0.808,203078,1610612764
Brandon Clarke,MEM,58,29,29,1300.0,700,2266,1319,54.0,1.43,0.62,0.309,177,31,322,0.695,0.452,1.087,1629634,1610612763
Brandon Goodwin,ATL,34,13,21,430.0,206,958,359,76.1,4.77,4.36,0.215,8,0,15,0.5,0.0,0.667,1629164,1610612737
Brandon Ingram,NOP,61,25,36,2062.0,1450,3984,2273,228.5,3.44,2.52,0.364,45,71,103,0.689,0.437,0.748,1627742,1610612740
