TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,round,year
Houston Rockets,6,6,24.2,71,120,59.2,60.0,23.2,69,115,60.0,1.0,2,5,40.0,very_tight,1,2014
Memphis Grizzlies,7,7,20.6,58,116,50.0,50.0,20.4,58,115,50.4,0.2,0,1,0.0,very_tight,1,2014
Golden State Warriors,7,7,20.0,60,109,55.0,56.4,18.7,57,102,55.9,1.3,3,7,42.9,very_tight,1,2014
Dallas Mavericks,7,7,18.6,55,108,50.9,50.9,17.7,55,103,53.4,0.9,0,5,0.0,very_tight,1,2014
Toronto Raptors,7,7,21.7,55,107,51.4,51.9,20.6,54,102,52.9,1.0,1,5,20.0,very_tight,1,2014
Oklahoma City Thunder,7,7,17.5,50,99,50.5,52.0,16.1,47,91,51.6,1.4,3,8,37.5,very_tight,1,2014
Indiana Pacers,7,7,19.0,53,96,55.2,55.7,18.5,52,93,55.9,0.6,1,3,33.3,very_tight,1,2014
Los Angeles Clippers,7,7,16.9,55,92,59.8,59.8,16.2,55,88,62.5,0.7,0,4,0.0,very_tight,1,2014
Brooklyn Nets,7,7,18.3,50,92,54.3,54.9,17.9,49,90,54.4,0.4,1,2,50.0,very_tight,1,2014
San Antonio Spurs,7,7,17.7,59,91,64.8,64.8,17.3,59,89,66.3,0.4,0,2,0.0,very_tight,1,2014
Atlanta Hawks,7,7,15.0,40,76,52.6,53.3,14.8,39,75,52.0,0.2,1,1,100,very_tight,1,2014
Chicago Bulls,5,5,19.4,31,70,44.3,44.3,19.2,31,69,44.9,0.3,0,1,0.0,very_tight,1,2014
Portland Trail Blazers,6,6,13.9,40,69,58.0,60.1,12.9,37,64,57.8,1.0,3,5,60.0,very_tight,1,2014
Washington Wizards,5,5,15.1,34,57,59.6,59.6,15.1,34,57,59.6,0.0,0,0,-,very_tight,1,2014
Miami Heat,4,4,17.1,32,49,65.3,65.3,16.8,32,48,66.7,0.3,0,1,0.0,very_tight,1,2014
Charlotte Bobcats,4,4,16.6,24,47,51.1,51.1,15.5,24,44,54.5,1.1,0,3,0.0,very_tight,1,2014
Oklahoma City Thunder,7,7,42.5,108,240,45.0,47.9,32.4,94,183,51.4,10.1,14,57,24.6,tight,1,2014
Dallas Mavericks,7,7,40.9,116,238,48.7,51.3,35.6,104,207,50.2,5.3,12,31,38.7,tight,1,2014
Toronto Raptors,7,7,39.7,102,196,52.0,54.3,34.2,93,169,55.0,5.5,9,27,33.3,tight,1,2014
Brooklyn Nets,7,7,36.1,99,182,54.4,56.3,31.5,92,159,57.9,4.6,7,23,30.4,tight,1,2014
Houston Rockets,6,6,36.4,88,180,48.9,51.4,30.7,79,152,52.0,5.7,9,28,32.1,tight,1,2014
Los Angeles Clippers,7,7,33.1,86,180,47.8,51.7,26.3,72,143,50.3,6.8,14,37,37.8,tight,1,2014
Portland Trail Blazers,6,6,36.0,89,179,49.7,52.5,30.2,79,150,52.7,5.8,10,29,34.5,tight,1,2014
Golden State Warriors,7,7,32.8,89,179,49.7,51.7,26.7,82,146,56.2,6.0,7,33,21.2,tight,1,2014
Memphis Grizzlies,7,7,31.2,85,176,48.3,48.6,30.5,84,172,48.8,0.7,1,4,25.0,tight,1,2014
San Antonio Spurs,7,7,31.7,94,163,57.7,60.1,28.8,86,148,58.1,2.9,8,15,53.3,tight,1,2014
Atlanta Hawks,7,7,28.0,60,142,42.3,46.1,21.1,49,107,45.8,6.9,11,35,31.4,tight,1,2014
