TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FT FREQ%,TOV FREQ%,SF FREQ%,AND ONE FREQ%,SCORE FREQ%,PERCENTILE
Orlando Magic,76,525,6.2,0.61,318,63,147,42.9,46.6,23.0,50.5,4.0,1.5,32.0,89.7
Sacramento Kings,75,464,5.5,0.68,313,63,125,50.4,53.6,24.1,50.2,5.0,1.3,36.0,100.0
Washington Wizards,76,488,5.9,0.6,292,54,121,44.6,49.2,24.0,52.3,3.0,1.0,33.0,82.8
Utah Jazz,75,551,6.4,0.52,287,54,142,38.0,41.9,21.2,53.2,3.0,0.4,29.0,24.1
Los Angeles Lakers,75,474,5.6,0.6,286,54,129,41.9,45.3,24.3,49.4,4.0,0.8,33.0,86.2
Detroit Pistons,75,520,6.1,0.55,284,51,134,38.1,42.2,21.5,53.7,4.0,1.0,29.0,41.4
Indiana Pacers,76,494,5.7,0.57,282,54,141,38.3,44.3,21.3,51.2,3.0,1.0,30.0,75.9
Brooklyn Nets,75,476,5.9,0.59,280,49,114,43.0,46.5,23.9,52.5,2.0,0.4,32.0,79.3
LA Clippers,76,486,5.8,0.57,276,60,136,44.1,50.7,18.9,54.1,2.0,1.0,28.0,69.0
Milwaukee Bucks,75,497,5.8,0.55,275,51,133,38.3,44.4,21.5,53.1,4.0,1.4,29.0,48.3
Miami Heat,76,481,5.9,0.57,273,42,110,38.2,42.3,23.7,53.6,2.0,0.2,31.0,65.5
Dallas Mavericks,76,495,6.1,0.55,273,40,114,35.1,40.4,25.7,51.7,2.0,0.4,31.0,44.8
Portland Trail Blazers,75,514,6.3,0.53,272,43,105,41.0,46.7,22.4,57.8,3.0,0.6,29.0,34.5
Houston Rockets,76,522,6.0,0.52,269,65,158,41.1,44.3,16.9,53.4,3.0,0.6,28.0,20.7
New York Knicks,76,435,5.1,0.62,268,48,127,37.8,41.7,24.4,47.4,4.0,0.9,33.0,96.6
Golden State Warriors,77,580,6.6,0.45,263,52,136,38.2,43.0,18.3,59.3,3.0,1.0,25.0,13.8
Memphis Grizzlies,75,466,5.4,0.56,261,46,110,41.8,47.7,25.8,50.9,2.0,0.4,32.0,51.7
Phoenix Suns,75,500,5.9,0.52,261,42,119,35.3,37.8,22.2,54.8,3.0,0.8,28.0,27.6
Minnesota Timberwolves,76,494,5.8,0.52,258,57,128,44.5,53.9,17.8,57.1,5.0,0.8,27.0,31.0
Atlanta Hawks,76,421,4.8,0.61,256,54,110,49.1,54.1,20.0,54.9,5.0,1.0,32.0,93.1
Philadelphia 76ers,75,445,5.5,0.53,236,43,102,42.2,47.5,19.8,57.5,3.0,0.2,28.0,37.9
Charlotte Hornets,77,461,5.2,0.51,235,43,106,40.6,43.9,20.6,56.6,3.0,0.2,28.0,17.2
Cleveland Cavaliers,77,413,5.0,0.57,234,40,104,38.5,42.8,22.3,52.8,3.0,0.2,31.0,62.1
Boston Celtics,76,412,4.9,0.56,231,38,92,41.3,48.4,21.8,56.3,3.0,0.5,29.0,55.2
Oklahoma City Thunder,76,400,4.6,0.57,228,50,147,34.0,36.7,18.8,45.3,4.0,1.0,30.0,72.4
Toronto Raptors,76,404,4.7,0.56,228,33,113,29.2,32.3,26.7,46.0,4.0,1.0,32.0,58.6
Denver Nuggets,75,507,6.2,0.44,221,42,115,36.5,42.2,18.3,59.0,2.0,0.0,24.0,3.4
New Orleans Pelicans,76,470,5.5,0.45,210,39,112,34.8,37.9,17.9,58.9,3.0,0.6,24.0,10.3
San Antonio Spurs,75,500,5.8,0.4,201,49,115,42.6,45.7,14.4,63.4,2.0,0.8,22.0,0.0
Chicago Bulls,75,391,4.8,0.44,172,36,86,41.9,43.0,17.4,61.1,5.0,0.5,25.0,6.9
