TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FT FREQ%,TOV FREQ%,SF FREQ%,AND ONE FREQ%,SCORE FREQ%,PERCENTILE
Golden State Warriors,68,796,10.2,1.31,1041,439,650,67.5,67.5,15.8,6.2,15.7,3.8,66.6,48.3
Cleveland Cavaliers,70,682,9.1,1.39,951,413,573,72.1,72.1,15.2,5.1,15.0,4.8,69.8,100.0
Denver Nuggets,68,689,9.2,1.38,951,411,580,70.9,70.9,15.4,4.9,14.7,4.5,69.7,96.6
Sacramento Kings,66,644,8.7,1.37,883,353,501,70.5,70.5,18.8,7.3,18.0,3.9,69.4,93.1
San Antonio Spurs,67,610,7.9,1.24,755,324,503,64.4,64.4,13.9,7.4,13.9,4.1,62.3,3.4
Miami Heat,69,592,7.9,1.27,752,312,485,64.3,64.3,15.5,6.4,15.2,3.9,63.5,31.0
New Orleans Pelicans,68,568,7.4,1.3,740,312,461,67.7,67.7,15.8,7.4,15.3,4.4,65.5,44.8
Oklahoma City Thunder,68,576,7.3,1.28,737,326,490,66.5,66.5,12.0,6.1,12.0,3.1,64.9,37.9
Washington Wizards,68,535,7.2,1.36,728,300,445,67.4,67.4,19.1,4.3,18.9,6.7,67.9,89.7
Los Angeles Lakers,68,540,7.0,1.34,726,308,454,67.8,67.8,15.2,5.4,15.2,4.8,66.9,75.9
Toronto Raptors,68,575,7.5,1.25,718,307,481,63.8,63.8,15.3,6.3,15.5,5.4,62.4,10.3
Memphis Grizzlies,66,542,7.1,1.32,717,315,466,67.6,67.6,14.6,3.5,13.7,4.1,66.1,58.6
Portland Trail Blazers,68,543,7.3,1.27,688,299,462,64.7,64.7,12.9,5.5,12.9,3.7,63.4,27.6
Charlotte Hornets,70,532,6.6,1.28,679,273,417,65.5,65.5,20.9,5.8,20.5,5.1,65.4,34.5
Utah Jazz,68,537,6.9,1.25,671,291,447,65.1,65.1,12.8,6.7,11.9,2.8,63.1,13.8
Brooklyn Nets,68,535,7.4,1.25,669,305,459,66.4,66.4,11.0,6.5,11.0,3.4,63.0,17.2
Atlanta Hawks,68,492,6.4,1.35,663,289,410,70.5,70.5,12.4,6.7,12.2,2.4,68.3,82.8
Minnesota Timberwolves,68,487,6.4,1.34,655,282,402,70.1,70.1,16.2,6.4,16.0,5.3,68.2,79.3
Orlando Magic,68,478,6.3,1.34,642,259,375,69.1,69.1,17.8,7.1,16.7,3.3,68.2,72.4
Indiana Pacers,68,464,6.0,1.31,608,250,377,66.3,66.3,18.3,5.6,18.3,5.4,66.2,51.7
New York Knicks,70,455,5.8,1.33,605,262,385,68.1,68.1,15.4,5.5,14.7,5.5,66.6,62.1
Phoenix Suns,67,485,6.5,1.24,603,265,414,64.0,64.0,11.3,6.2,11.1,2.9,62.5,6.9
Houston Rockets,67,509,6.6,1.17,593,246,409,60.1,60.1,15.9,6.9,15.5,3.1,60.1,0.0
Detroit Pistons,68,443,5.8,1.26,559,237,368,64.4,64.4,14.0,5.6,14.0,2.7,64.1,24.1
Boston Celtics,68,414,5.5,1.32,547,239,354,67.5,67.5,11.4,6.5,10.9,3.4,65.5,55.2
LA Clippers,69,395,5.2,1.33,526,222,318,69.8,69.8,16.2,7.6,15.9,4.3,66.6,69.0
Milwaukee Bucks,67,416,5.4,1.25,522,229,348,65.8,65.8,13.0,7.2,12.3,3.8,63.5,20.7
Chicago Bulls,67,383,5.2,1.33,510,225,326,69.0,69.0,12.8,6.5,13.1,4.7,66.3,65.5
Philadelphia 76ers,67,369,5.1,1.28,473,198,296,66.9,66.9,16.0,7.9,15.2,4.1,64.8,41.4
Dallas Mavericks,68,319,4.4,1.35,430,180,259,69.5,69.5,19.1,4.7,18.5,5.0,69.0,86.2
