TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FT FREQ%,TOV FREQ%,SF FREQ%,AND ONE FREQ%,SCORE FREQ%,PERCENTILE
Los Angeles Lakers,63,512,7.1,1.27,650,265,436,60.8,63.9,13.3,4.5,12.9,2.9,61.1,93.1
Philadelphia 76ers,62,548,8.2,1.16,637,234,428,54.7,59.1,16.1,9.3,15.9,3.5,54.9,55.2
Chicago Bulls,63,508,7.4,1.13,573,241,439,54.9,58.2,9.4,7.5,9.3,3.3,53.0,37.9
Dallas Mavericks,64,435,6.4,1.31,572,218,372,58.6,67.7,12.6,5.7,12.2,3.9,58.2,96.6
Cleveland Cavaliers,65,530,7.6,1.08,571,231,433,53.3,56.7,11.5,10.0,10.6,3.2,51.3,20.7
Phoenix Suns,63,481,6.8,1.17,564,241,419,57.5,60.4,10.8,6.0,11.0,4.2,56.1,65.5
Indiana Pacers,64,492,6.8,1.07,525,189,397,47.6,53.0,15.7,7.1,15.0,3.7,50.0,13.8
Milwaukee Bucks,62,454,6.4,1.15,523,203,402,50.5,59.6,8.4,4.8,8.4,2.4,49.6,44.8
Atlanta Hawks,62,414,5.9,1.23,507,216,362,59.7,62.4,11.1,5.1,10.9,3.6,59.7,82.8
Denver Nuggets,63,360,5.2,1.34,483,194,302,64.2,69.5,13.3,5.6,12.8,2.8,63.3,100.0
Charlotte Hornets,64,412,5.6,1.17,482,187,335,55.8,58.4,18.9,5.3,18.2,5.6,57.3,62.1
Houston Rockets,62,439,6.2,1.09,479,188,358,52.5,55.9,14.8,8.0,13.9,4.3,52.2,24.1
Washington Wizards,62,402,5.9,1.18,474,173,319,54.2,60.0,16.7,7.2,16.2,3.2,54.7,72.4
Miami Heat,63,450,6.6,1.04,470,185,379,48.8,51.2,12.2,5.8,12.2,2.4,50.4,0.0
Orlando Magic,63,390,5.6,1.12,436,160,319,50.2,56.4,13.6,8.2,13.3,3.8,50.5,34.5
Minnesota Timberwolves,64,365,5.1,1.17,427,165,294,56.1,61.2,15.1,8.2,14.2,3.8,55.6,58.6
Utah Jazz,63,339,4.7,1.19,404,158,292,54.1,59.2,11.8,4.7,10.9,2.7,54.6,75.9
Detroit Pistons,63,340,4.8,1.18,400,153,281,54.4,60.7,13.8,6.5,12.6,3.2,54.7,69.0
New Orleans Pelicans,63,353,5.0,1.13,400,154,293,52.6,56.1,14.2,4.2,13.9,1.4,55.8,41.4
Oklahoma City Thunder,62,364,5.1,1.07,391,151,323,46.7,56.2,6.3,6.0,6.3,1.1,46.2,17.2
Toronto Raptors,64,350,4.8,1.1,386,157,303,51.8,55.9,12.0,6.0,11.4,4.6,51.7,27.6
Memphis Grizzlies,61,293,4.1,1.24,364,148,243,60.9,64.4,16.0,6.1,15.4,5.5,60.1,89.7
Boston Celtics,63,313,4.5,1.1,346,132,270,48.9,58.1,7.7,7.7,7.7,1.6,47.9,31.0
San Antonio Spurs,63,322,4.4,1.06,342,145,275,52.7,56.7,9.6,7.8,9.6,2.8,50.6,6.9
LA Clippers,65,284,4.0,1.16,330,128,219,58.4,63.2,14.8,10.6,14.1,2.5,56.0,51.7
Sacramento Kings,61,273,4.0,1.16,316,131,229,57.2,60.7,12.5,7.0,12.1,3.3,55.7,48.3
Golden State Warriors,63,254,3.5,1.22,309,122,209,58.4,64.1,12.6,7.1,12.2,2.0,57.5,79.3
Brooklyn Nets,62,290,4.4,1.06,307,128,239,53.6,56.5,12.4,9.0,12.1,4.1,51.7,3.4
Portland Trail Blazers,62,279,4.1,1.06,297,117,217,53.9,57.1,15.4,11.8,15.1,5.4,51.6,10.3
New York Knicks,64,228,3.2,1.24,282,116,200,58.0,63.5,10.5,3.9,9.2,2.2,57.9,86.2
