TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FT FREQ%,TOV FREQ%,SF FREQ%,AND ONE FREQ%,SCORE FREQ%,PERCENTILE
Atlanta Hawks,75,1843,21.5,0.93,1712,650,1453,44.7,48.7,9.5,13.2,7.5,1.6,43.1,62.1
Chicago Bulls,74,1683,20.8,0.95,1603,634,1325,47.8,50.6,10.8,13.1,10.0,2.7,45.5,75.9
Cleveland Cavaliers,76,1593,19.6,0.98,1561,574,1241,46.3,52.7,10.4,13.3,8.6,1.6,44.3,93.1
Portland Trail Blazers,74,1437,17.8,1.01,1453,489,1090,44.9,52.4,13.0,12.7,10.7,2.0,44.8,96.6
Orlando Magic,75,1575,18.9,0.91,1430,562,1196,47.0,50.3,10.0,15.8,9.1,1.8,43.7,48.3
Oklahoma City Thunder,75,1580,18.3,0.9,1429,558,1228,45.4,47.6,11.3,13.7,10.4,2.8,43.6,44.8
Memphis Grizzlies,74,1592,18.7,0.89,1411,550,1273,43.2,46.5,10.4,11.9,9.7,2.4,42.3,31.0
Detroit Pistons,74,1688,20.2,0.83,1401,527,1309,40.3,44.2,9.6,14.6,8.4,2.0,38.5,6.9
New York Knicks,75,1511,18.0,0.93,1400,512,1180,43.4,47.2,13.5,11.4,12.5,3.1,43.9,58.6
Houston Rockets,75,1690,19.7,0.82,1392,489,1239,39.5,44.2,12.0,16.9,11.0,2.4,38.1,3.4
Indiana Pacers,75,1496,17.6,0.91,1359,524,1184,44.3,49.5,9.6,14.4,8.6,3.1,41.1,51.7
LA Clippers,75,1440,17.5,0.94,1350,490,1086,45.1,49.4,12.2,14.7,10.6,2.5,43.4,69.0
Phoenix Suns,74,1481,17.8,0.89,1318,511,1176,43.5,47.2,9.6,12.7,7.6,1.8,42.0,34.5
Charlotte Hornets,76,1634,18.8,0.8,1307,500,1305,38.3,42.7,8.4,13.6,7.3,1.9,36.9,0.0
San Antonio Spurs,75,1494,17.2,0.86,1283,512,1183,43.3,46.1,9.3,13.5,8.2,1.9,41.2,13.8
Miami Heat,75,1382,17.1,0.92,1274,469,1064,44.1,49.8,10.0,15.2,8.7,2.2,41.5,55.2
Dallas Mavericks,75,1228,15.4,1.03,1269,467,946,49.4,55.7,13.4,12.9,12.1,3.3,47.4,100.0
Boston Celtics,75,1320,15.9,0.96,1265,441,1019,43.3,50.8,11.4,13.7,10.3,2.3,42.2,79.3
Los Angeles Lakers,75,1436,16.9,0.88,1264,471,1050,44.9,48.3,11.8,17.4,10.7,2.6,41.9,20.7
Minnesota Timberwolves,75,1329,15.8,0.93,1235,457,1023,44.7,50.1,10.8,14.6,9.2,2.4,42.5,65.5
Utah Jazz,74,1391,16.4,0.88,1225,442,1032,42.8,48.1,10.6,17.0,9.6,1.9,40.3,24.1
Washington Wizards,75,1337,16.4,0.89,1183,487,1062,45.9,49.2,7.9,15.2,7.6,2.5,41.4,27.6
Milwaukee Bucks,74,1233,14.6,0.94,1159,433,943,45.9,52.6,9.5,15.5,8.1,1.5,42.3,72.4
Golden State Warriors,76,1205,13.9,0.96,1158,413,925,44.6,53.0,9.4,16.2,8.5,2.4,41.1,86.2
Toronto Raptors,75,1322,15.6,0.87,1153,417,1051,39.7,44.2,10.7,11.8,9.5,2.0,40.1,17.2
New Orleans Pelicans,74,1273,15.3,0.9,1145,437,968,45.1,48.3,11.9,14.7,10.8,2.7,43.2,41.4
Brooklyn Nets,75,1188,14.8,0.96,1139,409,917,44.6,50.0,12.1,13.9,10.8,3.2,42.9,82.8
Sacramento Kings,74,1071,13.0,0.97,1039,389,799,48.7,53.4,11.8,15.8,10.2,2.2,45.5,89.7
Philadelphia 76ers,74,1142,14.4,0.89,1017,373,867,43.0,47.8,10.6,15.2,9.9,1.8,41.1,37.9
Denver Nuggets,74,1081,13.4,0.83,902,355,823,43.1,48.1,7.6,17.6,6.5,1.3,38.9,10.3
