TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FT FREQ%,TOV FREQ%,SF FREQ%,AND ONE FREQ%,SCORE FREQ%,PERCENTILE
Toronto Raptors,67,541,7.2,1.12,606,257,459,56.0,56.2,12.4,5.5,11.5,2.8,56.7,34.5
Charlotte Hornets,67,506,6.6,1.17,591,252,434,58.1,58.6,13.0,5.9,12.3,4.7,58.1,69.0
New Orleans Pelicans,66,459,6.2,1.19,548,234,393,59.5,59.9,12.0,5.4,11.3,3.1,59.7,82.8
San Antonio Spurs,65,456,6.1,1.19,543,238,381,62.5,62.9,11.2,7.7,11.0,2.6,59.6,79.3
Houston Rockets,65,495,6.6,1.09,540,229,401,57.1,57.1,12.9,8.9,11.9,3.0,55.8,20.7
New York Knicks,67,457,6.1,1.15,527,228,379,60.2,60.7,12.7,8.3,12.7,3.9,57.5,51.7
Utah Jazz,66,465,6.2,1.13,526,224,384,58.3,58.6,13.3,8.2,12.5,4.1,56.8,41.4
Memphis Grizzlies,64,471,6.4,1.08,510,215,391,55.0,55.6,13.0,5.9,12.7,2.1,55.4,13.8
Orlando Magic,66,409,5.6,1.23,502,198,327,60.6,61.6,17.6,6.6,16.4,4.2,61.6,96.6
Washington Wizards,66,394,5.5,1.23,483,209,330,63.3,63.3,13.5,7.6,11.7,4.8,60.7,93.1
Denver Nuggets,66,414,5.7,1.16,478,199,349,57.0,57.2,13.8,4.3,13.5,2.7,59.2,58.6
Detroit Pistons,66,417,5.6,1.15,478,195,345,56.5,57.0,15.8,4.6,15.6,3.4,58.5,48.3
Phoenix Suns,66,427,5.8,1.1,472,197,358,55.0,55.9,12.4,6.3,12.2,2.8,55.3,24.1
Atlanta Hawks,66,421,5.6,1.12,471,198,351,56.4,56.6,13.5,5.5,13.3,2.4,57.0,31.0
Los Angeles Lakers,66,398,5.3,1.15,459,182,317,57.4,57.6,16.8,7.8,16.3,4.5,57.5,55.2
Milwaukee Bucks,65,382,5.2,1.17,447,187,305,61.3,62.5,13.4,10.2,13.4,3.7,58.4,72.4
Minnesota Timberwolves,67,381,5.1,1.16,443,182,305,59.7,60.0,15.7,6.6,14.4,2.6,58.5,65.5
Indiana Pacers,66,352,4.7,1.11,390,162,285,56.8,58.4,11.1,10.2,10.5,2.3,53.7,27.6
Oklahoma City Thunder,66,400,5.3,0.97,390,168,339,49.6,50.4,8.8,7.3,8.5,0.8,49.5,0.0
Boston Celtics,67,320,4.3,1.21,387,170,272,62.5,62.5,10.9,7.2,11.3,3.8,59.7,86.2
LA Clippers,68,393,5.3,0.98,384,158,307,51.5,51.6,14.5,10.2,13.0,2.8,50.6,3.4
Cleveland Cavaliers,68,326,4.5,1.16,379,151,249,60.6,61.4,17.2,8.6,16.6,2.1,60.1,62.1
Miami Heat,67,332,4.6,1.13,376,153,280,54.6,55.4,13.0,5.1,13.0,2.7,56.3,44.8
Sacramento Kings,64,304,4.2,1.21,368,156,263,59.3,60.1,12.2,4.9,12.2,3.6,59.2,89.7
Chicago Bulls,66,335,4.7,1.09,365,159,276,57.6,57.6,10.4,9.0,9.9,1.8,55.5,17.2
Golden State Warriors,66,344,4.6,1.04,359,162,288,56.3,57.1,8.4,9.6,8.4,2.0,53.2,6.9
Portland Trail Blazers,66,321,4.5,1.07,344,147,259,56.8,57.3,12.5,8.1,12.1,1.2,55.8,10.3
Philadelphia 76ers,65,301,4.3,1.12,338,129,232,55.6,56.3,15.9,8.0,15.6,1.0,56.8,37.9
Brooklyn Nets,65,259,3.7,1.23,318,141,223,63.2,63.9,9.3,6.9,8.5,2.3,61.0,100.0
Dallas Mavericks,67,216,3.0,1.18,255,110,176,62.5,63.1,13.9,7.9,13.9,4.2,59.3,75.9
