PLAYER,TEAM,AGE,GP,G,FREQ%,FGM,FGA,FG%,EFG%,2FG FREQ%,2FGM,2FGA,2FG%,3FG FREQ%,3PM,3PA,3P%
Kyrie Irving,CLE,25,18,18,43.6,82,153,53.6,59.5,32.2,64,113,56.6,11.4,18,40,45.0
LeBron James,CLE,32,18,18,38.9,89,143,62.2,66.1,33.2,78,122,63.9,5.7,11,21,52.4
Kevin Durant,GSW,28,15,15,54.5,84,139,60.4,68.0,38.0,63,97,64.9,16.5,21,42,50.0
Stephen Curry,GSW,29,17,17,33.0,53,100,53.0,59.5,23.4,40,71,56.3,9.6,13,29,44.8
James Harden,HOU,27,11,11,47.2,46,93,49.5,57.5,21.8,31,43,72.1,25.4,15,50,30.0
Isaiah Thomas,BOS,28,15,15,37.2,35,90,38.9,41.7,24.0,30,58,51.7,13.2,5,32,15.6
Klay Thompson,GSW,27,17,17,39.9,37,89,41.6,45.5,28.7,30,64,46.9,11.2,7,25,28.0
LaMarcus Aldridge,SAS,31,16,16,37.0,45,87,51.7,51.7,36.6,45,86,52.3,0.4,0,1,0.0
DeMar DeRozan,TOR,27,10,10,51.9,44,82,53.7,53.7,50.0,44,79,55.7,1.9,0,3,0.0
Kawhi Leonard,SAS,26,12,12,38.8,46,76,60.5,65.1,32.7,39,64,60.9,6.1,7,12,58.3
Bradley Beal,WAS,24,13,13,29.7,39,74,52.7,57.4,22.9,32,57,56.1,6.8,7,17,41.2
John Wall,WAS,26,13,13,28.1,32,73,43.8,45.2,26.9,30,70,42.9,1.2,2,3,66.7
Gordon Hayward,UTA,27,11,10,36.3,31,66,47.0,50.0,30.2,27,55,49.1,6.0,4,11,36.4
Chris Paul,LAC,32,7,7,48.5,32,65,49.2,52.3,41.0,28,55,50.9,7.5,4,10,40.0
Avery Bradley,BOS,26,18,17,24.8,35,63,55.6,55.6,22.0,35,56,62.5,2.8,0,7,0.0
Russell Westbrook,OKC,28,5,5,40.5,25,60,41.7,44.2,31.1,22,46,47.8,9.5,3,14,21.4
Al Horford,BOS,31,18,16,29.3,33,53,62.3,62.3,29.3,33,53,62.3,0.0,0,0,-
Markieff Morris,WAS,27,13,12,37.6,20,53,37.7,38.7,35.5,19,50,38.0,2.1,1,3,33.3
Jae Crowder,BOS,26,18,17,27.4,27,51,52.9,54.9,23.7,25,44,56.8,3.8,2,7,28.6
Kevin Love,CLE,28,18,17,23.8,25,49,51.0,55.1,18.9,21,39,53.8,4.9,4,10,40.0
Jamal Crawford,LAC,37,7,7,60.5,20,49,40.8,42.9,44.4,18,36,50.0,16.0,2,13,15.4
Joe Johnson,UTA,36,11,11,38.0,20,49,40.8,40.8,34.1,20,44,45.5,3.9,0,5,0.0
Marcin Gortat,WAS,33,13,13,53.3,32,48,66.7,66.7,53.3,32,48,66.7,0.0,0,0,-
Jonathon Simmons,SAS,27,15,13,37.5,23,48,47.9,47.9,35.2,23,45,51.1,2.3,0,3,0.0
Dwyane Wade,CHI,35,6,6,59.3,17,48,35.4,38.5,50.6,14,41,34.1,8.6,3,7,42.9
Jimmy Butler,CHI,27,6,6,46.1,21,47,44.7,45.7,41.2,20,42,47.6,4.9,1,5,20.0
Jonas Valanciunas,TOR,25,10,10,57.1,29,44,65.9,65.9,57.1,29,44,65.9,0.0,0,0,-
Serge Ibaka,TOR,27,10,10,33.6,21,43,48.8,48.8,31.3,21,40,52.5,2.3,0,3,0.0
Lou Williams,HOU,30,11,11,38.2,25,42,59.5,64.3,27.3,21,30,70.0,10.9,4,12,33.3
Patty Mills,SAS,28,16,16,31.1,17,42,40.5,47.6,14.8,11,20,55.0,16.3,6,22,27.3
Pau Gasol,SAS,36,16,13,38.3,22,41,53.7,53.7,38.3,22,41,53.7,0.0,0,0,-
Mike Conley,MEM,29,6,6,41.0,16,41,39.0,40.2,33.0,15,33,45.5,8.0,1,8,12.5
Tristan Thompson,CLE,26,18,17,48.8,24,40,60.0,60.0,48.8,24,40,60.0,0.0,0,0,-
Giannis Antetokounmpo,MIL,22,6,6,36.9,24,38,63.2,63.2,36.9,24,38,63.2,0.0,0,0,-
Kyle Lowry,TOR,31,8,8,42.0,20,37,54.1,56.8,29.5,18,26,69.2,12.5,2,11,18.2
Draymond Green,GSW,27,17,15,24.2,20,36,55.6,56.9,23.5,19,35,54.3,0.7,1,1,100
Clint Capela,HOU,23,11,11,50.7,24,34,70.6,70.6,50.7,24,34,70.6,0.0,0,0,-
Paul Millsap,ATL,32,6,6,37.4,18,34,52.9,52.9,35.2,18,32,56.3,2.2,0,2,0.0
Marc Gasol,MEM,32,6,6,42.0,17,34,50.0,51.5,39.5,16,32,50.0,2.5,1,2,50.0
Paul George,IND,27,4,4,41.5,13,34,38.2,44.1,25.6,9,21,42.9,15.9,4,13,30.8
Rodney Hood,UTA,24,11,10,33.0,12,34,35.3,36.8,25.2,11,26,42.3,7.8,1,8,12.5
Marcus Smart,BOS,23,18,16,27.2,12,34,35.3,39.7,21.6,9,27,33.3,5.6,3,7,42.9
Kelly Olynyk,BOS,26,18,14,27.7,24,33,72.7,72.7,27.7,24,33,72.7,0.0,0,0,-
Andre Iguodala,GSW,33,16,11,31.7,18,32,56.3,56.3,27.7,18,28,64.3,4.0,0,4,0.0
George Hill,UTA,31,8,8,32.3,17,31,54.8,58.1,27.1,15,26,57.7,5.2,2,5,40.0
Khris Middleton,MIL,25,6,6,40.0,13,30,43.3,43.3,36.0,13,27,48.1,4.0,0,3,0.0
CJ McCollum,POR,25,4,4,39.7,16,29,55.2,63.8,28.8,11,21,52.4,11.0,5,8,62.5
Dejounte Murray,SAS,20,11,10,53.7,13,29,44.8,44.8,53.7,13,29,44.8,0.0,0,0,-
Norman Powell,TOR,24,9,7,38.9,15,28,53.6,55.4,36.1,14,26,53.8,2.8,1,2,50.0
JR Smith,CLE,31,18,14,28.3,12,28,42.9,55.4,10.1,5,10,50.0,18.2,7,18,38.9
Otto Porter Jr.,WAS,24,13,11,25.2,23,27,85.2,85.2,25.2,23,27,85.2,0.0,0,0,-
DeAndre Jordan,LAC,28,7,7,45.8,23,27,85.2,85.2,44.1,23,26,88.5,1.7,0,1,0.0
Derrick Favors,UTA,25,11,9,47.4,17,27,63.0,63.0,47.4,17,27,63.0,0.0,0,0,-
Damian Lillard,POR,26,4,4,34.2,16,27,59.3,59.3,27.8,16,22,72.7,6.3,0,5,0.0
Eric Gordon,HOU,28,11,10,24.1,14,27,51.9,61.1,15.2,9,17,52.9,8.9,5,10,50.0
Dennis Schroder,ATL,23,6,6,27.3,13,27,48.1,48.1,26.3,13,26,50.0,1.0,0,1,0.0
JaVale McGee,GSW,29,16,12,52.0,22,26,84.6,84.6,52.0,22,26,84.6,0.0,0,0,-
Shaun Livingston,GSW,31,14,11,44.8,16,26,61.5,61.5,44.8,16,26,61.5,0.0,0,0,-
Greg Monroe,MIL,27,6,6,53.1,15,26,57.7,57.7,53.1,15,26,57.7,0.0,0,0,-
Patrick Beverley,HOU,28,11,10,23.1,11,24,45.8,47.9,20.2,10,21,47.6,2.9,1,3,33.3
Rudy Gobert,UTA,25,9,8,39.0,18,23,78.3,78.3,39.0,18,23,78.3,0.0,0,0,-
Tim Hardaway Jr.,ATL,25,6,6,30.3,10,23,43.5,50.0,21.1,7,16,43.8,9.2,3,7,42.9
Manu Ginobili,SAS,39,16,10,23.7,15,22,68.2,70.5,22.6,14,21,66.7,1.1,1,1,100
Tony Parker,SAS,35,8,7,24.4,11,22,50.0,50.0,23.3,11,21,52.4,1.1,0,1,0.0
Victor Oladipo,OKC,25,5,5,39.3,7,22,31.8,38.6,26.8,4,15,26.7,12.5,3,7,42.9
David Lee,SAS,34,15,12,55.3,12,21,57.1,57.1,55.3,12,21,57.1,0.0,0,0,-
Danny Green,SAS,30,16,10,19.3,10,21,47.6,52.4,12.8,8,14,57.1,6.4,2,7,28.6
Taurean Prince,ATL,23,6,6,41.7,15,20,75.0,75.0,37.5,15,18,83.3,4.2,0,2,0.0
Kyle Anderson,SAS,23,15,7,32.3,13,20,65.0,65.0,32.3,13,20,65.0,0.0,0,0,-
Gerald Green,BOS,31,13,11,29.0,13,20,65.0,80.0,15.9,7,11,63.6,13.0,6,9,66.7
Kyle Korver,CLE,36,18,12,25.3,6,20,30.0,37.5,5.1,3,4,75.0,20.3,3,16,18.8
Terry Rozier,BOS,23,17,10,25.7,9,19,47.4,47.4,24.3,9,18,50.0,1.4,0,1,0.0
Blake Griffin,LAC,28,3,3,38.3,7,18,38.9,41.7,36.2,6,17,35.3,2.1,1,1,100
JJ Redick,LAC,33,7,7,39.1,6,18,33.3,36.1,28.3,5,13,38.5,10.9,1,5,20.0
Jaylen Brown,BOS,20,17,8,24.3,13,17,76.5,76.5,24.3,13,17,76.5,0.0,0,0,-
Andre Roberson,OKC,25,5,5,37.8,12,17,70.6,70.6,37.8,12,17,70.6,0.0,0,0,-
Zaza Pachulia,GSW,33,15,10,29.8,11,17,64.7,64.7,29.8,11,17,64.7,0.0,0,0,-
Trevor Ariza,HOU,32,11,9,19.3,8,17,47.1,50.0,14.8,7,13,53.8,4.5,1,4,25.0
Malcolm Brogdon,MIL,24,6,5,32.1,5,17,29.4,29.4,30.2,5,16,31.3,1.9,0,1,0.0
Robin Lopez,CHI,29,6,4,31.4,12,16,75.0,75.0,31.4,12,16,75.0,0.0,0,0,-
Bojan Bogdanovic,WAS,28,13,10,19.0,9,16,56.3,59.4,16.7,8,14,57.1,2.4,1,2,50.0
Cory Joseph,TOR,25,10,8,22.5,6,16,37.5,37.5,22.5,6,16,37.5,0.0,0,0,-
Ian Clark,GSW,26,16,12,19.7,12,15,80.0,80.0,19.7,12,15,80.0,0.0,0,0,-
Zach Randolph,MEM,35,6,5,19.7,7,15,46.7,46.7,19.7,7,15,46.7,0.0,0,0,-
Shelvin Mack,UTA,27,9,5,34.9,6,15,40.0,40.0,32.6,6,14,42.9,2.3,0,1,0.0
David West,GSW,36,17,10,24.6,10,14,71.4,71.4,24.6,10,14,71.4,0.0,0,0,-
Kelly Oubre Jr.,WAS,21,12,6,25.9,7,14,50.0,53.6,20.4,6,11,54.5,5.6,1,3,33.3
Nene,HOU,34,9,5,28.9,11,13,84.6,84.6,28.9,11,13,84.6,0.0,0,0,-
Vince Carter,MEM,40,6,6,32.5,8,13,61.5,61.5,30.0,8,12,66.7,2.5,0,1,0.0
Boris Diaw,UTA,35,11,7,28.9,7,13,53.8,53.8,26.7,7,12,58.3,2.2,0,1,0.0
