Team,Year,Season,Name,On,Off,On-Off,MinutesOn,MinutesOff
ATL,2021,2020-21,John Collins,0.67,0.62,0.049,576.0,288.0
ATL,2021,2020-21,De'Andre Hunter,0.562,0.674,-0.112,152.0,712.0
ATL,2021,2020-21,Clint Capela,0.655,0.649,0.006,569.0,295.0
ATL,2021,2020-21,Bogdan Bogdanovic,0.669,0.618,0.05,598.0,266.0
ATL,2021,2020-21,Trae Young,0.65,0.659,-0.009,603.0,261.0
ATL,2021,2020-21,Danilo Gallinari,0.631,0.679,-0.048,442.0,422.0
ATL,2021,2020-21,Kevin Huerter,0.65,0.659,-0.009,558.0,306.0
ATL,2021,2020-21,Tony Snell,0.617,0.657,-0.04,66.0,798.0
ATL,2021,2020-21,Lou Williams,0.673,0.643,0.03,277.0,587.0
ATL,2021,2020-21,Onyeka Okongwu,0.631,0.657,-0.026,166.0,698.0
ATL,2021,2020-21,Solomon Hill,0.692,0.645,0.047,145.0,719.0
ATL,2021,2020-21,Kris Dunn,0.588,0.655,-0.067,33.0,831.0
ATL,2021,2020-21,Bruno Fernando,0.75,0.652,0.098,12.0,852.0
ATL,2021,2020-21,Nathan Knight,0.429,0.656,-0.227,14.0,850.0
ATL,2021,2020-21,Skylar Mays,0.667,0.653,0.014,17.0,847.0
ATL,2021,2020-21,Brandon Goodwin,0.0,0.653,-0.653,0.0,864.0
ATL,2021,2020-21,Cam Reddish,0.75,0.644,0.106,92.0,772.0
BKN,2021,2020-21,Kevin Durant,0.631,0.667,-0.035,485.0,96.0
BKN,2021,2020-21,Joe Harris,0.654,0.595,0.059,434.0,147.0
BKN,2021,2020-21,Blake Griffin,0.654,0.616,0.038,318.0,263.0
BKN,2021,2020-21,Kyrie Irving,0.591,0.695,-0.104,325.0,256.0
BKN,2021,2020-21,James Harden,0.615,0.664,-0.049,322.0,259.0
BKN,2021,2020-21,Bruce Brown,0.654,0.623,0.032,277.0,304.0
BKN,2021,2020-21,Jeff Green,0.711,0.611,0.099,148.0,433.0
BKN,2021,2020-21,Landry Shamet,0.634,0.64,-0.006,206.0,375.0
BKN,2021,2020-21,Nicolas Claxton,0.576,0.654,-0.077,130.0,451.0
BKN,2021,2020-21,Tyler Johnson,0.559,0.648,-0.089,69.0,512.0
BKN,2021,2020-21,Mike James,0.683,0.626,0.058,103.0,478.0
BKN,2021,2020-21,Reggie Perry,0.692,0.635,0.057,22.0,559.0
BKN,2021,2020-21,Timothe Luwawu-Cabarrot,0.692,0.635,0.057,25.0,556.0
BKN,2021,2020-21,Alize Johnson,0.692,0.635,0.057,23.0,558.0
BKN,2021,2020-21,DeAndre Jordan,0.0,0.638,-0.638,0.0,581.0
BKN,2021,2020-21,Chris Chiozza,0.667,0.637,0.03,19.0,562.0
BKN,2021,2020-21,Spencer Dinwiddie,0.0,0.638,-0.638,0.0,581.0
BOS,2021,2020-21,Evan Fournier,0.659,0.5,0.159,167.0,73.0
BOS,2021,2020-21,Jayson Tatum,0.616,0.609,0.007,185.0,55.0
BOS,2021,2020-21,Tristan Thompson,0.712,0.5,0.212,132.0,108.0
BOS,2021,2020-21,Marcus Smart,0.674,0.407,0.266,183.0,57.0
BOS,2021,2020-21,Aaron Nesmith,0.514,0.655,-0.141,75.0,165.0
BOS,2021,2020-21,Jabari Parker,0.533,0.641,-0.108,59.0,181.0
BOS,2021,2020-21,Payton Pritchard,0.529,0.648,-0.118,67.0,173.0
BOS,2021,2020-21,Tremont Waters,0.667,0.613,0.053,6.0,234.0
BOS,2021,2020-21,Grant Williams,0.467,0.663,-0.196,57.0,183.0
BOS,2021,2020-21,Romeo Langford,0.551,0.658,-0.107,109.0,131.0
BOS,2021,2020-21,Semi Ojeleye,0.5,0.621,-0.121,12.0,228.0
BOS,2021,2020-21,Carsen Edwards,0.667,0.613,0.053,5.0,235.0
BOS,2021,2020-21,Luke Kornet,0.667,0.613,0.053,5.0,235.0
BOS,2021,2020-21,Jaylen Brown,0.0,0.615,-0.615,0.0,240.0
BOS,2021,2020-21,Tacko Fall,0.0,0.615,-0.615,1.0,239.0
BOS,2021,2020-21,Kemba Walker,0.682,0.577,0.105,91.0,149.0
BOS,2021,2020-21,Robert Williams III,0.52,0.639,-0.119,46.0,194.0
DAL,2021,2020-21,Dorian Finney-Smith,0.679,0.733,-0.055,271.0,65.0
DAL,2021,2020-21,Kristaps Porzingis,0.67,0.744,-0.074,233.0,103.0
DAL,2021,2020-21,Maxi Kleber,0.744,0.607,0.137,187.0,149.0
DAL,2021,2020-21,Tim Hardaway Jr.,0.713,0.593,0.12,262.0,74.0
DAL,2021,2020-21,Luka Doncic,0.708,0.621,0.087,281.0,55.0
DAL,2021,2020-21,Willie Cauley-Stein,0.778,0.677,0.1,63.0,273.0
DAL,2021,2020-21,Jalen Brunson,0.681,0.695,-0.014,114.0,222.0
DAL,2021,2020-21,Josh Richardson,0.585,0.733,-0.147,94.0,242.0
DAL,2021,2020-21,Nicolo Melli,0.875,0.679,0.196,19.0,317.0
DAL,2021,2020-21,Dwight Powell,0.481,0.739,-0.258,52.0,284.0
DAL,2021,2020-21,Tyler Bey,0.0,0.69,-0.69,0.0,336.0
DAL,2021,2020-21,Nate Hinton,0.0,0.69,-0.69,0.0,336.0
DAL,2021,2020-21,JJ Redick,0.0,0.69,-0.69,0.0,336.0
DAL,2021,2020-21,Tyrell Terry,0.0,0.69,-0.69,0.0,336.0
DAL,2021,2020-21,Boban Marjanovic,0.688,0.691,-0.003,83.0,253.0
DAL,2021,2020-21,Trey Burke,0.833,0.684,0.15,17.0,319.0
DAL,2021,2020-21,Josh Green,1.0,0.686,0.314,4.0,332.0
DEN,2021,2020-21,Michael Porter Jr.,0.737,0.542,0.195,332.0,158.0
DEN,2021,2020-21,Aaron Gordon,0.736,0.537,0.198,299.0,191.0
DEN,2021,2020-21,Nikola Jokic,0.703,0.569,0.134,345.0,145.0
DEN,2021,2020-21,Austin Rivers,0.683,0.628,0.055,305.0,185.0
DEN,2021,2020-21,Facundo Campazzo,0.701,0.613,0.088,270.0,220.0
DEN,2021,2020-21,Monte Morris,0.603,0.745,-0.142,286.0,204.0
DEN,2021,2020-21,JaMychal Green,0.549,0.732,-0.183,190.0,300.0
DEN,2021,2020-21,Markus Howard,0.574,0.688,-0.113,112.0,378.0
DEN,2021,2020-21,Paul Millsap,0.568,0.688,-0.119,109.0,381.0
DEN,2021,2020-21,Shaquille Harrison,0.542,0.679,-0.137,40.0,450.0
DEN,2021,2020-21,Vlatko Cancar,0.5,0.673,-0.173,21.0,469.0
DEN,2021,2020-21,Zeke Nnaji,0.5,0.671,-0.171,18.0,472.0
DEN,2021,2020-21,Bol Bol,0.0,0.664,-0.664,6.0,484.0
DEN,2021,2020-21,JaVale McGee,0.591,0.672,-0.081,34.0,456.0
DEN,2021,2020-21,Will Barton,0.656,0.665,-0.009,83.0,407.0
LAC,2021,2020-21,Kawhi Leonard,0.636,0.66,-0.024,432.0,480.0
LAC,2021,2020-21,Marcus Morris Sr.,0.619,0.707,-0.088,604.0,308.0
LAC,2021,2020-21,Ivica Zubac,0.651,0.648,0.003,301.0,611.0
LAC,2021,2020-21,Paul George,0.637,0.717,-0.08,776.0,136.0
LAC,2021,2020-21,Patrick Beverley,0.641,0.652,-0.011,323.0,589.0
LAC,2021,2020-21,Reggie Jackson,0.644,0.663,-0.02,622.0,290.0
LAC,2021,2020-21,Nicolas Batum,0.62,0.703,-0.083,555.0,357.0
LAC,2021,2020-21,Serge Ibaka,0.667,0.648,0.018,18.0,894.0
LAC,2021,2020-21,Rajon Rondo,0.756,0.619,0.137,220.0,692.0
LAC,2021,2020-21,Terance Mann,0.689,0.619,0.069,378.0,534.0
LAC,2021,2020-21,Amir Coffey,0.636,0.649,-0.013,16.0,896.0
LAC,2021,2020-21,Yogi Ferrell,0.7,0.648,0.052,14.0,898.0
LAC,2021,2020-21,DeMarcus Cousins,0.875,0.634,0.241,58.0,854.0
LAC,2021,2020-21,Patrick Patterson,0.0,0.649,-0.649,0.0,912.0
LAC,2021,2020-21,Luke Kennard,0.684,0.638,0.047,219.0,693.0
LAC,2021,2020-21,Daniel Oturu,0.636,0.649,-0.013,15.0,897.0
LAC,2021,2020-21,Jay Scrubb,0.4,0.652,-0.252,8.0,904.0
LAL,2021,2020-21,LeBron James,0.612,0.862,-0.25,224.0,64.0
LAL,2021,2020-21,Anthony Davis,0.671,0.661,0.01,144.0,144.0
LAL,2021,2020-21,Andre Drummond,0.709,0.636,0.073,105.0,183.0
LAL,2021,2020-21,Kentavious Caldwell-Pope,0.656,0.676,-0.02,146.0,142.0
LAL,2021,2020-21,Dennis Schroder,0.677,0.641,0.036,196.0,92.0
LAL,2021,2020-21,Kyle Kuzma,0.625,0.706,-0.081,129.0,159.0
