PLAYER,TEAM,AGE,POSITION,GP,G,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,year
Deandre Ayton,PHX,22,C,22,22,100,191,465,41.1,50.3,-9.2,2021
Brook Lopez,MIL,33,C,23,23,100,196,452,43.4,49.4,-6.1,2021
Jae Crowder,PHX,30,F,22,22,100,146,339,43.1,47.7,-4.7,2021
Devin Booker,PHX,24,G,22,22,100,155,333,46.5,46.5,0.1,2021
Clint Capela,ATL,27,C,18,18,100,144,311,46.3,50.7,-4.4,2021
Jrue Holiday,MIL,31,G,23,23,100,137,306,44.8,48.0,-3.2,2021
Bogdan Bogdanovic,ATL,28,G,18,18,100,129,282,45.7,47.5,-1.7,2021
Paul George,LAC,31,F,19,19,100,138,278,49.6,48.3,1.3,2021
Khris Middleton,MIL,29,F,23,23,100,129,277,46.6,47.7,-1.1,2021
Giannis Antetokounmpo,MIL,26,F,21,21,100,122,273,44.7,49.0,-4.3,2021
Reggie Jackson,LAC,31,G,19,19,100,122,266,45.9,47.4,-1.6,2021
Mikal Bridges,PHX,24,F,22,22,100,120,260,46.2,48.2,-2.0,2021
Marcus Morris Sr.,LAC,31,F,19,19,100,125,257,48.6,48.7,0.0,2021
John Collins,ATL,23,F-C,18,18,100,120,244,49.2,48.8,0.4,2021
Pat Connaughton,MIL,28,G,23,23,100,119,244,48.8,47.7,1.1,2021
Rudy Gobert,UTA,29,C,11,11,100,116,240,48.3,48.1,0.2,2021
P.J. Tucker,MIL,36,F,23,23,100,101,233,43.3,49.3,-6.0,2021
Kevin Huerter,ATL,22,G-F,18,18,100,101,230,43.9,47.8,-3.9,2021
Nikola Jokic,DEN,26,C,10,10,100,103,207,49.8,50.1,-0.3,2021
Blake Griffin,BKN,32,F,12,12,100,112,204,54.9,51.5,3.4,2021
Nicolas Batum,LAC,32,G-F,19,19,100,104,201,51.7,47.8,4.0,2021
Kevin Durant,BKN,32,F,12,12,100,81,195,41.5,47.5,-6.0,2021
Joel Embiid,PHI,27,C-F,11,11,100,98,193,50.8,51.7,-0.9,2021
Danilo Gallinari,ATL,32,F,18,18,100,77,187,41.2,48.0,-6.8,2021
Chris Paul,PHX,36,G,20,20,100,99,186,53.2,46.9,6.3,2021
Royce O'Neale,UTA,28,F,11,11,100,96,186,51.6,47.2,4.4,2021
Ivica Zubac,LAC,24,C,17,17,100,86,179,48.0,50.2,-2.1,2021
Bobby Portis,MIL,26,F,20,20,100,76,175,43.4,48.3,-4.9,2021
Cameron Johnson,PHX,25,F,21,21,100,74,153,48.4,46.9,1.5,2021
Terance Mann,LAC,24,G-F,17,17,100,67,148,45.3,47.5,-2.3,2021
Cameron Payne,PHX,26,G,22,22,100,51,147,34.7,45.6,-11.0,2021
Kawhi Leonard,LAC,30,F,11,11,100,63,145,43.4,47.2,-3.8,2021
Michael Porter Jr.,DEN,23,F,10,10,100,75,144,52.1,47.3,4.8,2021
Tobias Harris,PHI,28,F,12,12,100,70,144,48.6,49.2,-0.6,2021
