TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,round,year
Denver Nuggets,7,7,20.3,48,123,39.0,52.8,4.3,14,26,53.8,16.0,34,97,35.1,wide_open,1,2019
LA Clippers,6,6,22.7,52,121,43.0,56.2,5.2,20,28,71.4,17.4,32,93,34.4,wide_open,1,2019
Orlando Magic,5,5,28.2,41,117,35.0,50.0,5.1,6,21,28.6,23.1,35,96,36.5,wide_open,1,2019
Toronto Raptors,5,5,27.0,54,114,47.4,64.5,5.7,15,24,62.5,21.3,39,90,43.3,wide_open,1,2019
Golden State Warriors,6,6,20.3,54,108,50.0,66.7,4.7,18,25,72.0,15.6,36,83,43.4,wide_open,1,2019
Houston Rockets,5,5,25.4,50,107,46.7,66.8,2.9,7,12,58.3,22.6,43,95,45.3,wide_open,1,2019
Philadelphia 76ers,5,5,21.9,46,102,45.1,56.4,7.5,23,35,65.7,14.4,23,67,34.3,wide_open,1,2019
Indiana Pacers,4,4,29.0,37,97,38.1,49.0,9.6,16,32,50.0,19.5,21,65,32.3,wide_open,1,2019
Brooklyn Nets,5,5,21.3,36,97,37.1,51.0,3.3,9,15,60.0,18.0,27,82,32.9,wide_open,1,2019
Portland Trail Blazers,5,5,20.9,42,93,45.2,59.7,5.4,15,24,62.5,15.5,27,69,39.1,wide_open,1,2019
Oklahoma City Thunder,5,5,21.6,40,93,43.0,60.8,2.8,7,12,58.3,18.8,33,81,40.7,wide_open,1,2019
San Antonio Spurs,7,7,15.5,43,92,46.7,60.3,4.6,18,27,66.7,11.0,25,65,38.5,wide_open,1,2019
Milwaukee Bucks,4,4,24.6,36,85,42.4,57.6,5.2,10,18,55.6,19.4,26,67,38.8,wide_open,1,2019
Detroit Pistons,4,4,20.2,24,78,30.8,41.7,3.6,7,14,50.0,16.5,17,64,26.6,wide_open,1,2019
Boston Celtics,4,4,22.8,33,73,45.2,60.3,5.3,11,17,64.7,17.5,22,56,39.3,wide_open,1,2019
