TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,round,year
LA Clippers,6,6,16.7,39,89,43.8,43.8,16.1,39,86,45.3,0.6,0,3,0.0,very_tight,1,2019
Portland Trail Blazers,5,5,18.4,35,82,42.7,43.9,17.5,33,78,42.3,0.9,2,4,50.0,very_tight,1,2019
Philadelphia 76ers,5,5,16.8,40,78,51.3,51.9,16.1,39,75,52.0,0.6,1,3,33.3,very_tight,1,2019
Denver Nuggets,7,7,12.9,36,78,46.2,46.8,12.6,35,76,46.1,0.3,1,2,50.0,very_tight,1,2019
Brooklyn Nets,5,5,16.9,34,77,44.2,44.2,16.4,34,75,45.3,0.4,0,2,0.0,very_tight,1,2019
San Antonio Spurs,7,7,11.7,26,69,37.7,37.7,11.5,26,68,38.2,0.2,0,1,0.0,very_tight,1,2019
Toronto Raptors,5,5,15.9,34,67,50.7,50.7,14.7,34,62,54.8,1.2,0,5,0.0,very_tight,1,2019
Oklahoma City Thunder,5,5,15.1,29,65,44.6,44.6,14.9,29,64,45.3,0.2,0,1,0.0,very_tight,1,2019
Golden State Warriors,6,6,11.8,29,63,46.0,49.2,10.5,25,56,44.6,1.3,4,7,57.1,very_tight,1,2019
Detroit Pistons,4,4,14.0,15,54,27.8,27.8,13.7,15,53,28.3,0.3,0,1,0.0,very_tight,1,2019
Indiana Pacers,4,4,15.0,18,50,36.0,36.0,15.0,18,50,36.0,0.0,0,0,-,very_tight,1,2019
Orlando Magic,5,5,12.0,17,50,34.0,35.0,11.1,16,46,34.8,1.0,1,4,25.0,very_tight,1,2019
Milwaukee Bucks,4,4,12.2,21,42,50.0,51.2,11.3,20,39,51.3,0.9,1,3,33.3,very_tight,1,2019
Houston Rockets,5,5,9.7,16,41,39.0,41.5,7.6,14,32,43.8,2.1,2,9,22.2,very_tight,1,2019
Utah Jazz,5,5,8.1,16,35,45.7,47.1,7.9,15,34,44.1,0.2,1,1,100,very_tight,1,2019
Boston Celtics,4,4,7.8,11,25,44.0,46.0,6.9,10,22,45.5,0.9,1,3,33.3,very_tight,1,2019
San Antonio Spurs,7,7,42.6,126,252,50.0,51.6,38.0,118,225,52.4,4.6,8,27,29.6,tight,1,2019
Denver Nuggets,7,7,36.9,110,223,49.3,50.4,34.9,105,211,49.8,2.0,5,12,41.7,tight,1,2019
Golden State Warriors,6,6,36.8,108,196,55.1,58.4,30.4,95,162,58.6,6.4,13,34,38.2,tight,1,2019
Philadelphia 76ers,5,5,36.1,88,168,52.4,54.2,31.8,82,148,55.4,4.3,6,20,30.0,tight,1,2019
Houston Rockets,5,5,39.7,70,167,41.9,46.7,27.3,54,115,47.0,12.4,16,52,30.8,tight,1,2019
LA Clippers,6,6,31.1,72,166,43.4,45.5,27.7,65,148,43.9,3.4,7,18,38.9,tight,1,2019
Utah Jazz,5,5,38.2,75,165,45.5,46.4,34.3,72,148,48.6,3.9,3,17,17.6,tight,1,2019
Oklahoma City Thunder,5,5,37.9,76,163,46.6,48.8,32.6,69,140,49.3,5.3,7,23,30.4,tight,1,2019
Brooklyn Nets,5,5,34.2,73,156,46.8,48.4,29.4,68,134,50.7,4.8,5,22,22.7,tight,1,2019
Portland Trail Blazers,5,5,34.8,72,155,46.5,49.7,29.4,62,131,47.3,5.4,10,24,41.7,tight,1,2019
Orlando Magic,5,5,36.1,63,150,42.0,44.7,29.2,55,121,45.5,7.0,8,29,27.6,tight,1,2019
Detroit Pistons,4,4,36.4,58,141,41.1,43.6,32.8,51,127,40.2,3.6,7,14,50.0,tight,1,2019
Toronto Raptors,5,5,30.6,69,129,53.5,55.4,28.0,64,118,54.2,2.6,5,11,45.5,tight,1,2019
Milwaukee Bucks,4,4,34.2,73,118,61.9,62.7,30.7,71,106,67.0,3.5,2,12,16.7,tight,1,2019
Boston Celtics,4,4,36.9,53,118,44.9,47.5,32.5,47,104,45.2,4.4,6,14,42.9,tight,1,2019
Indiana Pacers,4,4,30.5,52,102,51.0,52.5,27.8,49,93,52.7,2.7,3,9,33.3,tight,1,2019
Denver Nuggets,7,7,29.9,85,181,47.0,54.7,17.0,57,103,55.3,12.9,28,78,35.9,open,1,2019
San Antonio Spurs,7,7,30.2,80,179,44.7,48.6,22.5,66,133,49.6,7.8,14,46,30.4,open,1,2019
Golden State Warriors,6,6,31.1,77,166,46.4,53.6,18.2,53,97,54.6,12.9,24,69,34.8,open,1,2019
LA Clippers,6,6,29.6,76,158,48.1,57.6,15.4,46,82,56.1,14.2,30,76,39.5,open,1,2019
Brooklyn Nets,5,5,27.6,49,126,38.9,48.0,13.6,26,62,41.9,14.0,23,64,35.9,open,1,2019
Philadelphia 76ers,5,5,25.2,56,117,47.9,54.3,15.7,41,73,56.2,9.5,15,44,34.1,open,1,2019
Portland Trail Blazers,5,5,25.8,50,115,43.5,54.3,12.1,25,54,46.3,13.7,25,61,41.0,open,1,2019
Detroit Pistons,4,4,29.5,53,114,46.5,55.3,15.5,33,60,55.0,14.0,20,54,37.0,open,1,2019
Toronto Raptors,5,5,26.5,45,112,40.2,47.3,13.0,29,55,52.7,13.5,16,57,28.1,open,1,2019
Oklahoma City Thunder,5,5,25.3,44,109,40.4,45.9,13.3,32,57,56.1,12.1,12,52,23.1,open,1,2019
Houston Rockets,5,5,25.2,47,106,44.3,51.9,12.1,31,51,60.8,13.1,16,55,29.1,open,1,2019
Boston Celtics,4,4,32.5,45,104,43.3,51.9,18.4,27,59,45.8,14.1,18,45,40.0,open,1,2019
Utah Jazz,5,5,23.8,45,103,43.7,51.9,12.0,28,52,53.8,11.8,17,51,33.3,open,1,2019
Milwaukee Bucks,4,4,29.0,46,100,46.0,56.5,13.6,25,47,53.2,15.4,21,53,39.6,open,1,2019
Orlando Magic,5,5,23.6,40,98,40.8,44.9,12.8,32,53,60.4,10.8,8,45,17.8,open,1,2019
Indiana Pacers,4,4,25.4,27,85,31.8,41.2,12.0,11,40,27.5,13.5,16,45,35.6,open,1,2019
Utah Jazz,5,5,29.9,37,129,28.7,38.8,4.4,11,19,57.9,25.5,26,110,23.6,wide_open,1,2019
