TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,round,year
Milwaukee Bucks,7,7,9.1,27,57,47.4,47.4,8.9,27,56,48.2,0.2,0,1,0.0,very_tight,2,2021
Brooklyn Nets,7,7,6.2,16,38,42.1,42.1,6.1,16,37,43.2,0.2,0,1,0.0,very_tight,2,2021
Atlanta Hawks,7,7,6.1,19,37,51.4,51.4,6.1,19,37,51.4,0.0,0,0,-,very_tight,2,2021
Denver Nuggets,4,4,9.6,15,36,41.7,41.7,9.3,15,35,42.9,0.3,0,1,0.0,very_tight,2,2021
Philadelphia 76ers,7,7,5.2,11,30,36.7,36.7,5.0,11,29,37.9,0.2,0,1,0.0,very_tight,2,2021
LA Clippers,6,6,5.8,15,29,51.7,51.7,5.6,15,28,53.6,0.2,0,1,0.0,very_tight,2,2021
Utah Jazz,6,6,5.1,11,25,44.0,46.0,4.7,10,23,43.5,0.4,1,2,50.0,very_tight,2,2021
Phoenix Suns,4,4,7.0,14,24,58.3,58.3,6.7,14,23,60.9,0.3,0,1,0.0,very_tight,2,2021
Brooklyn Nets,7,7,45.2,130,276,47.1,50.7,35.2,110,215,51.2,10.0,20,61,32.8,tight,2,2021
Philadelphia 76ers,7,7,42.9,125,249,50.2,52.4,37.7,114,219,52.1,5.2,11,30,36.7,tight,2,2021
Atlanta Hawks,7,7,40.5,107,247,43.3,44.9,34.9,99,213,46.5,5.6,8,34,23.5,tight,2,2021
Milwaukee Bucks,7,7,39.3,131,246,53.3,55.3,35.1,121,220,55.0,4.2,10,26,38.5,tight,2,2021
Utah Jazz,6,6,40.6,93,200,46.5,51.8,30.0,72,148,48.6,10.5,21,52,40.4,tight,2,2021
LA Clippers,6,6,35.3,91,177,51.4,55.6,28.5,76,143,53.1,6.8,15,34,44.1,tight,2,2021
Phoenix Suns,4,4,43.8,80,151,53.0,55.6,37.1,72,128,56.3,6.7,8,23,34.8,tight,2,2021
Denver Nuggets,4,4,39.5,75,148,50.7,53.0,32.8,68,123,55.3,6.7,7,25,28.0,tight,2,2021
Atlanta Hawks,7,7,32.6,87,199,43.7,51.0,17.5,58,107,54.2,15.1,29,92,31.5,open,2,2021
Milwaukee Bucks,7,7,31.5,75,197,38.1,45.7,15.3,45,96,46.9,16.1,30,101,29.7,open,2,2021
Philadelphia 76ers,7,7,32.2,93,187,49.7,57.2,21.0,65,122,53.3,11.2,28,65,43.1,open,2,2021
Brooklyn Nets,7,7,28.8,82,176,46.6,55.4,13.7,51,84,60.7,15.1,31,92,33.7,open,2,2021
Utah Jazz,6,6,35.1,76,173,43.9,58.7,8.9,25,44,56.8,26.2,51,129,39.5,open,2,2021
LA Clippers,6,6,30.9,79,155,51.0,61.6,16.6,46,83,55.4,14.4,33,72,45.8,open,2,2021
Denver Nuggets,4,4,32.8,47,123,38.2,48.8,12.5,21,47,44.7,20.3,26,76,34.2,open,2,2021
Phoenix Suns,4,4,27.8,48,96,50.0,60.4,15.9,28,55,50.9,11.9,20,41,48.8,open,2,2021
LA Clippers,6,6,27.9,66,140,47.1,64.6,4.6,17,23,73.9,23.4,49,117,41.9,wide_open,2,2021
Atlanta Hawks,7,7,20.8,58,127,45.7,60.6,4.8,20,29,69.0,16.1,38,98,38.8,wide_open,2,2021
Milwaukee Bucks,7,7,20.1,43,126,34.1,46.4,2.9,12,18,66.7,17.3,31,108,28.7,wide_open,2,2021
Brooklyn Nets,7,7,19.8,50,121,41.3,57.9,2.6,10,16,62.5,17.2,40,105,38.1,wide_open,2,2021
Philadelphia 76ers,7,7,19.8,52,115,45.2,61.7,3.6,14,21,66.7,16.2,38,94,40.4,wide_open,2,2021
Utah Jazz,6,6,19.3,46,95,48.4,70.0,1.0,5,5,100.0,18.3,41,90,45.6,wide_open,2,2021
Phoenix Suns,4,4,21.4,36,74,48.6,64.2,5.5,13,19,68.4,15.9,23,55,41.8,wide_open,2,2021
Denver Nuggets,4,4,18.1,26,68,38.2,55.1,2.4,3,9,33.3,15.7,23,59,39.0,wide_open,2,2021
