TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,round,year
LA Clippers,6,6,9.6,26,52,50.0,50.0,9.6,26,52,50.0,0.0,0,0,-,very_tight,1,2020
Houston Rockets,7,7,7.6,24,48,50.0,52.1,7.1,22,45,48.9,0.5,2,3,66.7,very_tight,1,2020
Denver Nuggets,7,7,7.6,23,46,50.0,50.0,7.3,23,44,52.3,0.3,0,2,0.0,very_tight,1,2020
Utah Jazz,7,7,8.0,23,46,50.0,51.1,7.3,22,42,52.4,0.7,1,4,25.0,very_tight,1,2020
Los Angeles Lakers,5,5,9.5,24,42,57.1,57.1,9.0,24,40,60.0,0.5,0,2,0.0,very_tight,1,2020
Portland Trail Blazers,5,5,9.5,16,42,38.1,38.1,8.6,16,38,42.1,0.9,0,4,0.0,very_tight,1,2020
Oklahoma City Thunder,7,7,6.5,18,39,46.2,46.2,6.5,18,39,46.2,0.0,0,0,-,very_tight,1,2020
Dallas Mavericks,6,6,6.2,15,33,45.5,45.5,6.0,15,32,46.9,0.2,0,1,0.0,very_tight,1,2020
Toronto Raptors,4,4,8.8,16,32,50.0,50.0,8.2,16,30,53.3,0.5,0,2,0.0,very_tight,1,2020
Miami Heat,4,4,9.6,16,31,51.6,56.5,8.0,13,26,50.0,1.5,3,5,60.0,very_tight,1,2020
Orlando Magic,5,5,7.0,10,31,32.3,35.5,5.2,8,23,34.8,1.8,2,8,25.0,very_tight,1,2020
Milwaukee Bucks,5,5,6.9,16,30,53.3,53.3,6.4,16,28,57.1,0.5,0,2,0.0,very_tight,1,2020
Boston Celtics,4,4,7.8,14,27,51.9,53.7,7.0,13,24,54.2,0.9,1,3,33.3,very_tight,1,2020
Indiana Pacers,4,4,8.1,8,26,30.8,30.8,7.5,8,24,33.3,0.6,0,2,0.0,very_tight,1,2020
Philadelphia 76ers,4,4,7.7,7,26,26.9,26.9,7.4,7,25,28.0,0.3,0,1,0.0,very_tight,1,2020
Brooklyn Nets,4,4,6.8,11,25,44.0,44.0,6.3,11,23,47.8,0.5,0,2,0.0,very_tight,1,2020
Utah Jazz,7,7,42.2,125,242,51.7,55.2,34.9,108,200,54.0,7.3,17,42,40.5,tight,1,2020
Houston Rockets,7,7,36.0,111,228,48.7,52.9,27.3,92,173,53.2,8.7,19,55,34.5,tight,1,2020
LA Clippers,6,6,40.1,120,217,55.3,56.7,35.3,114,191,59.7,4.8,6,26,23.1,tight,1,2020
Oklahoma City Thunder,7,7,36.0,101,215,47.0,47.9,32.4,97,194,50.0,3.5,4,21,19.0,tight,1,2020
Denver Nuggets,7,7,35.4,101,213,47.4,50.0,29.9,90,180,50.0,5.5,11,33,33.3,tight,1,2020
Dallas Mavericks,6,6,37.9,106,203,52.2,54.9,33.8,95,181,52.5,4.1,11,22,50.0,tight,1,2020
Portland Trail Blazers,5,5,43.5,81,192,42.2,45.6,36.1,68,159,42.8,7.5,13,33,39.4,tight,1,2020
