TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,round,year
Boston Celtics,6,6,8.1,24,42,57.1,58.3,7.5,23,39,59.0,0.6,1,3,33.3,very_tight,3,2020
Denver Nuggets,5,5,8.6,15,34,44.1,44.1,8.1,15,32,46.9,0.5,0,2,0.0,very_tight,3,2020
Miami Heat,6,6,6.0,16,31,51.6,53.2,5.2,15,27,55.6,0.8,1,4,25.0,very_tight,3,2020
Los Angeles Lakers,5,5,5.9,9,24,37.5,37.5,5.4,9,22,40.9,0.5,0,2,0.0,very_tight,3,2020
Miami Heat,6,6,45.6,126,236,53.4,57.4,35.2,107,182,58.8,10.4,19,54,35.2,tight,3,2020
Boston Celtics,6,6,41.0,107,213,50.2,53.5,33.5,93,174,53.4,7.5,14,39,35.9,tight,3,2020
Los Angeles Lakers,5,5,43.1,103,175,58.9,60.9,37.4,96,152,63.2,5.7,7,23,30.4,tight,3,2020
Denver Nuggets,5,5,39.8,89,158,56.3,58.5,35.3,82,140,58.6,4.5,7,18,38.9,tight,3,2020
Boston Celtics,6,6,35.8,75,186,40.3,51.3,12.9,34,67,50.7,22.9,41,119,34.5,open,3,2020
Miami Heat,6,6,30.0,58,155,37.4,45.8,13.0,32,67,47.8,17.0,26,88,29.5,open,3,2020
Los Angeles Lakers,5,5,32.8,56,133,42.1,48.1,18.7,40,76,52.6,14.0,16,57,28.1,open,3,2020
Denver Nuggets,5,5,29.0,60,115,52.2,60.9,17.6,40,70,57.1,11.3,20,45,44.4,open,3,2020
Miami Heat,6,6,18.4,36,95,37.9,51.6,3.5,10,18,55.6,14.9,26,77,33.8,wide_open,3,2020
Denver Nuggets,5,5,22.7,29,90,32.2,42.8,4.5,10,18,55.6,18.1,19,72,26.4,wide_open,3,2020
Boston Celtics,6,6,15.0,34,78,43.6,55.8,3.7,15,19,78.9,11.4,19,59,32.2,wide_open,3,2020
Los Angeles Lakers,5,5,18.2,36,74,48.6,66.2,3.4,10,14,71.4,14.8,26,60,43.3,wide_open,3,2020
