TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Cleveland Cavaliers,21,21,24.7,159,391,40.7,55.6,4.7,42,74,56.8,20.0,117,317,36.9
Golden State Warriors,24,24,18.9,174,370,47.0,60.8,5.8,72,114,63.2,13.1,102,256,39.8
Oklahoma City Thunder,18,18,22.4,151,322,46.9,60.9,7.5,61,107,57.0,15.0,90,215,41.9
Toronto Raptors,20,20,19.6,129,289,44.6,59.0,6.2,46,91,50.5,13.5,83,198,41.9
Atlanta Hawks,10,10,26.9,90,216,41.7,58.3,5.1,18,41,43.9,21.8,72,175,41.1
Portland Trail Blazers,11,11,17.7,78,162,48.1,61.7,6.1,34,56,60.7,11.6,44,106,41.5
San Antonio Spurs,10,10,20.5,60,152,39.5,50.0,7.0,28,52,53.8,13.5,32,100,32.0
Boston Celtics,6,6,30.2,54,146,37.0,51.7,6.2,11,30,36.7,24.0,43,116,37.1
LA Clippers,6,6,27.3,56,134,41.8,55.2,7.3,20,36,55.6,20.0,36,98,36.7
Miami Heat,14,14,11.2,52,119,43.7,54.6,4.0,26,43,60.5,7.1,26,76,34.2
Houston Rockets,5,5,27.9,56,112,50.0,65.2,8.5,22,34,64.7,19.5,34,78,43.6
Indiana Pacers,7,7,19.0,40,102,39.2,51.5,5.2,15,28,53.6,13.8,25,74,33.8
Charlotte Hornets,7,7,16.1,35,88,39.8,52.3,5.1,13,28,46.4,11.0,22,60,36.7
Dallas Mavericks,5,5,21.4,40,86,46.5,61.6,5.2,14,21,66.7,16.2,26,65,40.0
Memphis Grizzlies,4,4,25.6,34,74,45.9,60.8,9.7,12,28,42.9,15.9,22,46,47.8
Detroit Pistons,4,4,21.5,35,69,50.7,68.1,5.0,11,16,68.8,16.5,24,53,45.3
