TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Golden State Warriors,24,24,27.1,223,531,42.0,49.5,14.6,143,285,50.2,12.6,80,246,32.5
Cleveland Cavaliers,21,21,27.5,196,435,45.1,54.6,13.7,113,216,52.3,13.8,83,219,37.9
Oklahoma City Thunder,18,18,29.1,184,417,44.1,50.7,17.7,129,254,50.8,11.4,55,163,33.7
Toronto Raptors,20,20,25.7,180,379,47.5,54.5,15.7,127,231,55.0,10.1,53,148,35.8
Miami Heat,14,14,30.5,126,324,38.9,44.8,19.3,88,205,42.9,11.2,38,119,31.9
Portland Trail Blazers,11,11,25.8,104,236,44.1,52.1,14.6,66,134,49.3,11.1,38,102,37.3
Atlanta Hawks,10,10,29.0,100,233,42.9,51.7,15.7,59,126,46.8,13.3,41,107,38.3
San Antonio Spurs,10,10,27.5,96,204,47.1,52.9,18.3,72,136,52.9,9.2,24,68,35.3
Indiana Pacers,7,7,30.1,70,162,43.2,50.3,15.6,47,84,56.0,14.5,23,78,29.5
LA Clippers,6,6,25.1,57,123,46.3,52.4,16.1,42,79,53.2,9.0,15,44,34.1
Boston Celtics,6,6,24.8,44,120,36.7,42.1,12.8,31,62,50.0,12.0,13,58,22.4
Charlotte Hornets,7,7,21.5,60,117,51.3,64.1,11.4,30,62,48.4,10.1,30,55,54.5
Houston Rockets,5,5,26.4,59,106,55.7,65.1,14.5,39,58,67.2,12.0,20,48,41.7
Detroit Pistons,4,4,32.4,42,104,40.4,51.0,15.0,20,48,41.7,17.4,22,56,39.3
Memphis Grizzlies,4,4,27.7,40,80,50.0,58.8,17.6,26,51,51.0,10.0,14,29,48.3
Dallas Mavericks,5,5,18.9,45,76,59.2,70.4,9.7,28,39,71.8,9.2,17,37,45.9
