PLAYER,TEAM,AGE,POSITION,GP,G,FREQ%,DFGM,DFGA,DFG%,FG%,Diff%,year
Nikola Jokic,DEN,25,C,73,72,45.1,347.0,569.0,61.0,64.3,-3.3,2020
Rudy Gobert,UTA,28,C,68,68,36.3,283.0,565.0,50.1,62.3,-12.2,2020
Hassan Whiteside,POR,31,C,66,66,44.6,278.0,534.0,52.1,63.2,-11.1,2020
Jarrett Allen,BKN,22,C,70,68,39.7,240.0,456.0,52.6,61.8,-9.2,2020
Myles Turner,IND,24,C-F,62,62,48.2,258.0,453.0,57.0,63.6,-6.6,2020
Andre Drummond,CLE,26,C,56,56,43.6,269.0,443.0,60.7,63.1,-2.4,2020
Nikola Vucevic,ORL,29,C,62,62,39.3,266.0,441.0,60.3,62.6,-2.2,2020
Brook Lopez,MIL,32,C,67,66,33.7,203.0,441.0,46.0,62.6,-16.6,2020
James Harden,HOU,30,G,68,67,38.8,273.0,440.0,62.0,61.7,0.3,2020
Domantas Sabonis,IND,24,F-C,62,62,40.3,246.0,438.0,56.2,62.2,-6.0,2020
Daniel Theis,BOS,28,F-C,65,65,44.5,231.0,423.0,54.6,62.2,-7.6,2020
Nemanja Bjelica,SAC,32,F,72,70,42.0,264.0,418.0,63.2,62.7,0.5,2020
Al Horford,PHI,34,C-F,67,67,39.9,259.0,415.0,62.4,62.2,0.2,2020
Maxi Kleber,DAL,28,F,73,69,41.8,223.0,399.0,55.9,61.7,-5.9,2020
Shai Gilgeous-Alexander,OKC,21,G-F,70,69,45.2,242.0,397.0,61.0,60.6,0.3,2020
Jonas Valanciunas,MEM,28,C,70,70,35.7,219.0,394.0,55.6,62.8,-7.2,2020
Kristaps Porzingis,DAL,24,F-C,56,56,41.0,196.0,391.0,50.1,62.0,-11.9,2020
Bam Adebayo,MIA,22,C-F,71,71,36.0,216.0,377.0,57.3,62.4,-5.1,2020
P.J. Tucker,HOU,35,F,71,70,35.8,231.0,377.0,61.3,62.2,-0.9,2020
Steven Adams,OKC,26,C,62,59,38.1,209.0,376.0,55.6,62.9,-7.3,2020
Buddy Hield,SAC,27,G,72,71,42.4,227.0,375.0,60.5,60.6,-0.1,2020
Lonzo Ball,NOP,22,G,63,63,43.7,219.0,369.0,59.3,60.6,-1.2,2020
Pascal Siakam,TOR,26,F,60,60,36.2,210.0,360.0,58.3,61.7,-3.3,2020
Robert Covington,HOU,29,F,70,70,41.8,244.0,360.0,67.8,62.2,5.6,2020
Serge Ibaka,TOR,30,F,55,55,42.9,178.0,356.0,50.0,61.2,-11.2,2020
Kevin Love,CLE,31,F-C,56,56,45.5,234.0,356.0,65.7,61.2,4.6,2020
Jrue Holiday,NOP,30,G,61,61,38.8,221.0,355.0,62.3,61.3,1.0,2020
P.J. Washington,CHA,21,F,57,57,46.3,218.0,354.0,61.6,61.4,0.1,2020
CJ McCollum,POR,28,G,69,68,35.6,201.0,354.0,56.8,60.6,-3.9,2020
Joel Embiid,PHI,26,C-F,51,50,38.7,203.0,353.0,57.5,62.7,-5.2,2020
Mikal Bridges,PHX,23,F,72,70,46.7,215.0,352.0,61.1,61.7,-0.6,2020
Cody Zeller,CHA,27,F-C,57,57,49.9,210.0,349.0,60.2,62.9,-2.7,2020
Miles Bridges,CHA,22,F,64,64,41.4,213.0,346.0,61.6,62.0,-0.4,2020
Ivica Zubac,LAC,23,C,72,72,37.7,168.0,346.0,48.6,63.3,-14.7,2020
Josh Hart,NOP,25,G,65,64,45.1,204.0,343.0,59.5,61.8,-2.3,2020
Darius Garland,CLE,20,G,59,59,49.0,232.0,343.0,67.6,59.8,7.8,2020
Jakob Poeltl,SAS,24,C,65,65,48.0,180.0,342.0,52.6,62.4,-9.8,2020
Jaren Jackson Jr.,MEM,20,F-C,57,57,41.9,184.0,338.0,54.4,62.4,-7.9,2020
Dorian Finney-Smith,DAL,27,F,70,69,37.6,190.0,329.0,57.8,62.1,-4.3,2020
Royce O'Neale,UTA,27,F,71,69,38.1,196.0,326.0,60.1,61.2,-1.1,2020
Nerlens Noel,OKC,26,C-F,61,61,50.5,189.0,326.0,58.0,63.8,-5.8,2020
Devin Booker,PHX,23,G,70,67,39.4,201.0,326.0,61.7,60.9,0.7,2020
Trae Young,ATL,21,G,60,60,42.6,220.0,324.0,67.9,59.1,8.8,2020
Montrezl Harrell,LAC,26,F-C,63,63,31.2,174.0,319.0,54.5,62.2,-7.7,2020
De'Andre Hunter,ATL,22,F-G,63,62,39.5,205.0,318.0,64.5,61.4,3.1,2020
Anthony Davis,LAL,27,F-C,62,62,35.8,160.0,316.0,50.6,62.0,-11.4,2020
Tobias Harris,PHI,27,F,72,72,40.1,203.0,315.0,64.4,61.5,3.0,2020
Luka Doncic,DAL,21,F-G,59,57,44.5,187.0,313.0,59.7,60.8,-1.0,2020
Davis Bertans,WAS,27,F,54,53,44.9,181.0,312.0,58.0,61.8,-3.8,2020
Collin Sexton,CLE,21,G,65,65,39.6,228.0,312.0,73.1,60.6,12.5,2020
Tristan Thompson,CLE,29,C-F,57,56,36.9,166.0,311.0,53.4,62.1,-8.7,2020
Troy Brown Jr.,WAS,20,G-F,69,68,43.2,202.0,310.0,65.2,60.7,4.5,2020
Aaron Gordon,ORL,24,F,62,62,41.7,168.0,310.0,54.2,62.4,-8.2,2020
Brandon Ingram,NOP,22,F,62,61,41.9,174.0,308.0,56.5,61.4,-4.9,2020
Derrick White,SAS,25,G,67,67,37.8,197.0,307.0,64.2,61.5,2.7,2020
Dario Saric,PHX,26,F,65,63,42.1,167.0,305.0,54.8,62.2,-7.4,2020
LaMarcus Aldridge,SAS,34,C-F,52,52,33.7,169.0,305.0,55.4,62.7,-7.3,2020
Justin Holiday,IND,31,F-G,73,70,41.0,178.0,304.0,58.6,60.9,-2.3,2020
JaVale McGee,LAL,32,C-F,68,66,49.8,161.0,302.0,53.3,62.7,-9.3,2020
John Collins,ATL,22,F,41,41,42.8,179.0,298.0,60.1,61.2,-1.1,2020
Danny Green,LAL,33,G,68,65,38.0,181.0,297.0,60.9,61.4,-0.4,2020
Lauri Markkanen,CHI,23,F-C,50,50,46.0,177.0,296.0,59.8,62.0,-2.2,2020
Danuel House Jr.,HOU,27,F-G,63,62,38.2,190.0,296.0,64.2,60.6,3.6,2020
Evan Fournier,ORL,27,G-F,66,65,39.1,189.0,294.0,64.3,61.1,3.2,2020
Dejounte Murray,SAS,23,G,65,62,43.6,186.0,292.0,63.7,61.8,1.9,2020
Richaun Holmes,SAC,26,F,44,44,47.3,177.0,292.0,60.6,62.6,-2.0,2020
Taurean Prince,BKN,26,F,64,62,40.8,177.0,291.0,60.8,61.5,-0.6,2020
Kemba Walker,BOS,30,G,56,53,40.0,170.0,290.0,58.6,60.0,-1.3,2020
Will Barton,DEN,29,G,58,57,41.1,184.0,289.0,63.7,61.4,2.3,2020
Terry Rozier,CHA,26,G,62,60,37.8,191.0,287.0,66.6,60.6,5.9,2020
Dennis Schroder,OKC,26,G,65,65,40.1,161.0,286.0,56.3,60.7,-4.5,2020
Kent Bazemore,SAC,30,G-F,68,65,39.7,161.0,286.0,56.3,61.2,-4.9,2020
Ja Morant,MEM,20,G,67,64,36.4,177.0,285.0,62.1,59.5,2.6,2020
Jayson Tatum,BOS,22,F-G,66,64,42.2,165.0,284.0,58.1,60.5,-2.4,2020
Clint Capela,ATL,26,C,39,39,43.1,178.0,284.0,62.7,63.6,-0.9,2020
Christian Wood,DET,24,F,60,59,39.7,155.0,283.0,54.8,61.7,-6.9,2020
Kevin Huerter,ATL,21,G-F,56,56,45.0,180.0,283.0,63.6,60.3,3.3,2020
Thaddeus Young,CHI,32,F,64,63,39.2,175.0,283.0,61.8,62.1,-0.3,2020
Wendell Carter Jr.,CHI,21,C-F,43,43,56.4,160.0,282.0,56.7,63.2,-6.4,2020
Joe Harris,BKN,28,G-F,69,69,39.5,172.0,281.0,61.2,61.0,0.2,2020
Dillon Brooks,MEM,24,G-F,73,71,32.4,165.0,277.0,59.6,61.0,-1.4,2020
Cory Joseph,SAC,28,G,72,67,39.5,169.0,275.0,61.5,61.3,0.2,2020
Glenn Robinson III,PHI,26,F,62,59,40.6,175.0,275.0,63.6,61.8,1.9,2020
Ish Smith,WAS,31,G,68,67,40.4,166.0,274.0,60.6,59.0,1.6,2020
Mitchell Robinson,NYK,22,C-F,61,60,35.0,152.0,274.0,55.5,62.0,-6.5,2020
Deandre Ayton,PHX,21,C,38,38,35.0,155.0,273.0,56.8,62.1,-5.4,2020
