PLAYER,TEAM,GP,W,L,MIN,PassesMade,PassesReceived,AST,SecondaryAST,PotentialAST,AST PTSCreated,ASTAdj,AST ToPass%,AST ToPass% Adj
Josh Hart,POR,53,19,34,1757,2111,1972,222,21,448,564,263,10.5,12.5
Josh Jackson,SAC,50,12,38,814,880,851,54,7,130,153,73,6.1,8.3
Josh Okogie,MIN,49,23,26,516,256,258,25,4,49,67,31,9.8,12.1
Josh Richardson,SAS,64,38,26,1584,1871,1751,115,25,228,301,153,6.1,8.2
Joshua Primo,SAS,50,22,28,965,853,930,81,8,177,210,99,9.5,11.6
Jrue Holiday,MIL,67,47,20,2207,3384,3913,457,61,903,1205,569,13.5,16.8
Juan Toscano-Anderson,GSW,73,51,22,994,1724,1442,127,28,267,337,167,7.4,9.7
Juancho Hernangomez,UTA,40,20,20,445,430,283,20,2,52,58,24,4.7,5.6
Julius Randle,NYK,71,31,40,2506,3642,3971,368,29,731,1021,424,10.1,11.6
Justin Anderson,IND,16,3,13,316,347,315,33,3,46,88,36,9.5,10.4
Justin Champagnie,TOR,36,21,15,281,267,147,11,1,20,29,13,4.1,4.9
Justin Holiday,SAC,74,25,49,2057,1690,1950,128,22,216,298,157,7.6,9.3
Justin Jackson,PHX,6,5,1,31,25,27,2,0,3,5,2,8.0,8.0
Justin Robinson,DET,24,13,11,295,436,470,29,5,66,79,38,6.7,8.7
Justise Winslow,POR,47,24,23,761,898,655,82,9,133,209,100,9.1,11.1
Jusuf Nurkic,POR,56,25,31,1578,2374,1920,157,14,304,418,182,6.6,7.7
Juwan Morgan,BOS,2,1,1,31,27,11,1,0,1,2,1,3.7,3.7
KZ Okpala,MIA,21,14,7,244,231,204,14,3,34,41,19,6.1,8.2
Kai Jones,CHA,20,14,6,61,53,46,4,0,5,12,6,7.5,11.3
Karl-Anthony Towns,MIN,74,44,30,2475,2796,3240,269,29,518,712,322,9.6,11.5
Keifer Sykes,IND,32,6,26,566,800,902,62,6,132,169,75,7.8,9.4
Keita Bates-Diop,SAS,59,23,36,957,733,587,41,4,76,103,47,5.6,6.4
Kelan Martin,BOS,30,14,16,450,374,380,21,4,46,57,28,5.6,7.5
Keldon Johnson,SAS,75,33,42,2392,2534,2329,158,26,295,413,197,6.2,7.8
Keljin Blevins,POR,31,4,27,349,281,262,19,4,40,49,23,6.8,8.2
Kelly Olynyk,DET,40,13,27,764,1301,1157,111,12,210,302,137,8.5,10.5
Kelly Oubre Jr.,CHA,75,39,36,1985,1354,1755,84,20,139,209,108,6.2,8.0
Kemba Walker,NYK,37,16,21,948,1682,1792,131,25,240,347,166,7.8,9.9
Kenrich Williams,OKC,49,17,32,1072,1136,1075,108,12,207,274,130,9.5,11.4
Kent Bazemore,LAL,39,16,23,545,505,408,34,4,59,84,39,6.7,7.7
Kentavious Caldwell-Pope,WAS,77,34,43,2329,2081,2161,145,26,274,364,188,7.0,9.0
Kenyon Martin Jr.,HOU,79,20,59,1656,1835,1511,101,15,199,281,127,5.5,6.9
Keon Johnson,POR,36,8,28,694,719,883,76,3,140,194,87,10.6,12.1
Kessler Edwards,BKN,48,22,26,987,872,572,31,7,55,80,37,3.6,4.2
Kevin Durant,BKN,55,36,19,2047,2406,3152,351,46,596,871,430,14.6,17.9
Kevin Huerter,ATL,74,40,34,2188,2002,2106,203,26,349,504,242,10.1,12.1
Kevin Knox II,ATL,30,18,12,222,202,158,10,3,20,26,13,5.0,6.4
Kevin Love,CLE,74,38,36,1665,2250,2048,160,19,252,400,199,7.1,8.8
Kevin Pangos,CLE,24,16,8,166,307,355,30,8,61,83,45,9.8,14.7
Kevin Porter Jr.,HOU,61,16,45,1907,3131,3414,376,29,657,991,444,12.0,14.2
Kevon Looney,GSW,81,53,28,1713,2254,1685,163,25,289,428,203,7.2,9.0
Khem Birch,TOR,55,34,21,991,1005,733,56,12,119,141,69,5.6,6.9
Khris Middleton,MIL,66,44,22,2141,2853,3265,358,30,657,911,426,12.5,14.9
Killian Hayes,DET,65,21,44,1617,2722,2592,275,27,552,721,335,10.1,12.3
Killian Tillie,MEM,35,26,9,441,338,314,22,3,32,53,26,6.5,7.7
Kira Lewis Jr.,NOP,24,6,18,341,577,611,49,12,104,133,67,8.5,11.6
Klay Thompson,GSW,32,17,15,941,736,1141,88,15,132,220,108,12.0,14.7
Kris Dunn,POR,14,1,13,336,652,650,79,2,149,202,88,12.1,13.5
Kristaps Porzingis,WAS,51,26,25,1481,1833,1904,119,18,172,292,142,6.5,7.7
Kyle Anderson,MEM,69,46,23,1484,1709,1367,183,17,325,468,214,10.7,12.5
Kyle Guy,MIA,19,15,4,186,237,245,17,2,40,45,22,7.2,9.3
Kyle Kuzma,WAS,66,29,37,2204,2432,2455,233,20,418,612,285,9.6,11.7
Kyle Lowry,MIA,63,41,22,2133,4119,4106,474,34,886,1218,559,11.5,13.6
Kyrie Irving,BKN,29,14,15,1092,1531,1834,167,30,324,430,218,10.9,14.2
LaMarcus Aldridge,BKN,47,26,21,1050,1078,1028,42,8,95,115,53,3.9,4.9
LaMelo Ball,CHA,74,39,35,2391,4664,5125,558,79,988,1429,706,12.0,15.1
Lamar Stevens,CLE,63,35,28,1015,821,694,44,4,105,124,53,5.4,6.5
Lance Stephenson,IND,46,11,35,814,1331,1474,165,13,274,442,199,12.4,15.0
Landry Shamet,PHX,69,53,16,1437,1155,1283,108,13,208,278,137,9.4,11.9
Langston Galloway,MIL,7,4,3,107,103,101,12,0,14,29,12,11.7,11.7
Larry Nance Jr.,NOP,46,19,27,1040,1136,869,81,10,168,214,93,7.1,8.2
Lauri Markkanen,CLE,61,32,29,1878,1720,1589,81,18,134,193,101,4.7,5.9
LeBron James,LAL,56,25,31,2084,3182,3926,349,48,693,916,442,11.0,13.9
Leandro Bolmaro,MIN,35,19,16,241,364,339,21,5,59,64,34,5.8,9.3
Lindell Wigginton,MIL,19,11,8,199,210,250,23,0,27,52,24,11.0,11.4
Lindy Waters III,OKC,25,6,19,465,381,417,24,5,55,62,30,6.3,7.9
Lonnie Walker IV,SAS,70,27,43,1612,1222,1819,152,18,265,378,180,12.4,14.7
Lonzo Ball,CHI,35,22,13,1212,2040,1914,178,17,344,444,212,8.7,10.4
Lou Williams,ATL,56,33,23,799,877,1069,105,13,204,282,135,12.0,15.4
Louis King,SAC,10,2,8,104,106,114,9,1,17,27,14,8.5,13.2
Luguentz Dort,OKC,51,17,34,1665,1191,1727,88,13,212,239,113,7.4,9.5
Luka Doncic,DAL,65,44,21,2301,3646,4576,568,84,1105,1466,699,15.6,19.2
Luka Garza,DET,31,3,28,371,382,340,17,1,40,46,20,4.5,5.2
Luke Kennard,LAC,70,35,35,1919,1709,1853,146,29,259,378,188,8.5,11.0
Luke Kornet,BOS,15,11,4,103,100,87,9,1,17,24,10,9.0,10.0
MJ Walker,PHX,2,1,1,8,12,9,1,0,1,2,1,8.3,8.3
Mac McClung,LAL,2,2,0,24,33,33,1,1,6,6,4,3.0,12.1
Malachi Flynn,TOR,44,25,19,537,863,891,70,18,165,191,97,8.1,11.2
Malcolm Brogdon,IND,36,14,22,1206,2083,2379,212,23,430,558,262,10.2,12.6
Malcolm Hill,CHI,19,8,11,212,136,117,8,2,17,18,10,5.9,7.4
Malik Beasley,MIN,79,46,33,1976,1583,1792,116,21,206,317,154,7.3,9.7
Malik Fitts,BOS,15,13,2,63,65,43,5,0,10,13,5,7.7,7.7
Malik Monk,LAL,76,32,44,2138,2359,2440,218,30,425,556,270,9.2,11.4
Malik Newman,CLE,1,0,1,8,10,16,1,0,2,3,1,10.0,10.0
Mamadi Diakite,OKC,13,4,9,188,252,167,2,0,5,5,2,0.8,0.8
Marcus Garrett,MIA,12,11,1,128,106,69,7,0,10,17,7,6.6,6.6
Marcus Morris Sr.,LAC,53,26,27,1529,1246,1504,110,23,192,292,143,8.8,11.5
Marcus Smart,BOS,70,47,23,2265,3495,3677,412,42,716,1029,479,11.8,13.7
Markelle Fultz,ORL,18,6,12,360,608,752,99,6,194,263,114,16.3,18.8
Markieff Morris,MIA,17,10,7,298,249,281,23,1,37,64,27,9.2,10.8
Marko Simonovic,CHI,9,4,5,35,25,33,0,1,3,0,1,0.0,4.0
Markus Howard,DEN,31,17,14,177,142,215,7,1,17,20,9,4.9,6.3
Marquese Chriss,DAL,34,24,10,346,363,280,17,3,26,49,23,4.7,6.3
Marvin Bagley III,DET,48,17,31,1146,1133,851,36,2,55,99,40,3.2,3.5
Mason Jones,LAL,4,2,2,51,57,50,4,0,7,10,4,7.0,7.0
Mason Plumlee,CHA,72,40,32,1771,2309,1732,222,33,398,577,273,9.6,11.8
Matisse Thybulle,PHI,66,43,23,1685,1057,888,75,13,126,205,99,7.1,9.4
Matt Mooney,NYK,1,1,0,2,4,5,0,0,0,0,0,0.0,0.0
Matt Ryan,BOS,1,1,0,5,4,8,0,0,1,0,0,0.0,0.0
Matt Thomas,CHI,40,23,17,460,390,354,20,2,40,53,24,5.1,6.2
Maurice Harkless,SAC,46,14,32,842,613,488,22,2,44,56,25,3.6,4.1
Max Strus,MIA,68,46,22,1587,1619,1498,92,23,148,240,123,5.7,7.6
Maxi Kleber,DAL,59,36,23,1450,1866,1365,68,24,165,189,101,3.6,5.4
McKinley Wright IV,MIN,5,3,2,19,31,29,3,0,2,8,3,9.7,9.7
Melvin Frazier Jr.,OKC,3,0,3,120,64,88,1,0,8,3,1,1.6,1.6
Micah Potter,DET,3,2,1,31,26,18,0,0,2,1,1,0.0,3.8
Michael Porter Jr.,DEN,9,5,4,265,235,212,17,2,30,41,21,7.2,8.9
Mikal Bridges,PHX,81,63,18,2815,1912,1995,185,28,360,451,224,9.7,11.7
Mike Conley,UTA,72,44,28,2058,3549,4054,385,80,772,1012,519,10.8,14.6
Mike Muscala,OKC,43,15,28,593,832,649,22,3,43,56,26,2.6,3.1
Miles Bridges,CHA,79,41,38,2800,3144,3301,298,44,558,786,363,9.5,11.5
Miles McBride,NYK,40,19,21,372,391,398,41,5,58,117,53,10.5,13.6
Mitchell Robinson,NYK,71,31,40,1821,1488,768,38,10,65,101,49,2.6,3.3
Miye Oni,UTA,16,15,1,44,33,30,5,0,7,14,5,15.2,15.2
Mo Bamba,ORL,71,19,52,1824,1904,1370,85,6,139,211,93,4.5,4.9
Monte Morris,DEN,75,44,31,2239,3550,3779,333,56,580,841,414,9.4,11.7
Montrezl Harrell,CHA,71,36,35,1640,1838,1786,145,10,202,351,163,7.9,8.9
Moritz Wagner,ORL,63,16,47,960,1439,1283,87,3,156,240,98,6.0,6.8
Moses Brown,CLE,40,19,21,344,303,179,1,2,6,2,3,0.3,1.0
Moses Moody,GSW,51,35,16,584,368,472,23,8,52,59,33,6.3,9.0
Moses Wright,DAL,4,4,0,15,12,9,2,0,2,5,2,16.7,16.7
Mychal Mulder,MIA,17,3,14,240,140,182,5,1,23,16,7,3.6,5.0
Myles Powell,PHI,11,8,3,52,78,90,3,0,11,8,3,3.8,3.8
Myles Turner,IND,42,15,27,1235,1001,872,44,7,60,113,52,4.4,5.2
Naji Marshall,NOP,55,23,32,736,899,803,62,9,138,159,80,6.9,8.9
Nassir Little,POR,42,19,23,1088,934,801,54,6,116,151,63,5.8,6.7
Nate Hinton,IND,2,0,2,2,1,2,0,0,0,0,0,0.0,0.0
Nathan Knight,MIN,37,22,15,267,316,275,22,3,35,57,27,7.0,8.5
Naz Reid,MIN,77,42,35,1215,1424,1252,71,15,154,183,89,5.0,6.3
Neemias Queta,SAC,15,4,11,120,100,89,6,0,6,12,6,6.0,6.0
Nemanja Bjelica,GSW,70,48,22,1121,1792,1441,158,22,268,407,193,8.8,10.8
Nerlens Noel,NYK,25,10,15,562,584,259,23,4,33,55,28,3.9,4.8
Nic Claxton,BKN,47,24,23,974,896,638,43,4,81,115,51,4.8,5.7
Nick Richards,CHA,49,25,24,348,367,275,11,2,25,29,14,3.0,3.8
Nickeil Alexander-Walker,UTA,64,28,36,1449,1808,2035,154,26,287,388,192,8.5,10.6
Nicolas Batum,LAC,58,31,27,1445,1602,1182,98,13,173,244,118,6.1,7.4
Nik Stauskas,BOS,8,7,1,39,32,37,2,0,2,5,2,6.3,6.3
Nikola Jokic,DEN,74,46,28,2476,5432,4641,584,74,1032,1458,708,10.8,13.0
Nikola Vucevic,CHI,73,41,32,2418,3600,3176,236,40,438,612,289,6.6,8.0
Norman Powell,LAC,45,15,30,1458,908,1429,96,20,169,242,121,10.6,13.3
Norvel Pelle,UTA,3,0,3,19,7,5,0,0,0,0,0,0.0,0.0
O.G. Anunoby,TOR,48,31,17,1728,1535,1690,125,17,239,335,156,8.1,10.2
Obi Toppin,NYK,71,31,40,1220,1422,1204,77,12,123,210,92,5.4,6.5
Olivier Sarr,OKC,22,6,16,421,507,394,19,7,37,55,27,3.7,5.3
Omer Yurtseven,MIA,56,39,17,706,752,549,49,9,89,129,63,6.5,8.4
Onyeka Okongwu,ATL,48,26,22,992,917,647,53,7,99,136,63,5.8,6.9
Oshae Brissett,IND,67,19,48,1564,1625,1304,72,10,122,183,83,4.4,5.1
Otto Porter Jr.,GSW,62,41,21,1372,1641,1227,94,16,210,270,126,5.7,7.7
P.J. Tucker,MIA,71,45,26,1981,1855,1423,149,18,264,406,178,8.0,9.6
P.J. Washington,CHA,65,33,32,1768,2098,1620,147,16,280,403,183,7.0,8.7
PJ Dozier,DEN,18,9,9,340,383,348,29,4,49,73,35,7.6,9.1
Paris Bass,PHX,1,1,0,5,6,10,0,0,0,0,0,0.0,0.0
Pascal Siakam,TOR,68,40,28,2578,3579,3740,360,38,729,945,423,10.1,11.8
Pat Connaughton,MIL,65,41,24,1691,1505,1188,82,11,161,218,102,5.4,6.8
Patrick Beverley,MIN,58,33,25,1476,2348,2288,268,22,486,677,303,11.4,12.9
Patrick Williams,CHI,17,9,8,422,415,285,15,1,36,41,18,3.6,4.3
Patty Mills,BKN,81,44,37,2346,2068,2446,183,22,311,442,220,8.8,10.6
Paul George,LAC,31,18,13,1077,1416,1819,176,25,321,467,223,12.4,15.7
Paul Millsap,PHI,33,22,11,376,430,286,29,2,52,68,32,6.7,7.4
Paul Reed,PHI,38,21,17,303,342,208,16,0,30,46,18,4.7,5.3
Paul Watson,OKC,9,2,7,156,125,109,8,0,17,19,8,6.4,6.4
Payton Pritchard,BOS,71,46,25,1001,1547,1666,139,22,261,385,179,9.0,11.6
Petr Cornelie,DEN,13,3,10,38,46,40,3,0,2,8,3,6.5,6.5
Precious Achiuwa,TOR,73,46,27,1725,1650,1451,82,12,150,208,100,5.0,6.1
Quentin Grimes,NYK,45,20,25,780,592,619,44,3,84,116,51,7.4,8.6
Quinndary Weatherspoon,GSW,11,8,3,73,69,62,5,1,8,12,6,7.2,8.7
R.J. Hampton,ORL,64,15,49,1402,1811,1850,158,15,388,439,190,8.7,10.5
RJ Barrett,NYK,69,32,37,2384,2134,2748,202,23,401,508,245,9.5,11.5
RJ Nembhard Jr.,CLE,14,6,8,63,103,115,12,1,16,28,13,11.7,12.6
Rajon Rondo,CLE,39,16,23,698,1500,1473,170,13,331,443,204,11.3,13.6
Raul Neto,WAS,70,29,41,1372,2233,2481,217,19,411,570,258,9.7,11.6
Rayjon Tucker,MIL,5,2,3,71,55,43,10,2,14,26,12,18.2,21.8
Reggie Bullock,DAL,68,44,24,1902,1815,1484,83,11,146,211,100,4.6,5.5
Reggie Jackson,LAC,74,38,36,2305,3372,4347,356,74,675,940,475,10.6,14.1
Reggie Perry,POR,10,0,10,187,205,189,12,1,33,32,14,5.9,6.8
Richaun Holmes,SAC,44,15,29,1041,1004,827,46,8,69,125,59,4.6,5.9
Ricky Rubio,IND,34,20,14,970,1833,2146,225,29,475,588,284,12.3,15.5
Rob Edwards,OKC,2,0,2,11,13,12,0,0,0,0,0,0.0,0.0
Robert Covington,LAC,71,34,37,1940,2314,1345,92,19,174,258,125,4.0,5.4
Robert Williams III,BOS,60,40,20,1770,1665,1195,120,7,210,317,136,7.2,8.2
Robert Woodard II,SAS,12,0,12,42,29,22,3,1,5,7,4,10.3,13.8
Robin Lopez,ORL,36,9,27,612,484,534,54,4,91,140,62,11.2,12.8
Rodney Hood,LAC,52,30,22,709,543,461,38,9,73,102,50,7.0,9.2
Rodney McGruder,DET,50,13,37,737,574,588,47,4,89,116,52,8.2,9.1
Romeo Langford,SAS,48,24,24,771,478,426,21,1,51,54,23,4.4,4.8
Royce O'Neale,UTA,77,46,31,2406,3875,2086,191,19,376,503,223,4.9,5.8
Rudy Gay,UTA,55,34,21,1038,1256,853,56,8,103,151,71,4.5,5.7
Rudy Gobert,UTA,66,42,24,2120,1367,1170,72,8,114,189,83,5.3,6.1
Rui Hachimura,WAS,42,16,26,944,936,890,48,6,89,133,59,5.1,6.3
Russell Westbrook,LAL,78,31,47,2678,4229,4677,550,50,1075,1419,668,13.0,15.8
Ryan Arcidiacono,NYK,10,8,2,76,76,66,4,0,9,11,6,5.3,7.9
Saben Lee,DET,36,8,28,588,993,1038,102,9,221,266,120,10.3,12.1
Saddiq Bey,DET,81,23,58,2672,2627,2891,232,37,443,590,289,8.8,11.0
Sam Dekker,TOR,1,1,0,1,1,1,0,0,0,0,0,0.0,0.0
Sam Hauser,BOS,26,20,6,158,175,133,10,4,20,27,15,5.7,8.6
Sam Merrill,MEM,6,2,4,58,87,91,4,2,17,10,7,4.6,8.0
Sandro Mamukelashvili,MIL,41,22,19,407,438,299,22,4,56,55,26,5.0,5.9
Santi Aldama,MEM,31,19,12,342,290,272,20,3,47,56,24,6.9,8.3
Scottie Barnes,TOR,74,43,31,2617,3687,3244,256,37,523,667,318,6.9,8.6
Scottie Lewis,CHA,2,1,1,7,6,5,1,0,2,3,1,16.7,16.7
Scotty Hopson,OKC,1,0,1,18,6,11,1,0,0,2,1,16.7,16.7
Sekou Doumbouya,LAL,2,0,2,16,9,11,0,0,0,0,0,0.0,0.0
Semi Ojeleye,LAC,30,14,16,406,279,200,9,1,26,24,11,3.2,3.9
Serge Ibaka,MIL,53,30,23,858,841,696,48,7,95,123,61,5.7,7.3
Seth Curry,BKN,64,38,26,2134,2508,2824,230,46,411,607,304,9.2,12.1
Shai Gilgeous-Alexander,OKC,56,16,40,1942,2847,3805,331,39,726,859,406,11.6,14.3
Shake Milton,PHI,55,34,21,1179,1642,1829,139,24,282,363,175,8.5,10.7
Shaq Buchanan,MEM,2,2,0,10,16,9,2,0,4,4,2,12.5,12.5
Shaquille Harrison,BKN,2,1,1,23,27,22,3,1,3,8,4,11.1,14.8
Sharife Cooper,ATL,13,8,5,39,74,88,5,1,7,13,7,6.8,9.5
Skylar Mays,ATL,28,17,11,220,264,269,17,2,40,50,20,6.4,7.6
Solomon Hill,ATL,13,7,6,139,159,99,12,0,19,32,12,7.5,7.5
Spencer Dinwiddie,DAL,67,38,29,1981,3016,3460,346,37,664,883,410,11.5,13.6
Stanley Johnson,LAL,48,16,32,1094,1125,859,80,9,142,202,93,7.1,8.3
Stephen Curry,GSW,64,45,19,2211,3199,4124,404,81,685,1010,527,12.6,16.5
Sterling Brown,DAL,49,31,18,628,646,488,34,5,73,89,44,5.3,6.8
Steven Adams,MEM,75,50,25,1977,2285,1490,252,8,364,581,272,11.0,11.9
Svi Mykhailiuk,TOR,56,29,27,716,595,601,45,3,94,123,54,7.6,9.1
T.J. McConnell,IND,27,9,18,652,1250,1274,131,10,279,351,156,10.5,12.5
Tacko Fall,CLE,11,4,7,59,59,40,2,0,4,5,2,3.4,3.4
Taj Gibson,NYK,51,23,28,925,852,512,29,2,66,80,34,3.4,4.0
Talen Horton-Tucker,LAL,60,23,37,1511,1841,1826,159,19,304,406,189,8.6,10.3
Taurean Prince,MIN,69,40,29,1177,957,895,68,15,130,175,89,7.1,9.3
Terance Mann,LAC,80,41,39,2284,2509,2336,205,20,402,560,242,8.2,9.6
Terence Davis,SAC,29,10,19,519,423,534,40,1,63,104,46,9.5,10.9
Terrence Ross,ORL,63,14,49,1448,1070,1351,116,14,234,299,142,10.8,13.3
Terry Rozier,CHA,72,38,34,2427,3481,4036,322,40,596,837,392,9.3,11.3
Terry Taylor,IND,33,7,26,714,580,475,41,4,69,109,48,7.1,8.3
Thaddeus Young,TOR,52,27,25,845,1233,974,104,7,179,270,121,8.4,9.8
Thanasis Antetokounmpo,MIL,48,26,22,473,416,329,22,2,47,57,27,5.3,6.5
Theo Maledon,OKC,51,14,37,908,1550,1621,111,18,227,289,136,7.2,8.8
Theo Pinson,DAL,19,14,5,148,212,163,17,4,35,46,23,8.0,10.8
Thomas Bryant,WAS,27,8,19,439,515,458,23,5,45,56,29,4.5,5.6
Tim Frazier,CLE,12,1,11,208,396,391,34,4,81,88,42,8.6,10.6
Tim Hardaway Jr.,DAL,42,24,18,1245,1275,1388,92,11,169,244,117,7.2,9.2
Timothe Luwawu-Cabarrot,ATL,52,30,22,685,562,488,40,10,70,100,50,7.1,8.9
Tobias Harris,PHI,73,45,28,2543,3318,3066,252,45,471,670,327,7.6,9.9
Tomas Satoransky,WAS,55,21,34,906,1579,1558,184,19,364,494,233,11.7,14.8
Tony Bradley,CHI,55,28,27,549,594,341,27,3,49,74,33,4.5,5.6
Tony Snell,NOP,53,19,34,823,706,446,28,4,67,72,33,4.0,4.7
Torrey Craig,PHX,78,36,42,1596,1567,1272,91,11,168,250,118,5.8,7.5
Trae Young,ATL,76,40,36,2652,3917,5489,737,78,1304,1832,885,18.8,22.6
Trayvon Palmer,DET,1,0,1,17,9,2,0,0,0,0,0,0.0,0.0
Tre Jones,SAS,69,32,37,1148,2038,2134,233,29,461,611,282,11.4,13.8
Tre Mann,OKC,60,17,43,1367,1376,1650,91,13,182,211,103,6.6,7.5
Tremont Waters,WAS,3,0,3,50,58,65,7,1,14,17,9,12.1,15.5
Trendon Watford,POR,48,16,32,869,1194,866,81,6,167,215,93,6.8,7.8
Trent Forrest,UTA,60,36,24,766,1195,1109,106,13,187,285,128,8.9,10.7
Trevelin Queen,HOU,10,1,9,74,51,60,4,1,11,11,5,7.8,9.8
Trevon Scott,CLE,2,1,1,11,11,11,0,0,1,0,0,0.0,0.0
Trevor Ariza,LAL,24,8,16,462,459,355,27,5,44,77,33,5.9,7.2
Trey Burke,DAL,42,24,18,441,650,821,57,8,98,142,68,8.8,10.5
Trey Lyles,SAC,74,19,55,1511,1811,1517,87,13,188,249,119,4.8,6.6
Trey Murphy III,NOP,62,31,31,864,511,599,38,5,75,104,48,7.4,9.4
Tristan Thompson,CHI,56,19,37,883,810,651,34,7,64,81,42,4.2,5.2
Troy Brown Jr.,CHI,66,37,29,1055,928,672,66,8,100,173,80,7.1,8.6
Ty Jerome,OKC,48,15,33,801,1212,1394,109,5,220,297,125,9.0,10.3
Tyler Cook,CHI,20,13,7,200,154,107,3,0,14,9,4,1.9,2.6
Tyler Hall,NYK,1,1,0,2,2,2,0,0,1,0,0,0.0,0.0
Tyler Herro,MIA,66,44,22,2151,2795,3329,263,53,537,701,350,9.4,12.5
Tyler Johnson,SAS,6,2,4,91,125,110,7,1,17,16,9,5.6,7.2
Tyrell Terry,MEM,2,2,0,3,3,4,0,0,0,0,0,0.0,0.0
Tyrese Haliburton,IND,76,25,51,2664,4817,4977,623,53,1183,1571,731,12.9,15.2
Tyrese Maxey,PHI,75,45,30,2650,4581,5042,321,40,567,843,391,7.0,8.5
Tyrone Wallace,NOP,6,4,2,75,59,66,1,1,7,6,4,1.7,6.8
Tyus Jones,MEM,72,50,22,1529,2626,2795,320,31,580,832,376,12.2,14.3
Udoka Azubuike,UTA,17,11,6,195,91,79,0,0,2,0,0,0.0,0.0
Udonis Haslem,MIA,13,10,3,83,77,69,4,0,10,10,4,5.2,5.2
Usman Garuba,HOU,24,2,22,239,280,127,17,1,28,40,18,6.1,6.4
Vernon Carey Jr.,WAS,7,3,4,44,33,38,0,0,3,0,0,0.0,0.0
Victor Oladipo,MIA,8,4,4,173,234,280,28,2,43,66,30,12.0,12.8
Vit Krejci,OKC,30,8,22,690,786,762,57,8,126,145,70,7.3,8.9
Vlatko Cancar,DEN,15,7,8,176,185,176,17,2,37,46,20,9.2,10.8
Wayne Ellington,LAL,43,15,28,810,592,651,30,7,58,82,41,5.1,6.9
Wayne Selden,NYK,3,2,1,19,8,11,1,0,1,2,1,12.5,12.5
Wendell Carter Jr.,ORL,62,16,46,1852,2824,2226,171,13,318,436,193,6.1,6.8
Wenyen Gabriel,LAL,25,8,17,357,280,213,14,3,29,39,18,5.0,6.4
Wes Iwundu,ATL,3,2,1,82,69,45,0,0,6,0,0,0.0,0.0
Wesley Matthews,MIL,49,33,16,1002,565,528,36,7,63,96,49,6.4,8.7
Will Barton,DEN,71,41,30,2276,2651,2946,276,46,472,709,348,10.4,13.1
Willie Cauley-Stein,PHI,20,12,8,183,195,122,10,2,16,26,12,5.1,6.2
Willy Hernangomez,NOP,50,22,28,839,1318,1011,63,3,110,153,70,4.8,5.3
Xavier Moon,LAC,10,7,3,137,241,249,24,4,40,61,27,10.0,11.2
Xavier Sneed,UTA,9,7,2,39,26,19,1,0,1,3,1,3.8,3.8
Xavier Tillman,MEM,53,35,18,701,896,690,62,6,111,157,74,6.9,8.3
Yuta Watanabe,TOR,38,21,17,445,415,363,21,2,46,55,25,5.1,6.0
Yves Pons,MEM,12,9,3,71,36,35,1,1,5,3,2,2.8,5.6
Zach Collins,SAS,28,14,14,502,642,565,61,2,97,148,72,9.5,11.2
Zach LaVine,CHI,67,37,30,2328,2458,3245,303,50,588,751,381,12.3,15.5
Zavier Simpson,OKC,4,1,3,174,375,395,30,3,64,82,37,8.0,9.9
Zeke Nnaji,DEN,41,24,17,698,486,419,17,3,31,48,21,3.5,4.3
Ziaire Williams,MEM,61,40,21,1321,716,897,65,10,110,168,83,9.1,11.6
Zylan Cheatham,UTA,1,0,1,5,3,4,0,0,0,0,0,0.0,0.0
