PLAYER,TEAM,GP,MIN,FGM,FGA,FG%,3PM,3PA,3P%,eFG%,PTS,PLAYER_ID
Aaron Gordon,DEN,75,2375.0,81,219,37.0,71.0,197.0,36.0,53.2,233,203932
Aaron Henry,PHI,6,17.0,0,0,,0.0,0.0,,,0,1630565
Aaron Holiday,PHX,63,1021.0,26,75,34.699999999999996,26.0,74.0,35.099999999999994,52.0,78,1628988
Aaron Nesmith,BOS,52,574.0,30,103,29.099999999999998,28.0,98.0,28.599999999999998,42.699999999999996,88,1630174
Aaron Wiggins,OKC,50,1209.0,39,126,31.0,39.0,126.0,31.0,46.400000000000006,117,1630598
Abdel Nader,PHX,14,145.0,4,11,36.4,4.0,11.0,36.4,54.50000000000001,12,1627846
Ade Murkey,SAC,1,1.0,0,0,,,,,,0,1630278
Admiral Schofield,ORL,38,469.0,25,73,34.2,24.0,71.0,33.800000000000004,50.7,74,1629678
Ahmad Caver,IND,1,1.0,0,0,,,,,,0,1629958
Al Horford,BOS,69,2005.0,102,286,35.699999999999996,81.0,247.0,32.800000000000004,49.8,285,201143
Alec Burks,NYK,81,2318.0,106,253,41.9,100.0,239.0,41.8,61.7,312,202692
Aleem Ford,ORL,5,74.0,2,15,13.3,2.0,15.0,13.3,20.0,6,1630758
Aleksej Pokusevski,OKC,61,1233.0,54,178,30.3,52.0,168.0,31.0,44.9,160,1630197
Alex Caruso,CHI,41,1147.0,37,107,34.599999999999994,37.0,104.0,35.6,51.9,111,1627936
Alex Len,SAC,39,620.0,13,38,34.2,6.0,21.0,28.599999999999998,42.1,32,203458
Alfonzo McKinnie,CHI,17,206.0,9,26,34.599999999999994,9.0,25.0,36.0,51.9,27,1628035
Alize Johnson,NOP,23,167.0,1,4,25.0,0.0,3.0,0.0,25.0,2,1628993
Alperen Sengun,HOU,72,1489.0,31,104,29.799999999999997,26.0,94.0,27.700000000000003,42.3,88,1630578
Amir Coffey,LAC,69,1567.0,82,212,38.7,81.0,208.0,38.9,57.8,245,1629599
Andre Drummond,BKN,73,1437.0,1,5,20.0,0.0,0.0,,20.0,2,203083
Andre Iguodala,GSW,31,603.0,15,60,25.0,15.0,59.0,25.4,37.5,45,2738
Andrew Wiggins,GSW,73,2330.0,134,325,41.199999999999996,128.0,312.0,41.0,60.9,396,203952
Anfernee Simons,POR,57,1681.0,109,228,47.8,108.0,226.0,47.8,71.5,326,1629014
Anthony Davis,LAL,40,1404.0,47,140,33.6,11.0,63.0,17.5,37.5,105,203076
Anthony Edwards,MIN,72,2466.0,99,235,42.1,92.0,223.0,41.3,61.7,290,1630162
