PLAYER,TEAM,GP,W,L,MIN,DREB,ContestedDREB,ContestedDREB%,DREBChances,DREBChance%,DeferredDREB Chances,AdjustedDREB Chance%,AVG DREBDistance
Aaron Gordon,DEN,74,45,29,2348,314,79,25.2,437,71.9,20,75.3,6.2
Aaron Henry,PHI,1,1,0,5,1,0,0.0,1,100.0,0,100.0,9.3
Aaron Holiday,PHX,49,27,22,853,98,7,7.1,132,74.2,8,79.0,9.2
Aaron Nesmith,BOS,32,19,13,440,74,15,20.3,130,56.9,16,64.9,5.3
Aaron Wiggins,OKC,47,12,35,1180,127,29,22.8,218,58.3,24,65.5,7.1
Abdel Nader,PHX,11,9,2,132,23,6,26.1,34,67.6,4,76.7,5.8
Admiral Schofield,ORL,26,6,20,394,72,11,15.3,103,69.9,12,79.1,5.2
Al Horford,BOS,68,46,22,1974,420,136,32.4,616,68.2,46,73.7,5.7
Alec Burks,NYK,80,36,44,2280,343,67,19.5,511,67.1,41,73.0,6.5
Aleem Ford,ORL,4,2,2,67,13,1,7.7,22,59.1,3,68.4,8.1
Aleksej Pokusevski,OKC,58,18,40,1206,244,47,19.3,371,65.8,40,73.7,5.0
Alex Caruso,CHI,39,23,16,1087,114,20,17.5,188,60.6,14,65.5,8.5
Alex Len,SAC,37,16,21,611,109,39,35.8,215,50.7,35,60.6,5.7
Alfonzo McKinnie,CHI,13,6,7,169,20,4,20.0,32,62.5,1,64.5,6.7
Alize Johnson,NOP,16,10,6,142,33,8,24.2,55,60.0,3,63.5,4.0
Alperen Sengun,HOU,71,17,54,1475,255,74,29.0,453,56.3,49,63.1,4.7
Amir Coffey,LAC,57,28,29,1449,169,25,14.8,254,66.5,28,74.8,7.9
Andre Drummond,BKN,73,42,31,1437,451,151,33.5,625,72.2,33,76.2,3.9
Andre Iguodala,GSW,28,18,10,552,76,22,28.9,113,67.3,7,71.7,7.6
Andrew Wiggins,GSW,70,45,25,2235,236,52,22.0,447,52.8,34,57.1,6.7
Anfernee Simons,POR,50,22,28,1498,125,21,16.8,218,57.3,23,64.1,7.6
Anthony Davis,LAL,40,17,23,1404,288,107,37.2,442,65.2,31,70.1,5.0
Anthony Edwards,MIN,69,37,32,2396,281,44,15.7,446,63.0,48,70.6,6.8
Anthony Gill,WAS,31,11,20,424,52,8,15.4,84,61.9,11,71.2,8.7
Anthony Lamb,HOU,1,0,1,4,1,0,0.0,2,50.0,0,50.0,6.0
Armoni Brooks,TOR,40,17,23,724,83,9,10.8,124,66.9,8,71.6,7.1
