PLAYER,TEAM,GP,W,L,MIN,Touches,PostUps,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,PLAYER_ID,TEAM_ID
Aaron Gordon,DEN,75,46,29,2375.0,3173,159,46,87,52.900000000000006,10,18,55.60000000000001,105,66.0,42,26.400000000000002,11,6.9,11,6.9,9,5.7,203932,1610612743
Aaron Henry,PHI,6,6,0,17.0,17,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1630565,1610612755
Aaron Holiday,PHX,63,34,29,1021.0,1977,1,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1628988,1610612756
Aaron Nesmith,BOS,52,32,20,574.0,802,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1630174,1610612738
Aaron Wiggins,OKC,50,13,37,1209.0,1254,2,1,1,100.0,0,0,0.0,3,150.0,1,50.0,0,0.0,0,0.0,0,0.0,1630598,1610612760
Abdel Nader,PHX,14,11,3,145.0,138,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1627846,1610612756
Ade Murkey,SAC,1,0,1,1.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1630278,1610612758
Admiral Schofield,ORL,38,10,28,469.0,737,3,0,0,0.0,0,0,0.0,0,0.0,2,66.7,0,0.0,1,33.300000000000004,0,0.0,1629678,1610612753
Ahmad Caver,IND,1,0,1,1.0,2,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1629958,1610612754
Al Horford,BOS,68,46,22,1974.0,3357,131,29,62,46.800000000000004,13,16,81.3,72,55.00000000000001,49,37.4,18,13.700000000000001,7,5.3,8,6.1,201143,1610612738
Alec Burks,NYK,80,36,44,2280.0,4486,10,3,5,60.0,2,2,100.0,8,80.0,4,40.0,0,0.0,0,0.0,1,10.0,202692,1610612752
Aleem Ford,ORL,5,2,3,74.0,92,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1630758,1610612753
Aleksej Pokusevski,OKC,61,19,42,1233.0,2320,3,1,2,50.0,0,0,0.0,2,66.7,1,33.300000000000004,1,33.300000000000004,0,0.0,0,0.0,1630197,1610612760
Alex Caruso,CHI,41,24,17,1147.0,2071,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,1627936,1610612741
Alex Len,SAC,39,17,22,620.0,945,17,1,6,16.7,1,2,50.0,3,17.599999999999998,6,35.3,3,17.599999999999998,2,11.799999999999999,1,5.8999999999999995,203458,1610612758
Alfonzo McKinnie,CHI,17,8,9,206.0,231,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1628035,1610612741
Alize Johnson,NOP,23,14,9,167.0,247,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,1628993,1610612740
Alperen Sengun,HOU,72,18,54,1489.0,2711,212,48,89,53.900000000000006,24,32,75.0,123,57.99999999999999,72,34.0,22,10.4,18,8.5,16,7.5,1630578,1610612745
