PLAYER,TEAM,AGE,POSITION,GP,G,FREQ%,DFGM,DFGA,DFG%,FG%,Diff%
DaQuan Jeffries,MEM,24,G-F,2,1,25.0,1.0,1.0,100.0,52.3,47.7
Dakota Mathias,MEM,26,G,3,2,50.0,3.0,3.0,100.0,52.9,47.1
McKinley Wright IV,MIN,23,G,3,2,40.0,2.0,2.0,100.0,54.1,45.9
Jaylen Morris,SAS,26,G,3,1,16.7,1.0,1.0,100.0,54.3,45.7
Trayvon Palmer,DET,27,G,1,1,40.0,2.0,2.0,100.0,57.2,42.9
Udonis Haslem,MIA,42,F,11,5,22.2,8.0,8.0,100.0,58.2,41.8
Eugene Omoruyi,DAL,25,F,2,1,20.0,1.0,1.0,100.0,58.9,41.1
Rayjon Tucker,MIL,24,G,5,5,29.4,10.0,10.0,100.0,60.0,40.0
Nik Stauskas,BOS,28,G,5,3,23.5,4.0,4.0,100.0,60.1,39.9
Norvel Pelle,UTA,29,C,2,2,33.3,4.0,4.0,100.0,61.0,39.1
Sharife Cooper,ATL,21,G,9,5,27.8,5.0,5.0,100.0,61.0,39.0
Malik Fitts,BOS,24,F,11,3,12.5,3.0,3.0,100.0,61.1,38.9
Jon Teske,MEM,25,C,2,1,50.0,1.0,1.0,100.0,61.3,38.7
Cheick Diallo,DET,25,F-C,3,3,31.3,5.0,5.0,100.0,61.5,38.5
Cat Barber,ATL,27,G,2,1,33.3,1.0,1.0,100.0,61.8,38.2
Chandler Hutchison,PHX,26,F-G,4,3,60.0,3.0,3.0,100.0,62.9,37.1
Wayne Selden,NYK,27,G,3,2,25.0,2.0,2.0,100.0,63.6,36.5
Jordan Bell,CHI,27,F,1,1,100.0,2.0,2.0,100.0,63.9,36.1
Moses Wright,DAL,23,F,3,2,33.3,2.0,2.0,100.0,64.6,35.5
Cassius Winston,WAS,24,G,7,4,30.8,4.0,4.0,100.0,65.0,35.0
Mac McClung,LAL,23,G,1,1,50.0,5.0,5.0,100.0,65.6,34.4
Scottie Lewis,CHA,22,G,1,1,100.0,1.0,1.0,100.0,69.7,30.3
Javin DeLaurier,MIL,24,C,1,1,50.0,1.0,1.0,100.0,72.3,27.7
Arnoldas Kulboka,CHA,24,F,1,1,100.0,1.0,1.0,100.0,75.0,25.0
Tyler Johnson,SAS,30,G,6,6,36.1,11.0,13.0,84.6,61.3,23.3
Kevin Knox II,ATL,22,F,20,11,30.4,17.0,21.0,81.0,59.3,21.7
Carsen Edwards,DET,24,G,4,4,27.6,7.0,8.0,87.5,67.5,20.0
Isaiah Todd,WAS,20,F,8,5,41.7,8.0,10.0,80.0,60.1,19.9
James Bouknight,CHA,21,G,25,20,37.5,33.0,42.0,78.6,59.4,19.2
Quinndary Weatherspoon,GSW,25,G,8,6,45.8,9.0,11.0,81.8,63.1,18.7
Malcolm Hill,CHI,26,F,14,11,36.0,25.0,31.0,80.6,62.2,18.4
