Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Antawn Jamison,27,DAL,43,338,600,0.563,82,29.0,14.8,6.3,0.9,1.0,0.4,0.535,0.4,0.748,9.0,0.183,2004,6moy
2,Al Harrington,23,IND,27,275,600,0.458,79,30.9,13.3,6.4,1.7,1.0,0.3,0.463,0.273,0.734,5.9,0.116,2004,6moy
3,Manu Ginóbili,26,SAS,33,244,600,0.407,77,29.4,12.8,4.5,3.8,1.8,0.2,0.418,0.359,0.802,9.1,0.194,2004,6moy
4,Bobby Jackson,30,SAC,5,70,600,0.117,50,23.7,13.8,3.5,2.1,1.0,0.2,0.444,0.37,0.752,3.1,0.124,2004,6moy
5,Earl Boykins,27,DEN,3,46,600,0.077,82,22.5,10.2,1.7,3.6,0.6,0.0,0.419,0.322,0.877,4.1,0.105,2004,6moy
6,Desmond Mason,26,MIL,4,45,600,0.075,82,30.9,14.4,4.4,1.9,0.7,0.3,0.472,0.231,0.769,5.7,0.107,2004,6moy
7,Rafer Alston,27,MIA,1,14,600,0.023,82,31.5,10.2,2.8,4.5,1.4,0.2,0.376,0.371,0.769,5.9,0.11,2004,6moy
8,Shane Battier,25,MEM,2,10,600,0.017,79,24.6,8.5,3.8,1.3,1.3,0.7,0.446,0.349,0.732,5.9,0.145,2004,6moy
9,Raja Bell,27,UTA,1,9,600,0.015,82,24.6,11.2,2.9,1.3,0.8,0.2,0.409,0.373,0.786,3.7,0.088,2004,6moy
10T,Maurice Taylor,27,HOU,1,8,600,0.013,75,27.7,11.5,5.1,1.4,0.6,0.6,0.48,0.0,0.736,3.7,0.085,2004,6moy
10T,Corliss Williamson,30,DET,0,8,600,0.013,79,19.9,9.5,3.2,0.7,0.4,0.3,0.505,,0.731,4.1,0.124,2004,6moy
12,Bonzi Wells,27,TOT,0,5,600,0.008,72,26.0,12.3,3.6,1.9,1.3,0.3,0.427,0.319,0.754,0.9,0.023,2004,6moy
13,Darrell Armstrong,35,NOH,0,4,600,0.007,79,28.4,10.6,2.9,3.9,1.7,0.2,0.395,0.315,0.854,5.3,0.114,2004,6moy
14,Ricky Davis,24,TOT,0,2,600,0.003,79,31.3,14.4,4.5,3.3,1.2,0.3,0.469,0.371,0.718,4.4,0.085,2004,6moy
15T,Fred Hoiberg,31,MIN,0,1,600,0.002,79,22.8,6.7,3.4,1.4,0.8,0.1,0.465,0.442,0.845,6.1,0.163,2004,6moy
15T,Vladimir Radmanović,23,SEA,0,1,600,0.002,77,30.1,12.0,5.3,1.8,1.0,0.5,0.425,0.371,0.748,4.2,0.088,2004,6moy
