# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,year,award
1st,G,Walt Frazier,23.0,NYK,25.0,28.0,0.893,80.0,36.9,17.5,6.2,7.9,,,0.505,,0.746,12.7,0.207,4.4,,,1969,all-defensive
1st,C,Bill Russell,34.0,BOS,20.0,28.0,0.714,77.0,42.7,9.9,19.3,4.9,,,0.433,,0.526,10.9,0.159,9.9,,,1969,all-defensive
1st,F,Dave DeBusschere,28.0,TOT,17.0,28.0,0.607,76.0,38.7,16.3,11.7,2.5,,,0.444,,0.698,5.2,0.085,3.0,,,1969,all-defensive
1st,C,Nate Thurmond,27.0,SFW,15.0,28.0,0.536,71.0,45.2,21.5,19.7,3.6,,,0.41,,0.615,6.5,0.098,6.1,,,1969,all-defensive
1st,G,Jerry Sloan,26.0,CHI,14.0,28.0,0.5,78.0,37.7,16.8,7.9,3.5,,,0.417,,0.745,6.4,0.104,4.1,,,1969,all-defensive
,,,,,,,,,,,,,,,,,,,,,,,1969,all-defensive
2nd,F,Rudy LaRusso,31.0,SFW,12.0,28.0,0.429,75.0,37.1,20.7,8.3,2.1,,,0.41,,0.794,6.3,0.109,3.4,,,1969,all-defensive
2nd,F,Tom Sanders,30.0,BOS,12.0,28.0,0.429,82.0,26.6,11.2,7.0,1.3,,,0.43,,0.733,5.4,0.119,4.1,,,1969,all-defensive
2nd,G,John Havlicek,28.0,BOS,10.0,28.0,0.357,82.0,38.7,21.6,7.0,5.4,,,0.405,,0.78,7.3,0.11,6.3,,,1969,all-defensive
2nd,G,Jerry West,30.0,LAL,9.0,28.0,0.321,61.0,39.2,25.9,4.3,6.9,,,0.471,,0.821,10.8,0.216,2.1,,,1969,all-defensive
2nd,F,Bill Bridges,29.0,ATL,8.0,28.0,0.286,80.0,36.6,11.8,14.2,3.7,,,0.453,,0.677,6.7,0.11,3.7,,,1969,all-defensive
