Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,John Starks,31,NYK,84,84,115,0.73,77,26.5,13.8,2.7,2.8,1.2,0.1,0.431,0.369,0.769,5.8,0.136,1997,6moy
2,Toni Kukoč,28,CHI,7,7,115,0.061,57,28.2,13.2,4.6,4.5,1.1,0.5,0.471,0.331,0.77,6.9,0.204,1997,6moy
3,Chris Gatling,29,TOT,6,6,115,0.052,47,27.3,19.0,7.9,0.6,0.8,0.7,0.525,0.167,0.717,3.9,0.145,1997,6moy
4,Terry Mills,29,DET,5,5,115,0.043,79,25.3,10.8,4.8,1.3,0.4,0.3,0.444,0.422,0.829,6.2,0.148,1997,6moy
5T,Dell Curry,32,CHH,4,4,115,0.035,68,30.6,14.8,3.1,1.7,0.9,0.2,0.459,0.426,0.803,3.8,0.089,1997,6moy
5T,Sam Perkins,35,SEA,4,4,115,0.035,81,24.4,11.0,3.7,1.3,0.9,0.6,0.439,0.395,0.817,7.1,0.173,1997,6moy
7T,Isaac Austin,27,MIA,1,1,115,0.009,82,22.9,9.7,5.8,1.2,0.5,0.5,0.502,0.0,0.664,4.0,0.102,1997,6moy
7T,Mark Davis,23,PHI,1,1,115,0.009,75,22.7,8.5,4.3,1.8,1.1,0.4,0.469,0.258,0.673,2.3,0.065,1997,6moy
7T,Danny Manning,30,PHO,1,1,115,0.009,77,27.7,13.5,6.1,2.2,1.1,1.0,0.536,0.194,0.721,5.2,0.117,1997,6moy
7T,Bo Outlaw,25,LAC,1,1,115,0.009,82,26.8,7.6,5.5,1.9,1.1,1.7,0.609,0.0,0.504,6.1,0.133,1997,6moy
7T,Dominique Wilkins,37,SAS,1,1,115,0.009,63,30.9,18.2,6.4,1.9,0.6,0.5,0.417,0.293,0.803,3.4,0.083,1997,6moy
