# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,G,Jerry West,33.0,LAL,17.0,17.0,0.985,,,,77.0,38.6,25.8,4.2,9.7,,,0.477,,0.814,13.3,0.216,1972,all-nba
1st,F,John Havlicek,31.0,BOS,17.0,17.0,0.974,,,,82.0,45.1,27.5,8.2,7.5,,,0.458,,0.834,12.4,0.162,1972,all-nba
1st,C,Kareem Abdul-Jabbar,24.0,MIL,15.0,17.0,0.88,,,,81.0,44.2,34.8,16.6,4.6,,,0.574,,0.689,25.4,0.34,1972,all-nba
1st,G,Walt Frazier,26.0,NYK,11.0,17.0,0.621,,,,77.0,40.6,23.2,6.7,5.8,,,0.512,,0.808,14.5,0.223,1972,all-nba
1st,F,Spencer Haywood,22.0,SEA,10.0,17.0,0.617,,,,73.0,43.4,26.2,12.7,2.0,,,0.461,,0.819,8.7,0.131,1972,all-nba
,,,,,,,,,,,,,,,,,,,,,,,1972,all-nba
2nd,G,Tiny Archibald,23.0,CIN,9.0,17.0,0.532,,,,76.0,43.1,28.2,2.9,9.2,,,0.486,,0.822,12.9,0.189,1972,all-nba
2nd,F,Bob Love,29.0,CHI,8.0,17.0,0.495,,,,79.0,39.3,25.8,6.6,1.6,,,0.442,,0.784,7.5,0.115,1972,all-nba
2nd,C,Wilt Chamberlain,35.0,LAL,8.0,17.0,0.476,,,,82.0,42.3,14.8,19.2,4.0,,,0.649,,0.422,15.8,0.219,1972,all-nba
2nd,F,Billy Cunningham,28.0,PHI,6.0,17.0,0.326,,,,75.0,38.7,23.3,12.2,5.9,,,0.461,,0.712,8.3,0.137,1972,all-nba
2nd,G,Archie Clark,30.0,TOT,5.0,17.0,0.296,,,,77.0,42.7,25.2,3.5,8.0,,,0.47,,0.771,11.0,0.16,1972,all-nba
