# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,C,Kareem Abdul-Jabbar,23.0,MIL,17.0,17.0,0.996,,,,82.0,40.1,31.7,16.0,3.3,,,0.577,,0.69,22.3,0.326,1971,all-nba
1st,G,Jerry West,32.0,LAL,15.0,17.0,0.86,,,,69.0,41.2,26.9,4.6,9.5,,,0.494,,0.832,12.8,0.215,1971,all-nba
1st,F,John Havlicek,30.0,BOS,14.0,17.0,0.842,,,,81.0,45.4,28.9,9.0,7.5,,,0.45,,0.818,12.5,0.164,1971,all-nba
1st,G,Dave Bing,27.0,DET,13.0,17.0,0.741,,,,82.0,37.4,27.0,4.4,5.0,,,0.467,,0.797,11.7,0.183,1971,all-nba
1st,F,Billy Cunningham,27.0,PHI,10.0,17.0,0.589,,,,81.0,38.1,23.0,11.7,4.9,,,0.462,,0.734,10.0,0.156,1971,all-nba
,,,,,,,,,,,,,,,,,,,,,,,1971,all-nba
2nd,G,Walt Frazier,25.0,NYK,10.0,17.0,0.596,,,,80.0,43.2,21.7,6.8,6.7,,,0.494,,0.779,15.6,0.217,1971,all-nba
2nd,F,Gus Johnson,32.0,BAL,8.0,17.0,0.45,,,,66.0,38.5,18.2,17.1,2.9,,,0.453,,0.738,7.2,0.136,1971,all-nba
2nd,F,Bob Love,28.0,CHI,8.0,17.0,0.445,,,,81.0,43.0,25.2,8.5,2.3,,,0.447,,0.829,9.9,0.137,1971,all-nba
2nd,G,Oscar Robertson,32.0,MIL,6.0,17.0,0.38,,,,81.0,39.4,19.4,5.7,8.2,,,0.496,,0.85,12.4,0.186,1971,all-nba
2nd,C,Willis Reed,28.0,NYK,5.0,17.0,0.29,,,,73.0,39.1,20.9,13.7,2.0,,,0.462,,0.785,10.6,0.179,1971,all-nba
