Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Gheorghe Mureșan,24,WSB,50,50,113,0.442,76,29.5,14.5,9.6,0.7,0.7,2.3,0.584,0.0,0.619,8.0,0.172,1996,mip
2,George McCloud,28,DAL,23,23,113,0.204,79,36.0,18.9,4.8,2.7,1.4,0.5,0.414,0.379,0.804,5.8,0.098,1996,mip
3T,Terrell Brandon,25,CLE,6,6,113,0.053,75,34.3,19.3,3.3,6.5,1.8,0.4,0.465,0.387,0.887,12.7,0.237,1996,mip
3T,Danny Ferry,29,CLE,6,6,113,0.053,82,32.7,13.3,3.8,2.3,0.7,0.5,0.459,0.394,0.769,5.5,0.098,1996,mip
5T,Bison Dele,26,LAC,4,4,113,0.035,65,33.2,15.8,7.6,1.9,1.1,0.8,0.543,0.167,0.734,4.0,0.09,1996,mip
5T,Tracy Murray,24,TOR,4,4,113,0.035,82,30.0,16.2,4.3,1.6,1.1,0.5,0.454,0.422,0.831,4.9,0.096,1996,mip
7,Elden Campbell,27,LAL,3,3,113,0.027,82,32.9,13.9,7.6,2.2,1.1,2.6,0.503,0.0,0.713,8.2,0.147,1996,mip
8T,Shawn Bradley,23,TOT,2,2,113,0.018,79,29.5,11.9,8.1,0.8,0.6,3.6,0.443,0.25,0.687,3.0,0.062,1996,mip
8T,Chris Childs,28,NJN,2,2,113,0.018,78,30.9,12.8,3.1,7.0,1.4,0.1,0.416,0.367,0.852,5.8,0.115,1996,mip
8T,Allan Houston,24,DET,2,2,113,0.018,82,37.5,19.7,3.7,3.0,0.7,0.2,0.453,0.427,0.823,7.1,0.112,1996,mip
8T,Bobby Phills,26,CLE,2,2,113,0.018,72,35.1,14.6,3.6,3.8,1.4,0.4,0.467,0.441,0.775,7.1,0.136,1996,mip
8T,Dennis Scott,27,ORL,2,2,113,0.018,82,37.1,17.5,3.8,3.0,1.1,0.4,0.44,0.425,0.82,8.8,0.138,1996,mip
8T,David Wesley,25,BOS,2,2,113,0.018,82,25.7,12.3,3.2,4.8,1.2,0.1,0.459,0.426,0.753,6.3,0.144,1996,mip
14T,Greg Anthony,28,VAN,1,1,113,0.009,69,30.4,14.0,2.5,6.9,1.7,0.2,0.415,0.332,0.771,4.8,0.111,1996,mip
14T,Vinny Del Negro,29,SAS,1,1,113,0.009,82,33.7,14.5,3.3,3.8,1.0,0.1,0.497,0.38,0.832,8.3,0.144,1996,mip
14T,Matt Geiger,26,CHH,1,1,113,0.009,77,30.5,11.2,8.4,0.8,0.6,0.8,0.536,0.375,0.727,4.3,0.088,1996,mip
14T,Juwan Howard,22,WSB,1,1,113,0.009,81,40.7,22.1,8.1,4.4,0.8,0.5,0.489,0.308,0.749,5.6,0.082,1996,mip
14T,Jayson Williams,27,NJN,1,1,113,0.009,80,23.2,9.0,10.0,0.6,0.4,0.7,0.423,0.286,0.592,3.8,0.099,1996,mip
