Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,year,award
1,Mark Eaton,32,UTA,26,26,85,0.306,82,35.5,6.2,10.3,1.0,0.5,3.8,0.462,,0.66,6.6,0.108,6.5,3.1,98,1989,dpoy
2,Hakeem Olajuwon,26,HOU,25,25,85,0.294,82,36.9,24.8,13.5,1.8,2.6,3.4,0.508,0.0,0.696,12.4,0.197,7.8,2.9,95,1989,dpoy
3,Dennis Rodman,27,DET,23,23,85,0.271,82,26.9,9.0,9.4,1.2,0.7,0.9,0.595,0.231,0.626,8.1,0.175,3.9,1.1,102,1989,dpoy
4,Manute Bol,26,GSW,4,4,85,0.047,80,22.1,3.9,5.8,0.3,0.1,4.3,0.369,0.22,0.606,1.7,0.046,2.8,3.2,103,1989,dpoy
5,Michael Jordan,25,CHI,3,3,85,0.035,81,40.2,32.5,8.0,8.0,2.9,0.8,0.538,0.276,0.85,19.8,0.292,5.2,3.4,103,1989,dpoy
6,Patrick Ewing,26,NYK,2,2,85,0.024,80,36.2,22.7,9.3,2.4,1.5,3.5,0.567,0.0,0.746,10.9,0.181,4.7,2.3,103,1989,dpoy
7T,Fat Lever,28,DEN,1,1,85,0.012,71,38.7,19.8,9.3,7.9,2.7,0.3,0.457,0.348,0.785,9.2,0.161,4.2,1.8,104,1989,dpoy
7T,Buck Williams,28,NJN,1,1,85,0.012,74,33.1,13.0,9.4,1.1,0.8,0.5,0.531,0.0,0.666,5.2,0.101,2.1,-0.8,109,1989,dpoy
