Rank,Coach,Tm,First,Pts Won,Pts Max,Share,G,W,L,W/L%,year,award
1,Red Kerr,CHI,17,17,30,0.567,81,33,48,0.407,1967,coy
2,Alex Hannum,PHI,11,11,30,0.367,81,68,13,0.84,1967,coy
3,Bill Sharman,SFW,2,2,30,0.067,81,44,37,0.543,1967,coy
