Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Bob McAdoo,21,BUF,12.8,12.8,17,0.753,80,32.0,18.0,9.1,1.7,,,0.452,,0.774,3.8,0.071,1973,nbaroy
2,Lloyd Neal,22,POR,3.7,3.7,17,0.218,82,33.2,13.4,11.8,1.8,,,0.494,,0.638,4.8,0.085,1973,nbaroy
3,Chris Ford,24,DET,0.2,0.2,17,0.012,74,20.8,6.4,3.6,2.6,,,0.479,,0.645,2.5,0.079,1973,nbaroy
4,Jim Price,23,LAL,0.1,0.1,17,0.006,59,14.0,6.4,1.9,1.6,,,0.44,,0.822,1.5,0.088,1973,nbaroy
5,Bud Stallworth,23,SEA,0.1,0.1,17,0.006,77,15.9,6.3,2.9,0.8,,,0.379,,0.754,-0.9,-0.036,1973,nbaroy
