Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Malcolm Brogdon,30,BOS,60,408,500,0.816,67,26.0,14.9,4.2,3.7,0.7,0.3,0.484,0.444,0.87,5.8,0.161,2023,6moy
2,Immanuel Quickley,23,NYK,34,326,500,0.652,81,28.9,14.9,4.2,3.4,1.0,0.2,0.448,0.37,0.819,6.7,0.137,2023,6moy
3,Bobby Portis,27,MIL,6,97,500,0.194,70,26.0,14.1,9.6,1.5,0.4,0.2,0.496,0.37,0.768,5.3,0.139,2023,6moy
4,Norman Powell,29,LAC,0,24,500,0.048,60,26.1,17.0,2.9,1.8,0.8,0.3,0.479,0.397,0.812,3.5,0.107,2023,6moy
5,Malik Monk,24,SAC,0,22,500,0.044,77,22.3,13.5,2.6,3.9,0.6,0.3,0.448,0.359,0.889,3.2,0.091,2023,6moy
6,Tyus Jones,26,MEM,0,10,500,0.02,80,24.3,10.3,2.5,5.2,1.0,0.1,0.438,0.371,0.8,5.7,0.141,2023,6moy
7,Austin Reaves,24,LAL,0,9,500,0.018,64,28.8,13.0,3.0,3.4,0.5,0.3,0.529,0.398,0.864,5.4,0.142,2023,6moy
8,Bennedict Mathurin,20,IND,0,2,500,0.004,78,28.5,16.7,4.1,1.5,0.6,0.2,0.434,0.323,0.828,1.8,0.038,2023,6moy
9T,Russell Westbrook,34,TOT,0,1,500,0.002,73,29.1,15.9,5.8,7.5,1.0,0.5,0.436,0.311,0.656,1.9,0.044,2023,6moy
9T,Christian Wood,27,DAL,0,1,500,0.002,67,25.9,16.6,7.3,1.8,0.4,1.1,0.515,0.376,0.772,4.8,0.132,2023,6moy
