# Tm,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,Luka Dončić,19.0,DAL,200.0,200.0,1.0,100.0,0.0,72.0,32.2,21.2,7.8,6.0,1.1,0.3,0.427,0.327,0.713,4.9,0.101,2019,all-rookie
1st,Trae Young,20.0,ATL,200.0,200.0,1.0,100.0,0.0,81.0,30.9,19.1,3.7,8.1,0.9,0.2,0.418,0.324,0.829,3.3,0.062,2019,all-rookie
1st,Deandre Ayton,20.0,PHO,195.0,200.0,0.975,95.0,5.0,71.0,30.7,16.3,10.3,1.8,0.9,0.9,0.585,0.0,0.746,5.8,0.128,2019,all-rookie
1st,Jaren Jackson Jr.,19.0,MEM,159.0,200.0,0.795,60.0,39.0,58.0,26.1,13.8,4.7,1.1,0.9,1.4,0.506,0.359,0.766,3.3,0.105,2019,all-rookie
1st,Marvin Bagley III,19.0,SAC,156.0,200.0,0.78,56.0,44.0,62.0,25.3,14.9,7.6,1.0,0.5,1.0,0.504,0.313,0.691,3.6,0.11,2019,all-rookie
,,,,,,,,,,,,,,,,,,,,,2019,all-rookie
2nd,Shai Gilgeous-Alexander,20.0,LAC,138.0,200.0,0.69,40.0,58.0,82.0,26.5,10.8,2.8,3.3,1.2,0.5,0.476,0.367,0.8,3.3,0.074,2019,all-rookie
2nd,Collin Sexton,20.0,CLE,132.0,200.0,0.66,39.0,54.0,82.0,31.8,16.7,2.9,3.0,0.5,0.1,0.43,0.402,0.839,-0.6,-0.011,2019,all-rookie
2nd,Mitchell Robinson,20.0,NYK,77.0,200.0,0.385,3.0,71.0,66.0,20.6,7.3,6.4,0.6,0.8,2.4,0.694,,0.6,6.1,0.217,2019,all-rookie
2nd,Kevin Huerter,20.0,ATL,45.0,200.0,0.225,1.0,43.0,75.0,27.3,9.7,3.3,2.9,0.9,0.3,0.419,0.385,0.732,1.5,0.034,2019,all-rookie
,,,,,,,,,,,,,,,,,,,,,2019,all-rookie
ORV,Mikal Bridges,22.0,PHO,31.0,200.0,0.155,1.0,29.0,82.0,29.5,8.3,3.2,2.1,1.6,0.5,0.43,0.335,0.805,2.9,0.058,2019,all-rookie
ORV,Kevin Knox,19.0,NYK,22.0,200.0,0.11,0.0,22.0,75.0,28.8,12.8,4.5,1.1,0.6,0.3,0.37,0.343,0.717,-1.3,-0.03,2019,all-rookie
ORV,Josh Okogie,20.0,MIN,12.0,200.0,0.06,1.0,10.0,74.0,23.7,7.7,2.9,1.2,1.2,0.4,0.386,0.279,0.728,1.2,0.034,2019,all-rookie
ORV,Jalen Brunson,22.0,DAL,10.0,200.0,0.05,0.0,10.0,73.0,21.8,9.3,2.3,3.2,0.5,0.1,0.467,0.348,0.725,2.6,0.077,2019,all-rookie
ORV,Allonzo Trier,23.0,NYK,10.0,200.0,0.05,0.0,10.0,64.0,22.8,10.9,3.1,1.9,0.4,0.2,0.448,0.394,0.803,0.9,0.03,2019,all-rookie
ORV,Rodions Kurucs,20.0,BRK,9.0,200.0,0.045,0.0,9.0,63.0,20.5,8.5,3.9,0.8,0.7,0.4,0.45,0.315,0.783,1.6,0.059,2019,all-rookie
ORV,Wendell Carter Jr.,19.0,CHI,7.0,200.0,0.035,0.0,7.0,44.0,25.2,10.3,7.0,1.8,0.6,1.3,0.485,0.188,0.795,1.9,0.08,2019,all-rookie
ORV,Miles Bridges,20.0,CHO,6.0,200.0,0.03,1.0,4.0,80.0,21.2,7.5,4.0,1.2,0.7,0.6,0.464,0.325,0.753,2.9,0.083,2019,all-rookie
ORV,Bruce Brown,22.0,DET,2.0,200.0,0.01,0.0,2.0,74.0,19.6,4.3,2.5,1.2,0.5,0.5,0.398,0.258,0.75,1.5,0.048,2019,all-rookie
ORV,Harry Giles,20.0,SAC,2.0,200.0,0.01,0.0,2.0,58.0,14.1,7.0,3.8,1.5,0.5,0.4,0.503,0.0,0.637,1.0,0.056,2019,all-rookie
ORV,Mo Bamba,20.0,ORL,1.0,200.0,0.005,0.0,1.0,47.0,16.3,6.2,5.0,0.8,0.3,1.4,0.481,0.3,0.587,1.7,0.106,2019,all-rookie
ORV,Aaron Holiday,22.0,IND,1.0,200.0,0.005,0.0,1.0,50.0,12.9,5.9,1.3,1.7,0.4,0.3,0.401,0.339,0.82,0.9,0.065,2019,all-rookie
