Rank,Coach,Tm,First,Pts Won,Pts Max,Share,G,W,L,W/L%,year,award
1,Ray Scott,DET,33,33,51,0.647,82,52,30,0.634,1974,coy
2,Jack Ramsay,BUF,10,10,51,0.196,82,42,40,0.512,1974,coy
3,Larry Costello,MIL,4,4,51,0.078,82,59,23,0.72,1974,coy
4,Bill Sharman,LAL,3,3,51,0.059,82,47,35,0.573,1974,coy
5,K.C. Jones,CAP,1,1,51,0.02,82,47,35,0.573,1974,coy
