Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Paul George,22,IND,52,311,600,0.518,79,37.6,17.4,7.6,4.1,1.8,0.6,0.419,0.362,0.807,9.0,0.145,2013,mip
2,Greivis Vásquez,26,NOH,13,146,600,0.243,78,34.4,13.9,4.3,9.0,0.8,0.1,0.433,0.342,0.805,3.8,0.067,2013,mip
3,Larry Sanders,24,MIL,10,141,600,0.235,71,27.3,9.8,9.5,1.2,0.7,2.8,0.506,0.0,0.618,6.0,0.149,2013,mip
4,Nikola Vučević,22,ORL,10,109,600,0.182,77,33.2,13.1,11.9,1.9,0.8,1.0,0.519,0.0,0.683,5.7,0.106,2013,mip
5,Jrue Holiday,22,PHI,10,102,600,0.17,78,37.5,17.7,4.2,8.0,1.6,0.4,0.431,0.368,0.752,3.3,0.055,2013,mip
6,Ömer Aşık,26,HOU,9,86,600,0.143,82,30.0,10.1,11.7,0.9,0.6,1.1,0.541,0.0,0.562,5.5,0.108,2013,mip
7,James Harden,23,HOU,8,53,600,0.088,78,38.3,25.9,4.9,5.8,1.8,0.5,0.438,0.368,0.851,12.8,0.206,2013,mip
8,Stephen Curry,24,GSW,1,18,600,0.03,78,38.2,22.9,4.0,6.9,1.6,0.2,0.451,0.453,0.9,11.2,0.18,2013,mip
9,Serge Ibaka,23,OKC,1,15,600,0.025,80,31.1,13.2,7.7,0.5,0.4,3.0,0.573,0.351,0.749,9.4,0.181,2013,mip
10,Chandler Parsons,24,HOU,0,14,600,0.023,76,36.3,15.5,5.3,3.5,1.0,0.4,0.486,0.385,0.729,7.0,0.121,2013,mip
11,Kemba Walker,22,CHA,0,9,600,0.015,82,34.9,17.7,3.5,5.7,2.0,0.4,0.423,0.322,0.798,4.8,0.08,2013,mip
12T,J.R. Smith,27,NYK,1,8,600,0.013,80,33.5,18.1,5.3,2.7,1.3,0.3,0.422,0.356,0.762,6.7,0.12,2013,mip
12T,Klay Thompson,22,GSW,1,8,600,0.013,82,35.8,16.6,3.7,2.2,1.0,0.5,0.422,0.401,0.841,4.3,0.07,2013,mip
14,Jimmy Butler,23,CHI,0,7,600,0.012,82,26.0,8.6,4.0,1.4,1.0,0.4,0.467,0.381,0.803,7.0,0.158,2013,mip
15T,Ryan Anderson,24,NOH,1,5,600,0.008,81,30.9,16.2,6.4,1.2,0.5,0.4,0.423,0.382,0.844,6.5,0.125,2013,mip
15T,Carmelo Anthony,28,NYK,1,5,600,0.008,67,37.0,28.7,6.9,2.6,0.8,0.5,0.449,0.379,0.83,9.5,0.184,2013,mip
15T,Andray Blatche,26,BRK,1,5,600,0.008,82,19.0,10.3,5.1,1.0,1.0,0.7,0.512,0.136,0.685,4.9,0.153,2013,mip
15T,Mike Conley,25,MEM,1,5,600,0.008,80,34.5,14.6,2.8,6.1,2.2,0.3,0.44,0.362,0.83,9.9,0.172,2013,mip
15T,Kawhi Leonard,21,SAS,0,5,600,0.008,58,31.2,11.9,6.0,1.6,1.7,0.6,0.494,0.374,0.825,6.2,0.166,2013,mip
20,Kevin Durant,24,OKC,0,4,600,0.007,81,38.5,28.1,7.9,4.6,1.4,1.3,0.51,0.416,0.905,18.9,0.291,2013,mip
21T,Arron Afflalo,27,ORL,0,3,600,0.005,64,36.0,16.5,3.7,3.2,0.6,0.2,0.439,0.3,0.857,2.0,0.042,2013,mip
21T,Earl Clark,25,LAL,0,3,600,0.005,59,23.1,7.3,5.5,1.1,0.6,0.7,0.44,0.337,0.697,2.3,0.08,2013,mip
21T,Kenneth Faried,23,DEN,0,3,600,0.005,80,28.1,11.5,9.2,1.0,1.0,1.0,0.552,,0.613,7.8,0.167,2013,mip
21T,Greg Monroe,22,DET,0,3,600,0.005,81,33.2,16.0,9.6,3.5,1.3,0.7,0.486,0.0,0.689,5.9,0.105,2013,mip
21T,Joakim Noah,27,CHI,0,3,600,0.005,66,36.8,11.9,11.1,4.0,1.2,2.1,0.481,0.0,0.751,7.3,0.145,2013,mip
26,Tristan Thompson,21,CLE,0,2,600,0.003,82,31.3,11.7,9.4,1.3,0.7,0.9,0.488,0.0,0.608,5.2,0.098,2013,mip
27T,Tobias Harris,20,TOT,0,1,600,0.002,55,23.6,11.0,5.2,1.3,0.6,0.8,0.455,0.315,0.752,2.4,0.089,2013,mip
27T,Jarrett Jack,29,GSW,0,1,600,0.002,79,29.7,12.9,3.1,5.6,0.8,0.1,0.452,0.404,0.843,5.6,0.115,2013,mip
27T,Ty Lawson,25,DEN,0,1,600,0.002,73,34.4,16.7,2.7,6.9,1.5,0.1,0.461,0.366,0.756,7.4,0.141,2013,mip
27T,Brook Lopez,24,BRK,0,1,600,0.002,74,30.4,19.4,6.9,0.9,0.4,2.1,0.521,0.0,0.758,9.0,0.191,2013,mip
27T,Robin Lopez,24,NOH,0,1,600,0.002,82,26.0,11.3,5.6,0.8,0.4,1.6,0.534,,0.778,5.6,0.126,2013,mip
27T,Lance Stephenson,22,IND,0,1,600,0.002,78,29.2,8.8,3.9,2.9,1.0,0.2,0.46,0.33,0.652,5.5,0.115,2013,mip
27T,Jeff Teague,24,ATL,0,1,600,0.002,80,32.9,14.6,2.3,7.2,1.5,0.4,0.451,0.359,0.881,6.1,0.111,2013,mip
