Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,CJ McCollum,24,POR,101,559,650,0.86,80,34.8,20.8,3.2,4.3,1.2,0.3,0.448,0.417,0.827,6.0,0.104,2016,mip
2,Kemba Walker,25,CHO,7,166,650,0.255,81,35.6,20.9,4.4,5.2,1.6,0.5,0.427,0.371,0.847,9.9,0.165,2016,mip
3,Giannis Antetokounmpo,21,MIL,4,99,650,0.152,80,35.3,16.9,7.7,4.3,1.2,1.4,0.506,0.257,0.724,7.1,0.121,2016,mip
4,Stephen Curry,27,GSW,7,83,650,0.128,79,34.2,30.1,5.4,6.7,2.1,0.2,0.504,0.454,0.908,17.9,0.318,2016,mip
5,Will Barton,25,DEN,1,62,650,0.095,82,28.7,14.4,5.8,2.5,0.9,0.5,0.432,0.345,0.806,4.3,0.088,2016,mip
6,Jae Crowder,25,BOS,1,45,650,0.069,73,31.6,14.2,5.1,1.8,1.7,0.5,0.443,0.336,0.82,7.3,0.152,2016,mip
7,Draymond Green,25,GSW,2,43,650,0.066,81,34.7,14.0,9.5,7.4,1.5,1.4,0.49,0.388,0.696,11.1,0.19,2016,mip
8,Isaiah Thomas,26,BOS,3,30,650,0.046,82,32.2,22.2,3.0,6.2,1.1,0.1,0.428,0.359,0.871,9.7,0.177,2016,mip
9,Hassan Whiteside,26,MIA,1,26,650,0.04,73,29.1,14.2,11.8,0.4,0.6,3.7,0.606,,0.65,10.3,0.233,2016,mip
10,Kawhi Leonard,24,SAS,1,18,650,0.028,72,33.1,21.2,6.8,2.6,1.8,1.0,0.506,0.443,0.874,13.7,0.277,2016,mip
11,Andre Drummond,22,DET,1,11,650,0.017,81,32.9,16.2,14.8,0.8,1.5,1.4,0.521,0.333,0.355,7.4,0.133,2016,mip
12,Gary Harris,21,DEN,1,6,650,0.009,76,32.1,12.3,2.9,1.9,1.3,0.2,0.469,0.354,0.82,4.0,0.079,2016,mip
13T,Kent Bazemore,26,ATL,0,4,650,0.006,75,27.8,11.6,5.1,2.3,1.3,0.5,0.441,0.357,0.815,4.1,0.094,2016,mip
13T,Evan Fournier,23,ORL,0,4,650,0.006,79,32.5,15.4,2.8,2.7,1.2,0.0,0.462,0.4,0.836,5.7,0.106,2016,mip
15T,Rodney Hood,23,UTA,0,3,650,0.005,79,32.2,14.5,3.4,2.7,0.9,0.2,0.42,0.359,0.86,6.0,0.112,2016,mip
15T,Reggie Jackson,25,DET,0,3,650,0.005,79,30.7,18.8,3.2,6.2,0.7,0.1,0.434,0.353,0.864,6.9,0.136,2016,mip
15T,Ian Mahinmi,29,IND,0,3,650,0.005,71,25.6,9.3,7.1,1.5,0.9,1.1,0.589,,0.587,6.2,0.163,2016,mip
15T,Russell Westbrook,27,OKC,0,3,650,0.005,80,34.4,23.5,7.8,10.4,2.0,0.3,0.454,0.296,0.812,14.0,0.245,2016,mip
19T,Zach LaVine,20,MIN,0,1,650,0.002,82,28.0,14.0,2.8,3.1,0.8,0.2,0.452,0.389,0.793,2.6,0.054,2016,mip
19T,Kyle Lowry,29,TOR,0,1,650,0.002,77,37.0,21.2,4.7,6.4,2.1,0.4,0.427,0.388,0.811,11.6,0.196,2016,mip
