# Tm,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,Xavier McDaniel,22.0,SEA,22.0,22.0,1.0,,,82.0,33.0,17.1,8.0,2.4,1.2,0.5,0.49,0.2,0.687,5.1,0.091,1986,all-rookie
1st,Patrick Ewing,23.0,NYK,21.0,22.0,0.955,,,50.0,35.4,20.0,9.0,2.0,1.1,2.1,0.474,0.0,0.739,3.1,0.084,1986,all-rookie
1st,Karl Malone,22.0,UTA,17.0,22.0,0.773,,,81.0,30.6,14.9,8.9,2.9,1.3,0.5,0.496,0.0,0.481,1.9,0.036,1986,all-rookie
1st,Joe Dumars,22.0,DET,15.0,22.0,0.682,,,82.0,23.9,9.4,1.5,4.8,0.8,0.1,0.481,0.313,0.798,3.2,0.079,1986,all-rookie
1st,Charles Oakley,22.0,CHI,13.0,22.0,0.591,,,77.0,23.0,9.6,8.6,1.7,0.9,0.4,0.519,0.0,0.662,3.3,0.09,1986,all-rookie
,,,,,,,,,,,,,,,,,,,,,1986,all-rookie
ORV,Benoit Benjamin,21.0,LAC,8.0,22.0,0.364,,,79.0,26.4,11.1,7.6,1.0,0.8,2.6,0.49,0.333,0.746,4.0,0.093,1986,all-rookie
ORV,Spud Webb,22.0,ATL,7.0,22.0,0.318,,,79.0,15.6,7.8,1.6,4.3,1.0,0.1,0.483,0.182,0.785,3.5,0.137,1986,all-rookie
ORV,Chris Mullin,22.0,GSW,4.0,22.0,0.182,,,55.0,25.3,14.0,2.1,1.9,1.3,0.4,0.463,0.185,0.896,2.9,0.1,1986,all-rookie
ORV,Manute Bol,23.0,WSB,3.0,22.0,0.136,,,80.0,26.1,3.7,6.0,0.3,0.4,5.0,0.46,0.0,0.488,3.9,0.089,1986,all-rookie
ORV,Wayman Tisdale,21.0,IND,3.0,22.0,0.136,,,81.0,28.1,14.7,7.2,1.0,0.4,0.5,0.515,0.0,0.684,3.2,0.068,1986,all-rookie
ORV,Terry Porter,22.0,POR,1.0,22.0,0.045,,,79.0,15.4,7.1,1.5,2.5,1.0,0.0,0.474,0.31,0.806,2.3,0.093,1986,all-rookie
ORV,Gerald Wilkins,22.0,NYK,1.0,22.0,0.045,,,81.0,25.0,12.5,2.6,2.0,0.8,0.1,0.468,0.28,0.557,0.7,0.018,1986,all-rookie
