# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,year,award
1st,C,Dikembe Mutombo,34.0,TOT,43.0,58.0,0.741,75.0,34.5,10.0,13.5,1.0,0.4,2.7,0.484,,0.725,8.1,0.151,4.7,1.3,97.0,2001,all-defensive
1st,F,Tim Duncan,24.0,SAS,40.0,58.0,0.69,82.0,38.7,22.2,12.2,3.0,0.9,2.3,0.499,0.259,0.618,13.2,0.2,7.1,1.8,94.0,2001,all-defensive
1st,G,Jason Kidd,27.0,PHO,39.0,58.0,0.672,77.0,39.8,16.9,6.4,9.8,2.2,0.3,0.411,0.297,0.814,9.6,0.15,5.4,1.7,97.0,2001,all-defensive
1st,G,Gary Payton,32.0,SEA,38.0,58.0,0.655,79.0,41.1,23.1,4.6,8.1,1.6,0.3,0.456,0.375,0.766,10.8,0.16,1.7,-0.7,107.0,2001,all-defensive
1st,F,Kevin Garnett,24.0,MIN,24.0,58.0,0.414,81.0,39.5,22.0,11.4,5.0,1.4,1.8,0.477,0.288,0.764,11.8,0.176,4.8,1.4,99.0,2001,all-defensive
,,,,,,,,,,,,,,,,,,,,,,,2001,all-defensive
2nd,G,Kobe Bryant,22.0,LAL,26.0,58.0,0.448,68.0,40.9,28.5,5.9,5.0,1.7,0.6,0.464,0.305,0.853,11.3,0.196,2.2,-0.3,105.0,2001,all-defensive
2nd,G,Doug Christie,30.0,SAC,20.0,58.0,0.345,81.0,36.3,12.3,4.4,3.6,2.3,0.6,0.395,0.376,0.897,8.7,0.141,4.4,2.3,99.0,2001,all-defensive
2nd,F,Bruce Bowen,29.0,MIA,18.0,58.0,0.31,82.0,32.7,7.6,3.0,1.6,1.0,0.6,0.363,0.336,0.609,4.2,0.075,3.7,1.5,100.0,2001,all-defensive
2nd,C,Shaquille O'Neal,28.0,LAL,17.0,58.0,0.293,74.0,39.5,28.7,12.7,3.7,0.6,2.8,0.572,0.0,0.513,14.9,0.245,3.9,0.7,101.0,2001,all-defensive
2nd,F,P.J. Brown,31.0,CHH,13.0,58.0,0.224,80.0,35.1,8.5,9.3,1.6,1.0,1.2,0.444,0.0,0.852,8.0,0.137,4.7,0.9,98.0,2001,all-defensive
,,,,,,,,,,,,,,,,,,,,,,,2001,all-defensive
ORV,C,David Robinson,35.0,SAS,13.0,58.0,0.224,80.0,29.6,14.4,8.6,1.5,1.0,2.5,0.486,0.0,0.747,12.1,0.246,5.7,2.7,92.0,2001,all-defensive
ORV,G,Allen Iverson,25.0,PHI,12.0,58.0,0.207,71.0,42.0,31.1,3.8,4.6,2.5,0.3,0.42,0.32,0.814,11.8,0.19,4.5,1.1,99.0,2001,all-defensive
ORV,F,Shawn Marion,22.0,PHO,12.0,58.0,0.207,79.0,36.2,17.3,10.7,2.0,1.7,1.4,0.48,0.256,0.81,11.7,0.196,6.4,1.8,93.0,2001,all-defensive
ORV,G,Eric Snow,27.0,PHI,12.0,58.0,0.207,50.0,34.8,9.8,3.3,7.4,1.5,0.1,0.418,0.263,0.792,3.8,0.105,2.3,0.9,101.0,2001,all-defensive
ORV,F,Karl Malone,37.0,UTA,9.0,58.0,0.155,81.0,35.7,23.2,8.3,4.5,1.1,0.8,0.498,0.4,0.793,13.1,0.217,4.0,1.1,100.0,2001,all-defensive
ORV,C,Theo Ratliff,27.0,PHI,9.0,58.0,0.155,50.0,36.0,12.4,8.3,1.2,0.6,3.7,0.499,,0.76,5.2,0.138,3.5,2.7,96.0,2001,all-defensive
ORV,F,George Lynch,30.0,PHI,8.0,58.0,0.138,82.0,32.3,8.4,7.2,1.7,1.2,0.4,0.445,0.263,0.719,6.5,0.118,4.2,1.3,99.0,2001,all-defensive
ORV,G,Michael Finley,27.0,DAL,6.0,58.0,0.103,82.0,42.0,21.5,5.2,4.4,1.4,0.4,0.458,0.346,0.775,8.5,0.119,2.9,-0.5,105.0,2001,all-defensive
ORV,F,Brian Grant,28.0,MIA,6.0,58.0,0.103,82.0,33.8,15.2,8.8,1.2,0.7,0.9,0.479,0.0,0.797,8.7,0.151,5.0,0.2,97.0,2001,all-defensive
ORV,F,Anthony Mason,34.0,MIA,6.0,58.0,0.103,80.0,40.7,16.1,9.6,3.1,1.0,0.3,0.482,,0.781,11.6,0.171,5.6,1.1,98.0,2001,all-defensive
ORV,G,Latrell Sprewell,30.0,NYK,6.0,58.0,0.103,77.0,39.2,17.7,4.5,3.5,1.4,0.4,0.43,0.304,0.783,5.1,0.082,4.6,0.8,99.0,2001,all-defensive
ORV,F,Scottie Pippen,35.0,POR,5.0,58.0,0.086,64.0,33.3,11.3,5.2,4.6,1.5,0.5,0.451,0.344,0.739,5.1,0.115,2.7,1.2,101.0,2001,all-defensive
ORV,C,Antonio Davis,32.0,TOR,4.0,58.0,0.069,78.0,35.0,13.7,10.1,1.4,0.3,1.9,0.433,0.0,0.754,7.2,0.127,3.1,-0.8,102.0,2001,all-defensive
ORV,F,Bo Outlaw,29.0,ORL,4.0,58.0,0.069,80.0,31.7,7.3,7.7,2.8,1.3,1.7,0.614,0.5,0.573,7.9,0.15,4.0,2.6,99.0,2001,all-defensive
ORV,F,Horace Grant,35.0,LAL,3.0,58.0,0.052,77.0,31.0,8.5,7.1,1.6,0.7,0.8,0.462,0.0,0.775,6.5,0.13,1.7,-0.6,106.0,2001,all-defensive
ORV,G,Tracy McGrady,21.0,ORL,3.0,58.0,0.052,77.0,40.1,26.8,7.5,4.6,1.5,1.5,0.457,0.355,0.733,12.2,0.189,3.9,0.5,101.0,2001,all-defensive
ORV,F,Ruben Patterson,25.0,SEA,3.0,58.0,0.052,76.0,27.1,13.0,5.0,2.1,1.4,0.6,0.494,0.056,0.681,5.5,0.128,1.7,-0.1,105.0,2001,all-defensive
ORV,F,Clifford Robinson,34.0,PHO,3.0,58.0,0.052,82.0,33.5,16.4,4.1,2.9,1.1,1.0,0.422,0.361,0.709,5.4,0.095,3.9,0.4,100.0,2001,all-defensive
ORV,F,Rasheed Wallace,26.0,POR,3.0,58.0,0.052,77.0,38.2,19.2,7.8,2.8,1.2,1.8,0.501,0.321,0.766,11.0,0.18,4.2,1.1,100.0,2001,all-defensive
ORV,F,Chris Webber,27.0,SAC,3.0,58.0,0.052,70.0,40.5,27.1,11.1,4.2,1.3,1.7,0.481,0.071,0.703,11.0,0.186,5.2,1.4,97.0,2001,all-defensive
ORV,G,Travis Best,28.0,IND,2.0,58.0,0.034,77.0,31.9,11.9,2.9,6.1,1.4,0.1,0.44,0.381,0.827,7.2,0.14,2.3,0.6,104.0,2001,all-defensive
ORV,F,Vince Carter,24.0,TOR,2.0,58.0,0.034,75.0,39.7,27.6,5.5,3.9,1.5,1.1,0.46,0.408,0.765,12.9,0.208,2.6,0.1,104.0,2001,all-defensive
ORV,G,Bobby Jackson,27.0,SAC,2.0,58.0,0.034,79.0,20.9,7.2,3.1,2.0,1.1,0.1,0.439,0.375,0.739,3.1,0.091,2.3,1.3,100.0,2001,all-defensive
ORV,F,Charles Oakley,37.0,TOR,2.0,58.0,0.034,78.0,35.5,9.6,9.5,3.4,1.0,0.6,0.388,0.224,0.836,3.7,0.065,3.5,0.8,101.0,2001,all-defensive
ORV,F,Kurt Thomas,28.0,NYK,2.0,58.0,0.034,77.0,27.6,10.4,6.7,0.8,0.8,0.9,0.511,0.333,0.814,8.2,0.185,4.1,1.4,96.0,2001,all-defensive
ORV,C,Ben Wallace,26.0,DET,2.0,58.0,0.034,80.0,34.5,6.4,13.2,1.5,1.3,2.3,0.49,0.25,0.336,7.0,0.121,6.0,2.5,94.0,2001,all-defensive
ORV,G,David Wesley,30.0,CHH,2.0,58.0,0.034,82.0,37.9,17.2,2.7,4.4,1.6,0.2,0.422,0.376,0.799,7.6,0.117,3.4,0.0,103.0,2001,all-defensive
ORV,G,Darrell Armstrong,32.0,ORL,1.0,58.0,0.017,75.0,36.9,15.9,4.6,7.0,1.8,0.2,0.412,0.355,0.884,8.7,0.151,2.9,0.1,103.0,2001,all-defensive
ORV,C,Shawn Bradley,28.0,DAL,1.0,58.0,0.017,82.0,24.4,7.1,7.4,0.5,0.4,2.8,0.49,0.167,0.787,6.3,0.151,3.8,2.5,96.0,2001,all-defensive
