Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,James Harden,22,OKC,115,584,595,0.982,62,31.4,16.8,4.1,3.7,1.0,0.2,0.491,0.39,0.846,9.3,0.23,2012,6moy
2,Lou Williams,25,PHI,3,231,595,0.388,64,26.3,14.9,2.4,3.5,0.8,0.3,0.407,0.362,0.812,6.1,0.174,2012,6moy
3,Jason Terry,34,DAL,0,81,595,0.136,63,31.7,15.1,2.4,3.6,1.2,0.2,0.43,0.378,0.883,3.8,0.092,2012,6moy
4,Al Harrington,31,DEN,0,42,595,0.071,64,27.5,14.2,6.1,1.4,0.9,0.2,0.446,0.333,0.676,3.2,0.088,2012,6moy
5T,Taj Gibson,26,CHI,1,28,595,0.047,63,20.4,7.7,5.3,0.7,0.4,1.3,0.495,,0.622,4.5,0.167,2012,6moy
5T,Manu Ginóbili,34,SAS,0,28,595,0.047,34,23.3,12.9,3.4,4.4,0.7,0.4,0.526,0.413,0.871,4.2,0.257,2012,6moy
7,O.J. Mayo,24,MEM,0,18,595,0.03,66,26.8,12.6,3.2,2.6,1.1,0.3,0.408,0.364,0.773,3.5,0.094,2012,6moy
8,Mo Williams,29,LAC,0,14,595,0.024,52,28.3,13.2,1.9,3.1,1.0,0.1,0.426,0.389,0.9,2.8,0.093,2012,6moy
9,Thaddeus Young,23,PHI,0,10,595,0.017,63,27.9,12.8,5.2,1.2,1.0,0.7,0.507,0.25,0.771,6.3,0.171,2012,6moy
10,Kyle Korver,30,CHI,0,4,595,0.007,65,22.6,8.1,2.4,1.7,0.6,0.2,0.432,0.435,0.833,5.3,0.172,2012,6moy
11T,Jamal Crawford,31,POR,0,3,595,0.005,60,26.9,14.0,2.0,3.2,0.9,0.2,0.384,0.308,0.927,2.3,0.069,2012,6moy
11T,Carl Landry,28,NOH,0,3,595,0.005,41,24.4,12.5,5.2,0.9,0.3,0.3,0.503,0.0,0.799,2.9,0.139,2012,6moy
11T,Zach Randolph,30,MEM,0,3,595,0.005,28,26.3,11.6,8.0,1.7,0.8,0.1,0.463,0.25,0.659,2.1,0.135,2012,6moy
11T,C.J. Watson,27,CHI,0,3,595,0.005,49,23.7,9.7,2.1,4.1,0.9,0.2,0.368,0.393,0.808,2.6,0.109,2012,6moy
15T,Mike Dunleavy,31,MIL,0,2,595,0.003,55,26.3,12.3,3.7,2.1,0.5,0.1,0.474,0.399,0.811,4.4,0.146,2012,6moy
15T,Tyler Hansbrough,26,IND,0,2,595,0.003,66,21.8,9.3,4.4,0.5,0.8,0.1,0.405,0.0,0.813,3.9,0.129,2012,6moy
15T,Gary Neal,27,SAS,0,2,595,0.003,56,21.5,9.9,2.1,2.1,0.5,0.0,0.436,0.419,0.781,2.5,0.101,2012,6moy
18T,George Hill,25,IND,0,1,595,0.002,50,25.5,9.6,3.0,2.9,0.8,0.3,0.442,0.367,0.778,4.0,0.152,2012,6moy
18T,Andre Miller,35,DEN,0,1,595,0.002,66,27.4,9.7,3.3,6.7,1.0,0.1,0.438,0.217,0.811,2.9,0.078,2012,6moy
18T,J.R. Smith,26,NYK,0,1,595,0.002,35,27.6,12.5,3.9,2.4,1.5,0.2,0.407,0.347,0.709,2.5,0.122,2012,6moy
