# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,G,Stephen Curry,26.0,GSW,645.0,645.0,1.0,129.0,0.0,0.0,80.0,32.7,23.8,4.3,7.7,2.0,0.2,0.487,0.443,0.914,15.7,0.288,2015,all-nba
1st,F,LeBron James,30.0,CLE,645.0,645.0,1.0,129.0,0.0,0.0,69.0,36.1,25.3,6.0,7.4,1.6,0.7,0.488,0.354,0.71,10.4,0.199,2015,all-nba
1st,G,James Harden,25.0,HOU,637.0,645.0,0.988,125.0,,,81.0,36.8,27.4,5.7,7.0,1.9,0.7,0.44,0.375,0.868,16.4,0.265,2015,all-nba
1st,F,Anthony Davis,21.0,NOP,625.0,645.0,0.969,119.0,,,68.0,36.1,24.4,10.2,2.2,1.5,2.9,0.535,0.083,0.805,14.0,0.274,2015,all-nba
1st,C,Marc Gasol,30.0,MEM,453.0,645.0,0.702,65.0,,,81.0,33.2,17.4,7.8,3.8,0.9,1.6,0.494,0.176,0.795,10.2,0.182,2015,all-nba
,,,,,,,,,,,,,,,,,,,,,,,2015,all-nba
2nd,G,Russell Westbrook,26.0,OKC,397.0,645.0,0.616,10.0,,,67.0,34.4,28.1,7.3,8.6,2.1,0.2,0.426,0.299,0.835,10.6,0.222,2015,all-nba
2nd,F,LaMarcus Aldridge,29.0,POR,390.0,645.0,0.605,13.0,,,71.0,35.4,23.4,10.2,1.7,0.7,1.0,0.466,0.352,0.845,8.6,0.165,2015,all-nba
2nd,G,Chris Paul,29.0,LAC,335.0,645.0,0.519,1.0,,,82.0,34.8,19.1,4.6,10.2,1.9,0.2,0.485,0.398,0.9,16.1,0.27,2015,all-nba
2nd,F,Pau Gasol,34.0,CHI,242.0,645.0,0.375,15.0,,,78.0,34.4,18.5,11.8,2.7,0.3,1.9,0.494,0.462,0.803,10.4,0.187,2015,all-nba
2nd,C,DeMarcus Cousins,24.0,SAC,220.0,645.0,0.341,18.0,,,59.0,34.1,24.1,12.7,3.6,1.5,1.7,0.467,0.25,0.782,6.0,0.144,2015,all-nba
,,,,,,,,,,,,,,,,,,,,,,,2015,all-nba
3rd,F,Blake Griffin,25.0,LAC,189.0,645.0,0.293,2.0,,,67.0,35.2,21.9,7.6,5.3,0.9,0.5,0.502,0.4,0.728,9.0,0.183,2015,all-nba
3rd,C,DeAndre Jordan,26.0,LAC,175.0,645.0,0.271,12.0,,,82.0,34.4,11.5,15.0,0.7,1.0,2.2,0.71,0.25,0.397,12.8,0.217,2015,all-nba
3rd,F,Tim Duncan,38.0,SAS,167.0,645.0,0.259,6.0,,,77.0,28.9,13.9,9.1,3.0,0.8,2.0,0.512,0.286,0.74,9.6,0.207,2015,all-nba
3rd,G,Klay Thompson,24.0,GSW,122.0,645.0,0.189,0.0,,,77.0,31.9,21.7,3.2,2.9,1.1,0.8,0.463,0.439,0.879,8.8,0.172,2015,all-nba
3rd,G,Kyrie Irving,22.0,CLE,112.0,645.0,0.174,0.0,,,75.0,36.4,21.7,3.2,5.2,1.5,0.3,0.468,0.415,0.863,10.4,0.183,2015,all-nba
,,,,,,,,,,,,,,,,,,,,,,,2015,all-nba
ORV,F,Kawhi Leonard,23.0,SAS,155.0,645.0,0.24,0.0,,,64.0,31.8,16.5,7.2,2.5,2.3,0.8,0.479,0.349,0.802,8.6,0.204,2015,all-nba
ORV,F,Paul Millsap,29.0,ATL,70.0,645.0,0.109,0.0,,,73.0,32.7,16.7,7.8,3.1,1.8,0.9,0.476,0.356,0.757,8.3,0.166,2015,all-nba
ORV,C,Al Horford,28.0,ATL,64.0,645.0,0.099,1.0,,,76.0,30.5,15.2,7.2,3.2,0.9,1.3,0.538,0.306,0.759,8.7,0.179,2015,all-nba
ORV,G,John Wall,24.0,WAS,50.0,645.0,0.078,0.0,,,79.0,35.9,17.6,4.6,10.0,1.7,0.6,0.445,0.3,0.785,7.8,0.132,2015,all-nba
ORV,G,Jimmy Butler,25.0,CHI,32.0,645.0,0.05,0.0,,,65.0,38.7,20.0,5.8,3.3,1.8,0.6,0.462,0.378,0.834,11.2,0.214,2015,all-nba
