# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,F,Karl Malone,25.0,UTA,425.0,425.0,1.0,85.0,0.0,0.0,80.0,39.1,29.1,10.7,2.7,1.8,0.9,0.519,0.313,0.766,15.2,0.233,1989,all-nba
1st,G,Magic Johnson,29.0,LAL,423.0,425.0,0.995,84.0,,,77.0,37.5,22.5,7.9,12.8,1.8,0.3,0.509,0.314,0.911,16.1,0.267,1989,all-nba
1st,G,Michael Jordan,25.0,CHI,423.0,425.0,0.995,84.0,,,81.0,40.2,32.5,8.0,8.0,2.9,0.8,0.538,0.276,0.85,19.8,0.292,1989,all-nba
1st,F,Charles Barkley,25.0,PHI,412.0,425.0,0.969,80.0,,,79.0,39.1,25.8,12.5,4.1,1.6,0.8,0.579,0.216,0.753,16.1,0.25,1989,all-nba
1st,C,Hakeem Olajuwon,26.0,HOU,379.0,425.0,0.892,66.0,,,82.0,36.9,24.8,13.5,1.8,2.6,3.4,0.508,0.0,0.696,12.4,0.197,1989,all-nba
,,,,,,,,,,,,,,,,,,,,,,,1989,all-nba
2nd,C,Patrick Ewing,26.0,NYK,267.0,425.0,0.628,17.0,,,80.0,36.2,22.7,9.3,2.4,1.5,3.5,0.567,0.0,0.746,10.9,0.181,1989,all-nba
2nd,G,John Stockton,26.0,UTA,224.0,425.0,0.527,1.0,,,82.0,38.7,17.1,3.0,13.6,3.2,0.2,0.538,0.242,0.863,15.6,0.236,1989,all-nba
2nd,F,Tom Chambers,29.0,PHO,174.0,425.0,0.409,1.0,,,81.0,37.1,25.7,8.4,2.9,1.1,0.7,0.471,0.326,0.851,9.2,0.146,1989,all-nba
2nd,G,Chris Mullin,25.0,GSW,137.0,425.0,0.322,0.0,,,82.0,37.7,26.5,5.9,5.1,2.1,0.5,0.509,0.23,0.892,10.6,0.165,1989,all-nba
