Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,year,award
1,Sidney Moncrief,25,MIL,14,14,75,0.187,76,35.7,22.5,5.8,3.9,1.5,0.3,0.524,0.1,0.826,13.2,0.233,3.5,0.4,103,1983,dpoy
2,Tree Rollins,27,ATL,10,10,75,0.133,80,30.9,7.8,9.3,0.9,0.6,4.3,0.51,0.0,0.726,7.3,0.142,5.0,3.7,97,1983,dpoy
3T,Larry Bird,26,BOS,6,6,75,0.08,79,37.7,23.6,11.0,5.8,1.9,0.9,0.504,0.286,0.84,14.0,0.225,5.6,2.1,98,1983,dpoy
3T,Maurice Cheeks,26,PHI,6,6,75,0.08,79,31.2,12.5,2.6,6.9,2.3,0.4,0.542,0.167,0.754,9.4,0.183,3.8,2.3,101,1983,dpoy
3T,Michael Cooper,26,LAL,6,6,75,0.08,82,26.2,7.8,3.3,3.8,1.4,0.6,0.535,0.238,0.785,5.2,0.116,2.1,1.5,105,1983,dpoy
3T,Bobby Jones,31,PHI,6,6,75,0.08,74,23.6,9.0,4.6,1.9,1.1,1.2,0.543,0.0,0.793,6.4,0.175,3.1,2.8,99,1983,dpoy
