# Tm,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,Ron Behagen,23.0,KCO,17.0,17.0,1.0,,,80.0,25.7,11.0,7.1,1.7,0.7,0.5,0.432,,0.764,2.0,0.046,1974,all-rookie
1st,Ernie DiGregorio,23.0,BUF,17.0,17.0,1.0,,,81.0,35.9,15.2,2.7,8.2,0.7,0.1,0.421,,0.902,1.2,0.021,1974,all-rookie
1st,Mike Bantom,22.0,PHO,13.0,17.0,0.765,,,76.0,26.1,10.1,6.8,2.1,0.7,0.6,0.399,,0.662,0.5,0.012,1974,all-rookie
1st,John Brown,22.0,ATL,11.0,17.0,0.647,,,77.0,22.3,9.3,5.7,1.5,0.4,0.2,0.438,,0.751,2.3,0.063,1974,all-rookie
1st,Nick Weatherspoon,23.0,CAP,10.0,17.0,0.588,,,65.0,18.7,7.6,6.1,0.6,0.7,0.2,0.412,,0.691,2.1,0.082,1974,all-rookie
,,,,,,,,,,,,,,,,,,,,,1974,all-rookie
ORV,Dwight Jones,21.0,ATL,5.0,17.0,0.294,,,74.0,19.6,8.0,6.1,1.2,0.4,0.9,0.474,,0.744,2.9,0.098,1974,all-rookie
ORV,Bernie Fryer,24.0,POR,4.0,17.0,0.235,,,80.0,20.9,7.0,2.0,3.5,1.2,0.1,0.46,,0.793,1.6,0.046,1974,all-rookie
ORV,Jim Brewer,22.0,CLE,3.0,17.0,0.176,,,82.0,22.7,6.1,6.4,1.8,0.6,0.4,0.383,,0.65,1.3,0.032,1974,all-rookie
ORV,Slick Watts,22.0,SEA,2.0,17.0,0.118,,,62.0,23.0,8.0,2.9,5.7,1.9,0.2,0.388,,0.645,1.2,0.039,1974,all-rookie
ORV,E.C. Coleman,23.0,HOU,1.0,17.0,0.059,,,58.0,18.5,5.2,4.3,1.3,0.6,0.3,0.512,,0.635,1.7,0.074,1974,all-rookie
ORV,Mike D'Antoni,22.0,KCO,1.0,17.0,0.059,,,52.0,19.0,4.8,1.8,2.4,1.4,0.3,0.402,,0.702,0.3,0.012,1974,all-rookie
ORV,Derrek Dickey,22.0,GSW,1.0,17.0,0.059,,,66.0,14.1,4.3,5.1,0.8,0.3,0.2,0.494,,0.773,2.3,0.116,1974,all-rookie
