# Tm,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,Kyrie Irving,19.0,CLE,58.0,58.0,1.0,29.0,0.0,51.0,30.5,18.5,3.7,5.4,1.1,0.4,0.469,0.399,0.872,4.1,0.125,2012,all-rookie
1st,Ricky Rubio,21.0,MIN,49.0,58.0,0.845,21.0,7.0,41.0,34.2,10.6,4.2,8.2,2.2,0.2,0.357,0.34,0.803,2.0,0.07,2012,all-rookie
1st,Kenneth Faried,22.0,DEN,46.0,58.0,0.793,19.0,8.0,46.0,22.5,10.2,7.7,0.8,0.7,1.0,0.586,,0.665,4.6,0.212,2012,all-rookie
1st,Klay Thompson,21.0,GSW,43.0,58.0,0.741,16.0,11.0,66.0,24.4,12.5,2.4,2.0,0.7,0.3,0.443,0.414,0.868,1.7,0.05,2012,all-rookie
1st,Iman Shumpert,21.0,NYK,40.0,58.0,0.69,15.0,10.0,59.0,28.9,9.5,3.2,2.8,1.7,0.1,0.401,0.306,0.798,2.4,0.068,2012,all-rookie
1st,Kawhi Leonard,20.0,SAS,40.0,58.0,0.69,14.0,12.0,64.0,24.0,7.9,5.1,1.1,1.3,0.4,0.493,0.376,0.773,5.5,0.171,2012,all-rookie
1st,Brandon Knight,20.0,DET,40.0,58.0,0.69,13.0,14.0,66.0,32.3,12.8,3.2,3.8,0.7,0.2,0.415,0.38,0.759,1.3,0.029,2012,all-rookie
,,,,,,,,,,,,,,,,,,,,,2012,all-rookie
2nd,Chandler Parsons,23.0,HOU,33.0,58.0,0.569,10.0,13.0,63.0,28.6,9.5,4.8,2.1,1.2,0.5,0.452,0.337,0.551,3.4,0.09,2012,all-rookie
2nd,Isaiah Thomas,22.0,SAC,27.0,58.0,0.466,5.0,17.0,65.0,25.5,11.5,2.6,4.1,0.8,0.1,0.448,0.379,0.832,4.3,0.124,2012,all-rookie
2nd,MarShon Brooks,23.0,NJN,18.0,58.0,0.31,3.0,12.0,56.0,29.4,12.6,3.6,2.3,0.9,0.3,0.428,0.313,0.764,0.8,0.022,2012,all-rookie
2nd,Tristan Thompson,20.0,CLE,16.0,58.0,0.276,2.0,12.0,60.0,23.7,8.2,6.5,0.5,0.5,1.0,0.439,0.0,0.552,1.1,0.038,2012,all-rookie
2nd,Derrick Williams,20.0,MIN,16.0,58.0,0.276,2.0,12.0,66.0,21.5,8.8,4.7,0.6,0.5,0.5,0.412,0.268,0.697,1.8,0.059,2012,all-rookie
,,,,,,,,,,,,,,,,,,,,,2012,all-rookie
ORV,Markieff Morris,22.0,PHO,7.0,58.0,0.121,1.0,5.0,63.0,19.5,7.4,4.4,1.0,0.7,0.7,0.399,0.347,0.717,1.5,0.059,2012,all-rookie
ORV,Kemba Walker,21.0,CHA,7.0,58.0,0.121,0.0,7.0,66.0,27.2,12.1,3.5,4.4,0.9,0.3,0.366,0.305,0.789,0.3,0.009,2012,all-rookie
ORV,Bismack Biyombo,19.0,CHA,2.0,58.0,0.034,0.0,2.0,63.0,23.1,5.2,5.8,0.4,0.3,1.8,0.464,,0.483,0.6,0.019,2012,all-rookie
ORV,Alec Burks,20.0,UTA,2.0,58.0,0.034,0.0,2.0,59.0,15.9,7.2,2.2,0.9,0.5,0.1,0.429,0.333,0.727,1.5,0.076,2012,all-rookie
ORV,Norris Cole,23.0,MIA,2.0,58.0,0.034,0.0,2.0,65.0,19.4,6.8,1.4,2.0,0.7,0.0,0.393,0.276,0.776,0.0,0.0,2012,all-rookie
ORV,Gustavo Ayón,26.0,NOH,1.0,58.0,0.017,0.0,1.0,54.0,20.1,5.9,4.9,1.4,1.0,0.9,0.536,0.0,0.619,3.2,0.142,2012,all-rookie
ORV,Enes Freedom,19.0,UTA,1.0,58.0,0.017,0.0,1.0,66.0,13.2,4.6,4.2,0.1,0.3,0.3,0.496,0.0,0.667,1.7,0.095,2012,all-rookie
ORV,Greg Stiemsma,26.0,BOS,1.0,58.0,0.017,0.0,1.0,55.0,13.9,2.9,3.2,0.5,0.7,1.5,0.545,,0.707,2.7,0.17,2012,all-rookie
ORV,Nikola Vučević,21.0,PHI,1.0,58.0,0.017,0.0,1.0,51.0,15.9,5.5,4.8,0.6,0.4,0.7,0.45,0.375,0.529,1.8,0.109,2012,all-rookie
