Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Jalen Rose,27,IND,32,32,121,0.264,80,37.2,18.2,4.8,4.0,1.1,0.6,0.471,0.393,0.827,7.3,0.118,2000,mip
2,Dirk Nowitzki,21,DAL,25,25,121,0.207,82,35.8,17.5,6.5,2.5,0.8,0.8,0.461,0.379,0.83,8.1,0.132,2000,mip
3,Jerry Stackhouse,25,DET,19,19,121,0.157,82,38.4,23.6,3.8,4.5,1.3,0.4,0.428,0.288,0.815,7.3,0.111,2000,mip
4,Austin Croshere,24,IND,17,17,121,0.14,81,23.3,10.3,6.4,1.1,0.5,0.7,0.441,0.362,0.848,5.4,0.138,2000,mip
5,Tracy McGrady,20,TOR,7,7,121,0.058,79,31.2,15.4,6.3,3.3,1.1,1.9,0.451,0.277,0.707,6.6,0.129,2000,mip
6T,John Amaechi,29,ORL,4,4,121,0.033,80,21.1,10.5,3.3,1.2,0.4,0.5,0.437,0.167,0.766,2.4,0.067,2000,mip
6T,Ruben Patterson,24,SEA,4,4,121,0.033,81,25.9,11.6,5.4,1.6,1.2,0.5,0.536,0.444,0.692,6.7,0.153,2000,mip
8T,Michael Dickerson,24,VAN,3,3,121,0.025,82,37.8,18.2,3.4,2.5,1.4,0.5,0.436,0.409,0.83,5.5,0.085,2000,mip
8T,Rodney Rogers,28,PHO,3,3,121,0.025,82,27.9,13.8,5.5,2.1,1.1,0.6,0.486,0.439,0.639,7.4,0.154,2000,mip
10,Shaquille O'Neal,27,LAL,2,2,121,0.017,79,40.0,29.7,13.6,3.8,0.5,3.0,0.574,0.0,0.524,18.6,0.283,2000,mip
11T,Kobe Bryant,21,LAL,1,1,121,0.008,66,38.2,22.5,6.3,4.9,1.6,0.9,0.468,0.319,0.821,10.6,0.202,2000,mip
11T,Derrick Coleman,32,CHH,1,1,121,0.008,74,31.7,16.7,8.5,2.4,0.5,1.8,0.456,0.362,0.785,6.5,0.133,2000,mip
11T,Sean Elliott,31,SAS,1,1,121,0.008,19,20.6,6.0,2.5,1.5,0.6,0.1,0.358,0.351,0.781,0.5,0.067,2000,mip
11T,Rashard Lewis,20,SEA,1,1,121,0.008,82,19.2,8.2,4.1,0.9,0.8,0.4,0.486,0.333,0.683,4.1,0.125,2000,mip
11T,Bob Sura,26,CLE,1,1,121,0.008,73,30.4,13.8,3.9,3.9,1.2,0.3,0.437,0.367,0.697,4.9,0.107,2000,mip
