Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Bobby Simmons,24,LAC,59,384,615,0.624,75,37.3,16.4,5.9,2.7,1.4,0.2,0.466,0.435,0.846,6.8,0.117,2005,mip
2,Dwyane Wade,23,MIA,15,129,615,0.21,77,38.6,24.1,5.2,6.8,1.6,1.1,0.478,0.289,0.762,11.0,0.177,2005,mip
3,Tayshaun Prince,24,DET,14,107,615,0.174,82,37.1,14.7,5.3,3.0,0.7,0.9,0.487,0.341,0.807,9.4,0.149,2005,mip
4,Primož Brezec,25,CHA,5,75,615,0.122,72,31.6,13.0,7.4,1.2,0.5,0.8,0.512,,0.745,4.9,0.104,2005,mip
5,Dan Dickau,26,TOT,5,68,615,0.111,71,29.4,12.5,2.5,4.9,1.1,0.1,0.405,0.347,0.833,3.5,0.079,2005,mip
6,LeBron James,20,CLE,4,57,615,0.093,80,42.4,27.2,7.4,7.2,2.2,0.7,0.472,0.351,0.75,14.3,0.203,2005,mip
7,Amar'e Stoudemire,22,PHO,5,46,615,0.075,80,36.1,26.0,8.9,1.6,1.0,1.6,0.559,0.188,0.733,14.6,0.243,2005,mip
8T,Larry Hughes,26,WAS,1,28,615,0.046,61,38.7,22.0,6.3,4.7,2.9,0.3,0.43,0.282,0.777,7.7,0.157,2005,mip
8T,Joel Przybilla,25,POR,1,28,615,0.046,76,24.4,6.4,7.7,1.0,0.3,2.1,0.598,,0.517,4.7,0.121,2005,mip
10,Chris Bosh,20,TOR,1,21,615,0.034,81,37.2,16.8,8.9,1.9,0.9,1.4,0.471,0.3,0.76,6.8,0.108,2005,mip
11,Grant Hill,32,ORL,2,17,615,0.028,67,34.9,19.7,4.7,3.3,1.4,0.4,0.509,0.231,0.821,6.6,0.136,2005,mip
12,Udonis Haslem,24,MIA,1,16,615,0.026,80,33.4,10.9,9.1,1.4,0.8,0.5,0.54,0.0,0.791,9.2,0.165,2005,mip
13T,Damon Jones,28,MIA,2,14,615,0.023,82,31.4,11.6,2.8,4.3,0.5,0.1,0.456,0.432,0.791,8.7,0.162,2005,mip
