Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Wilt Chamberlain,31,PHI,88,504,695,0.725,82,46.8,24.3,23.8,8.6,,,0.595,,0.38,20.4,0.255,1968,nbamvp
2,Lenny Wilkens,30,STL,26,216,695,0.311,82,38.6,20.0,5.3,8.3,,,0.438,,0.768,10.1,0.153,1968,nbamvp
3,Elgin Baylor,33,LAL,9,129,695,0.186,77,39.3,26.0,12.2,4.6,,,0.443,,0.786,8.0,0.127,1968,nbamvp
4,Dave Bing,24,DET,9,127,695,0.183,79,40.6,27.1,4.7,6.4,,,0.441,,0.707,6.2,0.093,1968,nbamvp
5,Oscar Robertson,29,CIN,7,112,695,0.161,65,42.5,29.2,6.0,9.7,,,0.5,,0.873,12.3,0.214,1968,nbamvp
