# Tm,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,O.J. Mayo,21.0,MEM,58.0,58.0,1.0,29.0,0.0,82.0,38.0,18.5,3.8,3.2,1.1,0.2,0.438,0.384,0.879,3.4,0.052,2009,all-rookie
1st,Derrick Rose,20.0,CHI,58.0,58.0,1.0,29.0,0.0,81.0,37.0,16.8,3.9,6.3,0.8,0.2,0.475,0.222,0.788,4.9,0.078,2009,all-rookie
1st,Russell Westbrook,20.0,OKC,53.0,58.0,0.914,24.0,5.0,82.0,32.5,15.3,4.9,5.3,1.3,0.2,0.398,0.271,0.815,1.9,0.035,2009,all-rookie
1st,Brook Lopez,20.0,NJN,49.0,58.0,0.845,21.0,7.0,82.0,30.5,13.0,8.1,1.0,0.5,1.8,0.531,0.0,0.793,5.8,0.112,2009,all-rookie
1st,Michael Beasley,20.0,MIA,44.0,58.0,0.759,17.0,10.0,81.0,24.8,13.9,5.4,1.0,0.5,0.5,0.472,0.407,0.772,3.4,0.081,2009,all-rookie
,,,,,,,,,,,,,,,,,,,,,2009,all-rookie
2nd,Eric Gordon,20.0,LAC,39.0,58.0,0.672,13.0,13.0,78.0,34.3,16.1,2.6,2.8,1.0,0.4,0.456,0.389,0.854,4.6,0.082,2009,all-rookie
2nd,Kevin Love,20.0,MIN,34.0,58.0,0.586,7.0,20.0,81.0,25.3,11.1,9.1,1.0,0.4,0.6,0.459,0.105,0.789,5.3,0.124,2009,all-rookie
2nd,Mario Chalmers,22.0,MIA,29.0,58.0,0.5,5.0,19.0,82.0,32.0,10.0,2.8,4.9,2.0,0.1,0.42,0.367,0.767,5.2,0.095,2009,all-rookie
2nd,Marc Gasol,24.0,MEM,25.0,58.0,0.431,2.0,21.0,82.0,30.7,11.9,7.4,1.7,0.8,1.1,0.53,0.0,0.733,6.4,0.121,2009,all-rookie
2nd,D.J. Augustin,21.0,CHA,17.0,58.0,0.293,0.0,17.0,72.0,26.5,11.8,1.8,3.5,0.6,0.0,0.43,0.439,0.893,5.1,0.128,2009,all-rookie
2nd,Rudy Fernández,23.0,POR,17.0,58.0,0.293,0.0,17.0,78.0,25.6,10.4,2.7,2.0,0.9,0.2,0.425,0.399,0.839,6.1,0.147,2009,all-rookie
,,,,,,,,,,,,,,,,,,,,,2009,all-rookie
ORV,Courtney Lee,23.0,ORL,12.0,58.0,0.207,0.0,12.0,77.0,25.2,8.4,2.3,1.2,1.0,0.2,0.45,0.404,0.83,4.4,0.108,2009,all-rookie
ORV,Jason Thompson,22.0,SAC,7.0,58.0,0.121,0.0,7.0,82.0,28.1,11.1,7.4,1.1,0.6,0.7,0.497,0.0,0.692,2.7,0.057,2009,all-rookie
ORV,Greg Oden,21.0,POR,3.0,58.0,0.052,1.0,1.0,61.0,21.5,8.9,7.0,0.5,0.4,1.1,0.564,,0.637,4.6,0.167,2009,all-rookie
ORV,Marreese Speights,21.0,PHI,3.0,58.0,0.052,0.0,3.0,79.0,16.0,7.7,3.7,0.4,0.3,0.7,0.502,0.25,0.773,3.8,0.146,2009,all-rookie
ORV,Robin Lopez,20.0,PHO,2.0,58.0,0.034,1.0,0.0,60.0,10.2,3.2,2.0,0.1,0.2,0.7,0.518,0.0,0.691,1.1,0.083,2009,all-rookie
