Rank,Coach,Tm,First,Pts Won,Pts Max,Share,G,W,L,W/L%,year,award
1,Cotton Fitzsimmons,KCK,37.5,37.5,66,0.568,82,48,34,0.585,1979,coy
2,Gene Shue,SDC,11.0,11.0,66,0.167,82,43,39,0.524,1979,coy
3T,Hubie Brown,ATL,5.5,5.5,66,0.083,82,46,36,0.561,1979,coy
3T,Lenny Wilkens,SEA,5.5,5.5,66,0.083,82,52,30,0.634,1979,coy
5,Jack Ramsay,POR,3.5,3.5,66,0.053,82,45,37,0.549,1979,coy
6,Dick Motta,WSB,2.0,2.0,66,0.03,82,54,28,0.659,1979,coy
7,Kevin Loughery,NJN,1.0,1.0,66,0.015,82,37,45,0.451,1979,coy
