Rank,Coach,Tm,First,Pts Won,Pts Max,Share,G,W,L,W/L%,year,award
1,Pat Riley,MIA,69,69,115,0.6,82,61,21,0.744,1997,coy
2,Dave Cowens,CHH,22,22,115,0.191,82,54,28,0.659,1997,coy
3,Jerry Sloan,UTA,13,13,115,0.113,82,64,18,0.78,1997,coy
4,Danny Ainge,PHO,5,5,115,0.043,74,40,34,0.541,1997,coy
5,Doug Collins,DET,3,3,115,0.026,82,54,28,0.659,1997,coy
6T,Bill Fitch,LAC,1,1,115,0.009,82,36,46,0.439,1997,coy
6T,Flip Saunders,MIN,1,1,115,0.009,82,40,42,0.488,1997,coy
6T,Lenny Wilkens,ATL,1,1,115,0.009,82,56,26,0.683,1997,coy
