Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Gilbert Arenas,21,GSW,41,288,590,0.488,82,35.0,18.3,4.7,6.3,1.5,0.2,0.431,0.348,0.791,6.5,0.109,2003,mip
2,Matt Harpring,26,UTA,29,234,590,0.397,78,32.8,17.6,6.6,1.7,0.9,0.2,0.511,0.413,0.792,8.8,0.166,2003,mip
3,Troy Murphy,22,GSW,18,144,590,0.244,79,31.8,11.7,10.2,1.3,0.8,0.4,0.451,0.214,0.841,6.4,0.122,2003,mip
4,Tony Parker,20,SAS,14,143,590,0.242,82,33.8,15.5,2.6,5.3,0.9,0.0,0.464,0.337,0.755,7.7,0.134,2003,mip
5,Ricky Davis,23,CLE,2,43,590,0.073,79,39.6,20.6,4.9,5.5,1.6,0.5,0.41,0.363,0.748,3.0,0.046,2003,mip
6,Chauncey Billups,26,DET,3,42,590,0.071,74,31.4,16.2,3.7,3.9,0.9,0.2,0.421,0.392,0.878,9.9,0.204,2003,mip
7,Jason Williams,27,MEM,3,40,590,0.068,76,31.7,12.1,2.8,8.3,1.2,0.1,0.388,0.354,0.84,4.7,0.094,2003,mip
8,Richard Jefferson,22,NJN,2,23,590,0.039,80,36.0,15.5,6.4,2.5,1.0,0.6,0.501,0.25,0.743,9.9,0.164,2003,mip
9,Troy Hudson,26,MIN,1,14,590,0.024,79,32.9,14.2,2.3,5.7,0.8,0.1,0.428,0.365,0.9,5.1,0.094,2003,mip
10,Corey Maggette,23,LAC,0,12,590,0.02,64,31.3,16.8,5.0,1.9,0.9,0.3,0.444,0.35,0.802,5.0,0.119,2003,mip
11,Bobby Jackson,29,SAC,0,11,590,0.019,59,28.4,15.2,3.7,3.1,1.2,0.1,0.464,0.379,0.846,5.5,0.157,2003,mip
12,Michael Redd,23,MIL,1,9,590,0.015,82,28.2,15.1,4.5,1.4,1.2,0.2,0.469,0.438,0.805,8.0,0.167,2003,mip
13,Metta World Peace,23,IND,1,7,590,0.012,69,33.6,15.5,5.2,2.9,2.3,0.7,0.428,0.336,0.736,7.2,0.15,2003,mip
14T,Andrei Kirilenko,21,UTA,1,5,590,0.008,80,27.7,12.0,5.3,1.7,1.5,2.2,0.491,0.325,0.8,9.2,0.199,2003,mip
14T,Dirk Nowitzki,24,DAL,1,5,590,0.008,80,39.0,25.1,9.9,3.0,1.4,1.0,0.463,0.379,0.881,16.1,0.249,2003,mip
14T,Jermaine O'Neal,24,IND,1,5,590,0.008,77,37.2,20.8,10.3,2.0,0.9,2.3,0.484,0.333,0.731,10.5,0.177,2003,mip
14T,Stephon Marbury,25,PHO,0,5,590,0.008,81,40.0,22.3,3.2,8.1,1.3,0.2,0.439,0.301,0.803,9.6,0.142,2003,mip
18T,Stephen Jackson,24,SAS,0,4,590,0.007,80,28.2,11.8,3.6,2.3,1.6,0.4,0.435,0.32,0.76,4.8,0.102,2003,mip
18T,Tracy McGrady,23,ORL,0,4,590,0.007,75,39.4,32.1,6.5,5.5,1.7,0.8,0.457,0.386,0.793,16.1,0.262,2003,mip
18T,Brad Miller,26,IND,0,4,590,0.007,73,31.1,13.1,8.3,2.6,0.9,0.6,0.493,0.313,0.818,9.6,0.202,2003,mip
21T,Brent Barry,31,SEA,0,3,590,0.005,75,33.1,10.3,4.0,5.1,1.5,0.2,0.458,0.403,0.795,7.3,0.141,2003,mip
21T,Kevin Garnett,26,MIN,0,3,590,0.005,82,40.5,23.0,13.4,6.0,1.4,1.6,0.502,0.282,0.751,15.6,0.225,2003,mip
21T,Zydrunas Ilgauskas,27,CLE,0,3,590,0.005,81,30.0,17.2,7.5,1.6,0.7,1.9,0.441,0.0,0.781,5.0,0.099,2003,mip
21T,Eric Snow,29,PHI,0,3,590,0.005,82,37.9,12.9,3.7,6.6,1.6,0.1,0.452,0.219,0.858,8.4,0.13,2003,mip
25,Earl Boykins,26,GSW,0,2,590,0.003,68,19.4,8.8,1.3,3.3,0.6,0.1,0.429,0.377,0.865,3.5,0.127,2003,mip
26T,Dion Glover,24,ATL,0,1,590,0.002,76,24.9,9.7,3.7,1.9,0.9,0.2,0.427,0.354,0.784,2.6,0.065,2003,mip
26T,Anfernee Hardaway,31,PHO,0,1,590,0.002,58,30.6,10.6,4.4,4.1,1.1,0.4,0.447,0.356,0.794,2.3,0.062,2003,mip
26T,Antawn Jamison,26,GSW,0,1,590,0.002,82,39.3,22.2,7.0,1.9,0.9,0.5,0.47,0.311,0.789,8.5,0.126,2003,mip
26T,Steve Nash,28,DAL,0,1,590,0.002,82,33.1,17.7,2.9,7.3,1.0,0.1,0.465,0.413,0.909,11.6,0.206,2003,mip
26T,Rasho Nesterović,26,MIN,0,1,590,0.002,77,30.4,11.2,6.5,1.5,0.5,1.5,0.525,0.0,0.642,5.2,0.107,2003,mip
26T,Stromile Swift,23,MEM,0,1,590,0.002,67,22.1,9.7,5.7,0.7,0.8,1.6,0.481,0.0,0.722,3.3,0.108,2003,mip
