Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Ja Morant,22,MEM,38,221,500,0.442,57,33.1,27.4,5.7,6.7,1.2,0.4,0.493,0.344,0.761,6.7,0.171,2022,mip
2,Dejounte Murray,25,SAS,20,183,500,0.366,68,34.8,21.1,8.3,9.2,2.0,0.3,0.462,0.327,0.794,7.3,0.149,2022,mip
3,Darius Garland,22,CLE,11,178,500,0.356,68,35.7,21.7,3.3,8.6,1.3,0.1,0.462,0.383,0.892,6.3,0.125,2022,mip
4,Jordan Poole,22,GSW,15,131,500,0.262,76,30.0,18.5,3.4,4.0,0.8,0.3,0.448,0.364,0.925,6.0,0.126,2022,mip
5,Desmond Bane,23,MEM,7,74,500,0.148,76,29.8,18.2,4.4,2.7,1.2,0.4,0.461,0.436,0.903,7.2,0.153,2022,mip
6,Tyrese Maxey,21,PHI,6,52,500,0.104,75,35.3,17.5,3.2,4.3,0.7,0.4,0.485,0.427,0.866,7.3,0.132,2022,mip
7,Miles Bridges,23,CHO,3,38,500,0.076,80,35.5,20.2,7.0,3.8,0.9,0.8,0.491,0.331,0.802,7.2,0.123,2022,mip
8,Anfernee Simons,22,POR,0,13,500,0.026,57,29.5,17.3,2.6,3.9,0.5,0.1,0.443,0.405,0.888,1.9,0.055,2022,mip
9,Robert Williams,24,BOS,0,4,500,0.008,61,29.6,10.0,9.6,2.0,0.9,2.2,0.736,0.0,0.722,9.9,0.262,2022,mip
10,Jaren Jackson Jr.,22,MEM,0,3,500,0.006,78,27.3,16.3,5.8,1.1,0.9,2.3,0.415,0.319,0.823,5.4,0.121,2022,mip
11,Jalen Brunson,25,DAL,0,2,500,0.004,79,31.9,16.3,3.9,4.8,0.8,0.0,0.502,0.373,0.84,7.5,0.143,2022,mip
12,Max Strus,25,MIA,0,1,500,0.002,68,23.3,10.6,3.0,1.4,0.4,0.2,0.441,0.41,0.792,3.6,0.11,2022,mip
