# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,year,award
1st,G,Kobe Bryant,29.0,LAL,52.0,60.0,0.867,82.0,38.9,28.3,6.3,5.4,1.8,0.5,0.459,0.361,0.84,13.8,0.208,4.3,0.6,105.0,2008,all-defensive
1st,F,Kevin Garnett,31.0,BOS,52.0,60.0,0.867,71.0,32.8,18.8,9.2,3.4,1.4,1.3,0.539,0.0,0.801,12.9,0.265,6.2,3.5,94.0,2008,all-defensive
1st,C,Marcus Camby,33.0,DEN,37.0,60.0,0.617,79.0,34.9,9.1,13.1,3.3,1.1,3.6,0.45,0.3,0.708,8.5,0.148,5.9,3.3,98.0,2008,all-defensive
1st,G,Bruce Bowen,36.0,SAS,36.0,60.0,0.6,81.0,30.2,6.0,2.9,1.1,0.7,0.3,0.407,0.419,0.652,4.4,0.085,3.4,1.5,105.0,2008,all-defensive
1st,F,Tim Duncan,31.0,SAS,33.0,60.0,0.55,78.0,34.0,19.3,11.3,2.8,0.7,1.9,0.497,0.0,0.73,11.1,0.201,6.2,2.2,97.0,2008,all-defensive
,,,,,,,,,,,,,,,,,,,,,,,2008,all-defensive
2nd,F,Shane Battier,29.0,HOU,29.0,60.0,0.483,80.0,36.3,9.3,5.1,1.9,1.0,1.1,0.428,0.377,0.743,8.2,0.135,4.6,1.9,103.0,2008,all-defensive
2nd,G,Chris Paul,22.0,NOH,26.0,60.0,0.433,80.0,37.6,21.1,4.0,11.6,2.7,0.1,0.488,0.369,0.851,17.8,0.284,4.6,3.2,103.0,2008,all-defensive
2nd,C,Dwight Howard,22.0,ORL,25.0,60.0,0.417,82.0,37.7,20.7,14.2,1.3,0.9,2.1,0.599,0.0,0.59,12.9,0.2,6.4,1.2,99.0,2008,all-defensive
2nd,F,Tayshaun Prince,27.0,DET,20.0,60.0,0.333,82.0,32.9,13.2,4.9,3.3,0.5,0.4,0.448,0.363,0.768,7.5,0.133,3.2,-0.1,106.0,2008,all-defensive
2nd,G,Raja Bell,31.0,PHO,18.0,60.0,0.3,75.0,35.3,11.9,3.7,2.2,0.7,0.4,0.421,0.401,0.868,4.5,0.082,1.5,-0.5,111.0,2008,all-defensive
,,,,,,,,,,,,,,,,,,,,,,,2008,all-defensive
ORV,G,Chauncey Billups,31.0,DET,14.0,60.0,0.233,78.0,32.3,17.0,2.7,6.8,1.3,0.2,0.448,0.401,0.918,13.5,0.257,3.4,1.2,105.0,2008,all-defensive
ORV,G,Jason Kidd,34.0,TOT,13.0,60.0,0.217,80.0,36.3,10.8,7.5,10.1,1.7,0.3,0.385,0.381,0.818,5.9,0.097,3.8,1.3,105.0,2008,all-defensive
ORV,F,Rasheed Wallace,33.0,DET,13.0,60.0,0.217,77.0,30.5,12.7,6.6,1.8,1.2,1.7,0.432,0.356,0.767,7.6,0.155,5.1,2.6,98.0,2008,all-defensive
ORV,G,Rajon Rondo,21.0,BOS,11.0,60.0,0.183,77.0,29.9,10.6,4.2,5.1,1.7,0.2,0.492,0.263,0.611,7.2,0.15,4.9,2.6,98.0,2008,all-defensive
ORV,C,Tyson Chandler,25.0,NOH,8.0,60.0,0.133,79.0,35.2,11.8,11.7,1.0,0.6,1.1,0.623,0.0,0.593,10.0,0.172,4.1,-0.2,104.0,2008,all-defensive
ORV,F,Josh Smith,22.0,ATL,8.0,60.0,0.133,81.0,35.5,17.2,8.2,3.4,1.5,2.8,0.457,0.253,0.71,5.8,0.097,4.6,2.5,103.0,2008,all-defensive
